Identificador;ual_prov;ual_estr;ual_segm;al_ncues;eu_superficie_ha;eu_k1301;eu_k1302;eu_k1303;eu_k1304;eu_k1305;eu_k1306;eu_k1307;eu_k1308;eu_k1309;eu_k1310;eu_k1311;eu_k1312;eu_trs;eu_trc;eu_tro;eu_znd;eu_tn;fact_exp_fin
01025001167550003; AZUAY;01;16755;0003;1,34;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;48,2106727734496
01025001167550004; AZUAY;01;16755;0004;14,57;3;2;1;3;2;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,30388448212705
01025001167550005; AZUAY;01;16755;0005;1;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;43,5361452472846
01025001168930001; AZUAY;01;16893;0001;17,32;2;2; ;1;1; ;1;1; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;28,4024518431502
01025001168930002; AZUAY;01;16893;0002;5,97;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;12,8676312028753
01016101170850001; AZUAY;01;17085;0001;2,35;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;21,2751444425902
01016101170850002; AZUAY;01;17085;0002;3,23;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;55,0234765597582
01016101170850003; AZUAY;01;17085;0003;14,96;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,62012610486132
01016101170850004; AZUAY;01;17085;0004;6,68;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,81883134025291
01016101170850005; AZUAY;01;17085;0005;9,98;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,384387900936217
01016101170850006; AZUAY;01;17085;0006;8,67;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;20,5027698193132
01075001171510001; AZUAY;01;17151;0001;19,69;3;3; ;1;1; ;2;2; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;24,5522145642059
01075001171510002; AZUAY;01;17151;0002;13,02;5;5; ;1;1; ;3;3; ;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,08828134850649
01015201172420001; AZUAY;01;17242;0001;16,82;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,2839588978704
01015201172420002; AZUAY;01;17242;0002;4,56;6;5;1;2;1;1; ; ; ;4;4; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;70,0189903661975
01015201172450001; AZUAY;01;17245;0001;6,56;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;38,7497251979255
01015201172450002; AZUAY;01;17245;0002;9,51;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;36,0812429426754
01015201173200001; AZUAY;01;17320;0001;4,78;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;67,0448997272263
01015201173200002; AZUAY;01;17320;0002;4;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;31,6037780122572
01025001174150001; AZUAY;01;17415;0001;4,51;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;40,3253487710176
01025001174150002; AZUAY;01;17415;0002;2,03;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;47,9074355309932
01025001174150003; AZUAY;01;17415;0003;14,57;3;2;1;3;2;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,8385986737761
01025001174150004; AZUAY;01;17415;0004;6,31;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,61961076116354
01095601174830001; AZUAY;01;17483;0001;,56;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;99,4316887136473
01095601174830002; AZUAY;01;17483;0002;2,12;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,30639901171809
01095601174830004; AZUAY;01;17483;0004;,17;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;85,355385456889
01095601174830005; AZUAY;01;17483;0005;1,02;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;45,6450051007366
01095601174830007; AZUAY;01;17483;0007;,33;2; ;2;2; ;2; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;74,6761885186109
01095601174830009; AZUAY;01;17483;0009;1;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;78,2807967070191
01095601174830010; AZUAY;01;17483;0010;1,05;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;74,4612329029799
01025001175200001; AZUAY;01;17520;0001;13,76;2; ;2;1; ;1;1; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,760169063847529
01025001175200002; AZUAY;01;17520;0002;4,07;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;17,9721074029128
01025001175200003; AZUAY;01;17520;0003;5,87;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;43,0116631373992
01025001175200004; AZUAY;01;17520;0004;7,36;4;2;2;3;1;2; ; ; ;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,328243384113373
01025001175200005; AZUAY;01;17520;0005;2,02;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;121,483551446755
01025201175470001; AZUAY;01;17547;0001;56;4;3;1;1;1; ;3;2;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,1752162572523
01025201175470002; AZUAY;01;17547;0002;20,06;4;3;1;4;3;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;11,2759674296346
01025201175470003; AZUAY;01;17547;0003;7,46;4;3;1;4;3;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;23,7891402055884
01095601177080001; AZUAY;01;17708;0001;9,01;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;18,7095886525299
01095601177080002; AZUAY;01;17708;0002;2,82;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;24,3074573878348
01095601177080003; AZUAY;01;17708;0003;11,61;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,2764811678426
01095601177080004; AZUAY;01;17708;0004;3,74;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;32,8886869997725
01095601177080005; AZUAY;01;17708;0005;4,63;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,543288648672778
01025001177320001; AZUAY;01;17732;0001;5,22;4;3;1;1; ;1; ; ; ;3;3; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;54,7519346262815
01025001177320002; AZUAY;01;17732;0002;6,15;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;50,2693693319653
01025001177430001; AZUAY;01;17743;0001;12,27;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;48,1787335102487
01025001177540001; AZUAY;01;17754;0001;2,51;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,50792427283834
01025001177540002; AZUAY;01;17754;0002;18,51;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;31,5238210566403
01025001179590001; AZUAY;01;17959;0001;2,85;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;27,1092711448365
01025001179590002; AZUAY;01;17959;0002;5,9;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,93516306579576
01025001179590003; AZUAY;01;17959;0003;11,88;2;2; ;2;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;12,6700950376338
01025001179590004; AZUAY;01;17959;0004;1,73;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;66,6232946685105
01025001179590005; AZUAY;01;17959;0005;5,61;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,873103868984409
01025001179590006; AZUAY;01;17959;0006;1,01;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;63,5115770396972
01025001179590007; AZUAY;01;17959;0007;13,73;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,81722424978385
01025001179590008; AZUAY;01;17959;0008;9,43;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,04829149538787
01075001180090001; AZUAY;01;18009;0001;4,31;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16,0504746396297
01075001180090002; AZUAY;01;18009;0002;22,04;2;2; ;1;1; ;1;1; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,82862674734052
01075001180090003; AZUAY;01;18009;0003;2,56;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,09739857424365
01075001180090004; AZUAY;01;18009;0004;17,41;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,609567922315077
01075001180090005; AZUAY;01;18009;0005;1,55;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,5727799651883
01075001180090006; AZUAY;01;18009;0006;5,62;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,890445702912535
01075001180090007; AZUAY;01;18009;0007;3,52;3;2;1;3;2;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;47,792121956493
01075001180090008; AZUAY;01;18009;0008;7,41;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,08156668210502
01075001180090009; AZUAY;01;18009;0009;8,37;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,00053075018368
01075001180090010; AZUAY;01;18009;0010;1,51;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;14,1662783325465
01075001180090011; AZUAY;01;18009;0011;7,51;2;1;1;1; ;1;1;1; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,702586181473846
01075001180090013; AZUAY;01;18009;0013;2,27;3;2;1;2;1;1; ; ; ;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,73063339529683
01075001180090014; AZUAY;01;18009;0014;1,2;3;2;1;3;2;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;11,2497303997009
01075001180090015; AZUAY;01;18009;0015;,82;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;42,4849520598822
01075001180090016; AZUAY;01;18009;0016;3,51;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,61782165032255
01075001180090017; AZUAY;01;18009;0017;30,52;3;1;2;3;1;2; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,936183620986723
01075001180090018; AZUAY;01;18009;0018;,69;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;21,5558512468298
01075001180320001; AZUAY;01;18032;0001;13,02;5;5; ;1;1; ;1;1; ;3;3; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10,7665337090695
01075001180320002; AZUAY;01;18032;0002;,12;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;64,5449133552164
01075001180320003; AZUAY;01;18032;0003;10,27;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,2737628926254
01075001180320004; AZUAY;01;18032;0004;2,56;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;51,1283031924093
01075001180320005; AZUAY;01;18032;0005;5,81;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;23,7184543269402
01075001180320006; AZUAY;01;18032;0006;5,02;2;1;1;1; ;1;1;1; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,6056190691118
01075001180320007; AZUAY;01;18032;0007;17,82;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,76059936784364
01025001180700001; AZUAY;01;18070;0001;11,51;2;1;1;1;1; ;1; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;29,7918581178756
01025001180700002; AZUAY;01;18070;0002;7,89;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,29106319266803
01025001180700003; AZUAY;01;18070;0003;23,29;2; ;2;2; ;2; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,12358984744922
01015201180830001; AZUAY;01;18083;0001;12,05;2; ;2;2; ;2; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;49,5710222143764
01025001181740001; AZUAY;01;18174;0001;3,28;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;75,6998447150138
01025001181740002; AZUAY;01;18174;0002;2,28;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;21,8731718258663
01025001181740003; AZUAY;01;18174;0003;1,15;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;47,7913050404858
01025001181740004; AZUAY;01;18174;0004;1,51;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;42,5019706051013
01025001181740005; AZUAY;01;18174;0005;5,02;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;27,2379588526295
01095601183230001; AZUAY;01;18323;0001;4,21;3;1;2;3;1;2; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;65,8971448381084
01095601183230002; AZUAY;01;18323;0002;5,8;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;53,4210572657552
01025201184030001; AZUAY;01;18403;0001;113,86;11;6;5;1;1; ;10;5;5; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,21558394443542
01075001184120001; AZUAY;01;18412;0001;5,43;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,46534941532042
01075001184120002; AZUAY;01;18412;0002;10,03;3;2;1;3;2;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,69185971677789
01075001184120003; AZUAY;01;18412;0003;1,54;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;17,476020676086
01075001184120004; AZUAY;01;18412;0004;,38;1; ;1;1; ;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;60,9731545184847
01075001184120005; AZUAY;01;18412;0005;10,51;2;1;1;1; ;1;1;1; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;21,2207472221455
01075001184120006; AZUAY;01;18412;0006;6,51;2;1;1;1; ;1;1;1; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;31,8097266470979
01075001184120007; AZUAY;01;18412;0007;5,81;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10,2913622805666
01075001184120008; AZUAY;01;18412;0008;1,2;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,11819224405856
01085301184240001; AZUAY;01;18424;0001;9,82;2; ;2;2; ;2; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;23,22682833277
01085301184240002; AZUAY;01;18424;0002;7,02;3;1;2;3;1;2; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;50,9007542931783
01085301184240003; AZUAY;01;18424;0003;4,75;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,50948806680489
01085301184330001; AZUAY;01;18433;0001;22,13;14;9;5;1;1; ;2;2; ;11;6;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,183245031683716
01085301184330002; AZUAY;01;18433;0002;28,65;7;6;1;2;1;1; ; ; ;5;5; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;11,2307923371275
01085301184330003; AZUAY;01;18433;0003;53,04;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,11903100817067
01085301186490001; AZUAY;01;18649;0001;53,04;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,33368231468289
01085301186490002; AZUAY;01;18649;0002;7,76;2; ;2;2; ;2; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;40,3576765405292
01085301186490003; AZUAY;01;18649;0003;28,65;7;6;1;2;1;1; ; ; ;5;5; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,55355819123064
01095201187530001; AZUAY;01;18753;0001;14;3;1;2;3;1;2; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;53,3331087217175
01095201187770001; AZUAY;01;18777;0001;18,01;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;36,0493515410071
01095201187770002; AZUAY;01;18777;0002;7,01;1;1; ;1;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,8977171343601
01085301188930001; AZUAY;01;18893;0001;11,28;3;1;2;2;1;1;1; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;14,3890121615874
01085301188930002; AZUAY;01;18893;0002;5,03;2; ;2;1; ;1;1; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,9819495698929
01085301188930003; AZUAY;01;18893;0003;8,53;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;52,1701593404468
01085301188930004; AZUAY;01;18893;0004;2,95;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,0703072996331492
01095601190040001; AZUAY;01;19004;0001;21,24;2;1;1;2;1;1; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,12305856660214
