Identificador;ual_prov;ual_estr;ual_segm;al_ncues;eu_superficie_ha;eu_k1301;eu_k1302;eu_k1303;eu_k1304;eu_k1305;eu_k1306;eu_k1307;eu_k1308;eu_k1309;eu_k1310;eu_k1311;eu_k1312;eu_trs;eu_trc;eu_tro;eu_znd;eu_tn;fact_exp_fin
09165003009210007;GUAYAS;03;00921;0007;8;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;38,0021682527997
09165003009210008;GUAYAS;03;00921;0008;10;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;30,4827301872989
09165003009210009;GUAYAS;03;00921;0009;1;3;2;1;3;2;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;114,354076019027
09165003009210010;GUAYAS;03;00921;0010;5;2;2; ;2;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;14,076531679655
09165003009210011;GUAYAS;03;00921;0011;16;3;3; ;3;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;12,5376155635318
09165003009210012;GUAYAS;03;00921;0012;8;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;43,7083907208174
09165003009210013;GUAYAS;03;00921;0013;150;3;3; ;1;1; ;2;2; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;34,2785006054609
09165003009210014;GUAYAS;03;00921;0014;15;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;54,0493837507186
09015003009690001;GUAYAS;03;00969;0001;4,95;3;3; ;3;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;5,62743458829953
09015003009690002;GUAYAS;03;00969;0002;4,95;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;41,3184600736837
09015003009690003;GUAYAS;03;00969;0003;4,95;3;2;1;3;2;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;82,1257952432143
09015003009690004;GUAYAS;03;00969;0004;4,95;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;26,5059591384744
09015003009690005;GUAYAS;03;00969;0005;4,95;4;2;2;4;2;2; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;2,76817151061137
09015003009690006;GUAYAS;03;00969;0006;4,95;2;2; ;2;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;73,9241804445595
09015003009690007;GUAYAS;03;00969;0007;4,95;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;88,9272989182813
09015003009690008;GUAYAS;03;00969;0008;4,95;1; ;1;1; ;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;67,5022249656457
09015003009690009;GUAYAS;03;00969;0009;4,95;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;81,4712854649588
09015003009690010;GUAYAS;03;00969;0010;4,95;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;87,9978275579237
09015003009690011;GUAYAS;03;00969;0011;4,95;4;2;2;4;2;2; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;55,4882593967401
09015003009690012;GUAYAS;03;00969;0012;4,95;2;2; ;2;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;3,84102774507135
09015003009690013;GUAYAS;03;00969;0013;4,95;1; ;1;1; ;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;66,5238340600061
09015003009690014;GUAYAS;03;00969;0014;5,95;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;78,7010726867379
09015003009690015;GUAYAS;03;00969;0015;1,77;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;90,9118713771433
09015003009690016;GUAYAS;03;00969;0016;4;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;89,0659183539209
09015003009690017;GUAYAS;03;00969;0017;4,95;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;81,6062359347022
09015003009690018;GUAYAS;03;00969;0018;4,95;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;70,035920035078
09015003009690019;GUAYAS;03;00969;0019;3;1; ;1;1; ;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;82,1590267963886
09015003009690020;GUAYAS;03;00969;0020;4,95;1; ;1;1; ;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;21,9378857376605
09015003009690021;GUAYAS;03;00969;0021;4,95;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;40,039804372865
09015003009690022;GUAYAS;03;00969;0022;4,95;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;49,1034152970057
09015003009690023;GUAYAS;03;00969;0023;4,95;2;2; ;2;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;,748975107075837
09015003009690024;GUAYAS;03;00969;0024;4;2;2; ;1;1; ; ; ; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;15,2263349850818
09015003009690025;GUAYAS;03;00969;0025;1,41;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;4,8679075030044
09015003009690026;GUAYAS;03;00969;0026;465;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;8,38929662029528
09015003009690027;GUAYAS;03;00969;0027;12;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;89,93362878836
09015003009690028;GUAYAS;03;00969;0028;2;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;117,259897008776
09015003009690029;GUAYAS;03;00969;0029;2;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;119,798315344649
09015003009690030;GUAYAS;03;00969;0030;2;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;103,68269893598
09015003009690031;GUAYAS;03;00969;0031;2;3;2;1;3;2;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;67,2680859006409
09225103010700001;GUAYAS;03;01070;0001;1,63;4;3;1;3;2;1;1;1; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;93,6512489405768
09225103010700002;GUAYAS;03;01070;0002;3,6;4;2;2;4;2;2; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;119,004935867721
09225103010700003;GUAYAS;03;01070;0003;67;62;62; ;1;1; ;61;61; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;,923458771639301
09225103010700004;GUAYAS;03;01070;0004;13,5;26;21;5;1;1; ;25;20;5; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;138,650167398185
09225103010700005;GUAYAS;03;01070;0005;7,5;8;8; ;1;1; ;1;1; ;6;6; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;98,942382167887
09225103010700006;GUAYAS;03;01070;0006;6,32;16;15;1;4;3;1;4;4; ;8;8; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;47,3523424768376
09225103010700007;GUAYAS;03;01070;0007;3;4;4; ;1;1; ;3;3; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;124,36177359145
09225103010700008;GUAYAS;03;01070;0008;1;3;3; ;1;1; ;2;2; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;228,387824451442
09225103010700009;GUAYAS;03;01070;0009;2;4;2;2;4;2;2; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;115,844454008872
09225103010700010;GUAYAS;03;01070;0010;4,26;5;4;1;4;3;1;1;1; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;55,575251053069
09225103010700011;GUAYAS;03;01070;0011;1,28;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;193,950940337086
09225103010700012;GUAYAS;03;01070;0012;,65;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;140,604394538317
09225103010700013;GUAYAS;03;01070;0013;1,26;4;3;1;4;3;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;187,498053355835
09225103010700014;GUAYAS;03;01070;0014;7;5;5; ;1;1; ;4;4; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;144,237141131689
09225103010700015;GUAYAS;03;01070;0015;5,62;4;4; ;1;1; ; ; ; ;3;3; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;12,1699835595495
09225103010700016;GUAYAS;03;01070;0016;3,95;4;3;1;4;3;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;79,3533529982681
09225103010700017;GUAYAS;03;01070;0017;1;4;3;1;2;1;1;2;2; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;128,459309065812
09225103010700018;GUAYAS;03;01070;0018;30,5;10;10; ;1;1; ;9;9; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;95,687099740215
09225103010700019;GUAYAS;03;01070;0019;1;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;179,028765412449
09225103010700020;GUAYAS;03;01070;0020;2,05;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;76,3658333026768
09225103010700021;GUAYAS;03;01070;0021;1;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;208,502725825861
09225103010700022;GUAYAS;03;01070;0022;1;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;148,12433545364
09095003013250001;GUAYAS;03;01325;0001;50;2;2; ;2;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;17,340236870005
09095003013250006;GUAYAS;03;01325;0006;120;5;4;1;2;1;1; ; ; ;3;3; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;10,6670225368497
09015003013520001;GUAYAS;03;01352;0001;30;9;8;1;1; ;1;2;2; ;6;6; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;55,7230378303691
09015003013520002;GUAYAS;03;01352;0002;41;18;14;4;1;1; ;5;5; ;12;8;4; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;121,52506548471
09015003013690001;GUAYAS;03;01369;0001;67;4;3;1;1;1; ;3;2;1; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;58,5024348905514
09015003013690002;GUAYAS;03;01369;0002;82;146;81;65;1;1; ;25;20;5;120;60;60; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;16,5780375768363
09015003013690004;GUAYAS;03;01369;0004;80;15;13;2;1;1; ;14;12;2; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;28,81662360856
09015003013690005;GUAYAS;03;01369;0005;179;30;28;2;1;1; ;20;18;2;9;9; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;0
09015803016200001;GUAYAS;03;01620;0001;1000;4;4; ;1;1; ; ; ; ;3;3; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;5,18244457248813
09015803016200002;GUAYAS;03;01620;0002;14;8;8; ;1;1; ;7;7; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;28,6060346411061
09015803016200003;GUAYAS;03;01620;0003;3;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;59,7922447583686
09015803016200004;GUAYAS;03;01620;0004;5,6;3;3; ;1;1; ; ; ; ;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;101,482852978165
09015803016200005;GUAYAS;03;01620;0005;6;4;4; ;2;2; ; ; ; ;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;89,5547473660648
09015803016200006;GUAYAS;03;01620;0006;2;2;2; ;1;1; ; ; ; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;50,8778971462332
09015803016200007;GUAYAS;03;01620;0007;2;2;2; ;1;1; ;1;1; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;52,5802477414259
09015803016200008;GUAYAS;03;01620;0008;2;3;2;1;2;1;1; ; ; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;59,8894227739963
09015803016200009;GUAYAS;03;01620;0009;80;33;31;2;1;1; ;32;30;2; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;8,08811756408641
09015803016200010;GUAYAS;03;01620;0010;150;54;54; ;1;1; ;53;53; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;43,166196890359
09055004000150001;GUAYAS;04;00015;0001;20;3;3; ;1;1; ;2;2; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;22,9437910380603
09055004000150002;GUAYAS;04;00015;0002;20,1;2;2; ;2;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;26,3918942817192
09055004000150004;GUAYAS;04;00015;0004;16;4;4; ;3;3; ; ; ; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;44,9279919137108
09055004000150005;GUAYAS;04;00015;0005;7,5;5;4;1;4;3;1; ; ; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;56,4302683851988
09055004000150006;GUAYAS;04;00015;0006;7,25;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;11,3073527097062
09055004000150007;GUAYAS;04;00015;0007;3,37;5;4;1;3;2;1; ; ; ;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;37,0300723060716
09055004000150008;GUAYAS;04;00015;0008;6,5;1; ;1;1; ;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;28,6297702122917
09055004000150009;GUAYAS;04;00015;0009;12;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;27,9641536737016
09055004000150010;GUAYAS;04;00015;0010;2,75;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;14,2135670429731
09055004000150011;GUAYAS;04;00015;0011;1;4;4; ;2;2; ; ; ; ;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;32,9776092160436
09055004000150012;GUAYAS;04;00015;0012;3,5;2;1;1;1; ;1;1;1; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;54,9773363972472
09055004000150013;GUAYAS;04;00015;0013;9;7;6;1;7;6;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;32,1227709364191
09055004000150014;GUAYAS;04;00015;0014;4,5;4;3;1;2;1;1; ; ; ;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;43,85525535661
09055004000150015;GUAYAS;04;00015;0015;9,75;2;2; ;2;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;26,1373248160695
09055004000150016;GUAYAS;04;00015;0016;16,5;2;2; ;2;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;30,8027762925654
09055004000150017;GUAYAS;04;00015;0017;10;3;3; ;2;2; ; ; ; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;12,4323576164851
09055004000150018;GUAYAS;04;00015;0018;3;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;36,3791816983256
09055004000150019;GUAYAS;04;00015;0019;3;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;34,1757505487654
09055004000150020;GUAYAS;04;00015;0020;17;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;19,3520099987172
09055004000150021;GUAYAS;04;00015;0021;1;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;37,798897113126
09055004000150023;GUAYAS;04;00015;0023;6,75;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;45,1755815740994
09055004000150024;GUAYAS;04;00015;0024;52,1;4;3;1;1; ;1; ; ; ;3;3; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;22,7043734456716
09055004000150025;GUAYAS;04;00015;0025;20;4;2;2;4;2;2; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;29,2067465969639
09055004000150026;GUAYAS;04;00015;0026;21;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;36,9208072322957
09055004000150027;GUAYAS;04;00015;0027;27;4;2;2;4;2;2; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;14,7919696193733
09055004000150028;GUAYAS;04;00015;0028;10;7;7; ;2;2; ; ; ; ;5;5; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;32,7240299887758
09055104000380001;GUAYAS;04;00038;0001;88;2;2; ;1;1; ;1;1; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;17,2316279879872
09055104000380002;GUAYAS;04;00038;0002;40,02;2;2; ;1;1; ;1;1; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;17,1203473381356
09055104000380003;GUAYAS;04;00038;0003;12;7;7; ;7;7; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;38,5244838448713
09055104000380004;GUAYAS;04;00038;0004;16;4;3;1;2;1;1; ; ; ;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;40,7898907697043
09055104000380006;GUAYAS;04;00038;0006;15;4;3;1;2;1;1; ; ; ;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;48,1439448119551
09055104000380007;GUAYAS;04;00038;0007;16;7;7; ;1;1; ; ; ; ;6;6; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;45,9802123521007
09055104000380009;GUAYAS;04;00038;0009;16,05;8;5;3;8;5;3; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;48,0473439320033
09055104000380010;GUAYAS;04;00038;0010;25;6;5;1;3;2;1; ; ; ;3;3; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;27,6662322751931
09055104000380011;GUAYAS;04;00038;0011;13;11;10;1;6;5;1; ; ; ;5;5; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;40,956485599045
09055104000380012;GUAYAS;04;00038;0012;31;4;3;1;4;3;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;30,6860249370543
09055104000380013;GUAYAS;04;00038;0013;72;2;2; ;1;1; ;1;1; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;30,9233188516686
09055104000380014;GUAYAS;04;00038;0014;11,52;3;2;1;3;2;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;39,7742004204638
09055104000380015;GUAYAS;04;00038;0015;12;12;11;1;2;1;1; ; ; ;10;10; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;23,9122202282813
09145004000660002;GUAYAS;04;00066;0002;6;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;44,7415516849247
09145004000660003;GUAYAS;04;00066;0003;6;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;21,8100019310287
09145004000660005;GUAYAS;04;00066;0005;40;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;40,1114740142287
09145004000660011;GUAYAS;04;00066;0011;10;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;46,8337854710713
09025004000820001;GUAYAS;04;00082;0001;285;149;123;26;1;1; ;148;122;26; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;32,6863180618215
09025004000820002;GUAYAS;04;00082;0002;,7409;3;1;2;3;1;2; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;55,4854057505505
09025004000820003;GUAYAS;04;00082;0003;,7409;3;1;2;3;1;2; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;61,5128382204764
09025004000820004;GUAYAS;04;00082;0004;2,1521;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;36,5156607982968
09025004000820005;GUAYAS;04;00082;0005;9,07;2;2; ;2;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;42,4891548721165
09025004000820006;GUAYAS;04;00082;0006;2,1309;3;2;1;2;1;1; ; ; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;45,3366039235853
09025004000820007;GUAYAS;04;00082;0007;4,25;4;3;1;2;1;1; ; ; ;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;69,4149397187422
09025004000820008;GUAYAS;04;00082;0008;6;3;3; ;1;1; ; ; ; ;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;80,8684025914912
09025004000820009;GUAYAS;04;00082;0009;15,5;6;6; ;1;1; ;1;1; ;4;4; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;69,3037800156623
09225004001000001;GUAYAS;04;00100;0001;1,05;4;1;3;3;1;2; ; ; ;1; ;1; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;4,75298662015325
09225004001000002;GUAYAS;04;00100;0002;7,76;4;4; ;4;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;27,1453816397607
09225004001000003;GUAYAS;04;00100;0003;4,5;4;4; ;4;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;26,8685249205146
09225004001000004;GUAYAS;04;00100;0004;7,5;1; ;1;1; ;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;13,2950319562591
09225004001000005;GUAYAS;04;00100;0005;4,2;4;4; ;4;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;41,588632926341
09225004001000006;GUAYAS;04;00100;0006;7,1;2;2; ;2;2; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;23,9375444444336
09225004001000007;GUAYAS;04;00100;0007;8;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;40,9035313647372
09225004001000008;GUAYAS;04;00100;0008;12,5;4;2;2;4;2;2; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;40,0377310117242
09225004001000009;GUAYAS;04;00100;0009;5,5;3;3; ;3;3; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;30,9542130903088
09225004001000010;GUAYAS;04;00100;0010;2,3;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;40,6401573173219
09225004001000011;GUAYAS;04;00100;0011;3,5;1; ;1;1; ;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;33,3669182577737
09225004001000012;GUAYAS;04;00100;0012;22;6;6; ;6;6; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;24,8734613715491
09225004001000013;GUAYAS;04;00100;0013;2,5;1; ;1;1; ;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;37,9221679387379
09225004001000014;GUAYAS;04;00100;0014;3;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;33,0640046280169
09225004001000015;GUAYAS;04;00100;0015;5,5;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;46,8418409111543
09225004001000016;GUAYAS;04;00100;0016;7;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;31,6696497468375
09225004001000017;GUAYAS;04;00100;0017;6,5;4;4; ;4;4; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;32,36895586867
09225004001000018;GUAYAS;04;00100;0018;5,5;3;2;1;3;2;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;16,539008442791
09225004001000019;GUAYAS;04;00100;0019;5,5;1; ;1;1; ;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;28,3259680226918
09225004001000020;GUAYAS;04;00100;0020;7;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;29,7521886170211
09225004001000021;GUAYAS;04;00100;0021;9;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;50,8154310204276
09225004001000022;GUAYAS;04;00100;0022;8,5;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;38,2362207245087
09225004001000023;GUAYAS;04;00100;0023;21;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;33,2931239746895
09225004001000024;GUAYAS;04;00100;0024;3;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;48,3275189227194
09225004001000025;GUAYAS;04;00100;0025;7;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;16,2531908492912
09225004001000026;GUAYAS;04;00100;0026;7,5;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;28,9384677858079
09225004001000027;GUAYAS;04;00100;0027;1,2;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;36,8847433090462
09225004001000028;GUAYAS;04;00100;0028;4,3;1;1; ;1;1; ; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;42,6210424419329
09225004001000030;GUAYAS;04;00100;0030;3,6;1; ;1;1; ;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;43,816182130103
09225004001000031;GUAYAS;04;00100;0031;8,6;2;1;1;2;1;1; ; ; ; ; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;11,74127662579
