Identificador;ual_prov;ual_estr;ual_segm;al_ncues;ad_numt;ad_numl;rc_clacul;ad_k604;ad_k605;ad_k606;ad_k607;ad_k609;ad_k610;ad_k611;ad_k612;ad_k614;ad_autoconsumo;ad_clavecu;ad_prod;ventas;ad_tn;fact_exp_fin
13135302221940005;MANABÍ;02;22194;0005;2;4;PLATANO;3;3;RACIMO;4;FRUTA FRESCA; ; ; ; ;3;PLATANO;,00545454545454545; ;TOTAL NACIONAL;11,5606630952198
13135302221940005;MANABÍ;02;22194;0005;2;5;MANDARINA;5;500;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;500;MANDARINA;,0568181818181818; ;TOTAL NACIONAL;11,5606630952198
13135302224860003;MANABÍ;02;22486;0003;1;1;MANGO;2;400;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;400;MANGO;,06; ;TOTAL NACIONAL;32,63127730202
13135302224880001;MANABÍ;02;22488;0001;1;1;PLATANO;6;6;RACIMO;10;FRUTA FRESCA; ; ; ; ;6;PLATANO;,0272727272727273; ;TOTAL NACIONAL;55,2080684976542
13135302224880002;MANABÍ;02;22488;0002;1;1;NARANJA;1;100;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;100;NARANJA;,00909090909090909; ;TOTAL NACIONAL;67,2800738798329
13135302224880002;MANABÍ;02;22488;0002;1;2;LIMON;2;50;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;50;LIMON;,00227272727272727; ;TOTAL NACIONAL;67,2800738798329
13135302224880002;MANABÍ;02;22488;0002;1;3;MANDARINA;1;300;UNIDAD;,08;FRUTA FRESCA; ; ; ; ;300;MANDARINA;,0109090909090909; ;TOTAL NACIONAL;67,2800738798329
13135302224880006;MANABÍ;02;22488;0006;1;1;NARANJA;2;600;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;600;NARANJA;,09; ;TOTAL NACIONAL;46,5000668094672
13135302224880007;MANABÍ;02;22488;0007;1;1;NARANJA;6;1800;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;1800;NARANJA;,27; ;TOTAL NACIONAL;89,1328537817471
13135302224880008;MANABÍ;02;22488;0008;1;1;NARANJA;2;600;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;600;NARANJA;,09; ;TOTAL NACIONAL;82,4048463937638
13135302224880009;MANABÍ;02;22488;0009;1;1;NARANJA;10;5000;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;5000;NARANJA;,75; ;TOTAL NACIONAL;51,0891505888692
13135302224880010;MANABÍ;02;22488;0010;1;1;PLATANO;75;75;RACIMO;15;FRUTA FRESCA;50;RACIMO;15;FRUTA FRESCA;25;PLATANO;,511363636363636;,340909090909091;TOTAL NACIONAL;52,4731599826571
13135302224880011;MANABÍ;02;22488;0011;1;1;PLATANO;7;7;RACIMO;15;FRUTA FRESCA; ; ; ; ;7;PLATANO;,0477272727272727; ;TOTAL NACIONAL;41,2822552215783
13135302224880013;MANABÍ;02;22488;0013;1;1;NARANJA;10;1500;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;1500;NARANJA;,0681818181818182; ;TOTAL NACIONAL;78,1402432856327
13135302224880014;MANABÍ;02;22488;0014;1;1;NARANJA;5;1300;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;1300;NARANJA;,195; ;TOTAL NACIONAL;58,7088610955314
13135302224880014;MANABÍ;02;22488;0014;1;2;PLATANO;10;10;RACIMO;15;FRUTA FRESCA; ; ; ; ;10;PLATANO;,0681818181818182; ;TOTAL NACIONAL;58,7088610955314
13135302224880015;MANABÍ;02;22488;0015;1;1;NARANJA;5;300;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;300;NARANJA;,045; ;TOTAL NACIONAL;59,6991458702234
13135302224880015;MANABÍ;02;22488;0015;1;2;PLATANO;30;30;RACIMO;15;FRUTA FRESCA; ; ; ; ;30;PLATANO;,204545454545455; ;TOTAL NACIONAL;59,6991458702234
13135302224880015;MANABÍ;02;22488;0015;1;3;MANDARINA;3;300;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;300;MANDARINA;,0272727272727273; ;TOTAL NACIONAL;59,6991458702234
13135302224880015;MANABÍ;02;22488;0015;1;4;MANGO;2;200;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;200;MANGO;,0181818181818182; ;TOTAL NACIONAL;59,6991458702234
13135002225370001;MANABÍ;02;22537;0001;1;1;NARANJA;1;500;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;500;NARANJA;,0454545454545455; ;TOTAL NACIONAL;72,6145066841722
13135002225370006;MANABÍ;02;22537;0006;2;1;NARANJA;2;400;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;400;NARANJA;,0363636363636364; ;TOTAL NACIONAL;31,653420585197
13135002225370006;MANABÍ;02;22537;0006;2;2;OTROS BANANOS;8;8;RACIMO;15;FRUTA FRESCA; ; ; ; ;8;BANANO DE EXPORTACION;,0545454545454545; ;TOTAL NACIONAL;31,653420585197
13135002225370006;MANABÍ;02;22537;0006;2;3;GUANABANA;1;20;UNIDAD;5;FRUTA FRESCA; ; ; ; ;20;GUANABANA;,0454545454545455; ;TOTAL NACIONAL;31,653420585197
13135002225370010;MANABÍ;02;22537;0010;3;1;NARANJA;5;1000;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;1000;NARANJA;,0909090909090909; ;TOTAL NACIONAL;72,4783866746822
13135002225370011;MANABÍ;02;22537;0011;1;1;NARANJA;1;200;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;200;NARANJA;,0181818181818182; ;TOTAL NACIONAL;13,7915322047636
13135002225370014;MANABÍ;02;22537;0014;1;1;GUABA;1;60;UNIDAD;,5;FRUTA FRESCA; ; ; ; ;60;GUABA;,0136363636363636; ;TOTAL NACIONAL;34,6730774443706
13135002225370014;MANABÍ;02;22537;0014;1;2;MANGO;1;1;CAJA;40;FRUTA FRESCA; ; ; ; ;1;MANGO;,0181818181818182; ;TOTAL NACIONAL;34,6730774443706
13135002226230001;MANABÍ;02;22623;0001;1;1;NARANJA;2;300;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;300;NARANJA;,045; ;TOTAL NACIONAL;16,8862390151155
13135002226230001;MANABÍ;02;22623;0001;1;2;PLATANO;5;5;RACIMO;20;FRUTA FRESCA; ; ; ; ;5;PLATANO;,0454545454545455; ;TOTAL NACIONAL;16,8862390151155
13135002226230002;MANABÍ;02;22623;0002;3;1;PLATANO;10;3;RACIMO;20;FRUTA FRESCA; ; ; ; ;3;PLATANO;,0272727272727273; ;TOTAL NACIONAL;78,1402432856327
13135002226230002;MANABÍ;02;22623;0002;3;2;MANGO;6;200;UNIDAD;,18;FRUTA FRESCA; ; ; ; ;200;MANGO;,0163636363636364; ;TOTAL NACIONAL;78,1402432856327
13135002226230002;MANABÍ;02;22623;0002;3;3;NARANJA;1;300;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;300;NARANJA;,045; ;TOTAL NACIONAL;78,1402432856327
13135002226230002;MANABÍ;02;22623;0002;3;4;LIMON;1;200;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;200;LIMON;,0136363636363636; ;TOTAL NACIONAL;78,1402432856327
13135002226230003;MANABÍ;02;22623;0003;4;1;NARANJA;5;500;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;500;NARANJA;,075; ;TOTAL NACIONAL;257,597920661959
13135002226230003;MANABÍ;02;22623;0003;4;2;MANGO;4;400;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;400;MANGO;,0454545454545455; ;TOTAL NACIONAL;257,597920661959
13135002226230003;MANABÍ;02;22623;0003;4;3;PLATANO;20;20;RACIMO;20;FRUTA FRESCA; ; ; ; ;20;PLATANO;,181818181818182; ;TOTAL NACIONAL;257,597920661959
13135002226230004;MANABÍ;02;22623;0004;2;1;NARANJA;5;300;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;300;NARANJA;,045; ;TOTAL NACIONAL;118,865878557382
13135002226230004;MANABÍ;02;22623;0004;2;2;MANGO;3;200;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;200;MANGO;,0181818181818182; ;TOTAL NACIONAL;118,865878557382
13135002226230004;MANABÍ;02;22623;0004;2;3;MANDARINA;2;200;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;200;MANDARINA;,0181818181818182; ;TOTAL NACIONAL;118,865878557382
13135002226230004;MANABÍ;02;22623;0004;2;4;PLATANO;3;3;RACIMO;15;FRUTA FRESCA; ; ; ; ;3;PLATANO;,0204545454545455; ;TOTAL NACIONAL;118,865878557382
13135002226230004;MANABÍ;02;22623;0004;2;5;OTROS BANANOS;2;2;RACIMO;20;FRUTA FRESCA; ; ; ; ;2;BANANO DE EXPORTACION;,0181818181818182; ;TOTAL NACIONAL;118,865878557382
13135002226230005;MANABÍ;02;22623;0005;3;1;PAPAYA;4;80;UNIDAD;3;FRUTA FRESCA; ; ; ; ;80;PAPAYA;,109090909090909; ;TOTAL NACIONAL;210,250230874478
13135002226230005;MANABÍ;02;22623;0005;3;2;COCO (COCOTERO);1;10;UNIDAD;4;FRUTA FRESCA; ; ; ; ;10;COCO (COCOTERO);,0181818181818182; ;TOTAL NACIONAL;210,250230874478
13135002226230005;MANABÍ;02;22623;0005;3;3;MANDARINA;3;300;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;300;MANDARINA;,0272727272727273; ;TOTAL NACIONAL;210,250230874478
13135002226230005;MANABÍ;02;22623;0005;3;4;NARANJA;8;500;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;500;NARANJA;,075; ;TOTAL NACIONAL;210,250230874478
13135002226230006;MANABÍ;02;22623;0006;1;1;OTROS BANANOS;30;30;RACIMO;30;FRUTA FRESCA; ; ; ; ;30;BANANO DE EXPORTACION;,409090909090909; ;TOTAL NACIONAL;18,6410834617844
13135002226230007;MANABÍ;02;22623;0007;2;1;MANGO;2;100;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;100;MANGO;,00909090909090909; ;TOTAL NACIONAL;135,752117572497
13135002226230007;MANABÍ;02;22623;0007;2;2;ZAPOTE;1;60;UNIDAD;,75;FRUTA FRESCA; ; ; ; ;60;ZAPOTE;,0204545454545455; ;TOTAL NACIONAL;135,752117572497
13135002226230007;MANABÍ;02;22623;0007;2;3;NARANJA;1;200;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;200;NARANJA;,03; ;TOTAL NACIONAL;135,752117572497
13135002226230007;MANABÍ;02;22623;0007;2;4;MANDARINA;1;200;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;200;MANDARINA;,0181818181818182; ;TOTAL NACIONAL;135,752117572497
13135002226230008;MANABÍ;02;22623;0008;2;1;NARANJA;3;300;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;300;NARANJA;,045; ;TOTAL NACIONAL;478,11233603582
13135002226230008;MANABÍ;02;22623;0008;2;2;MANDARINA;2;200;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;200;MANDARINA;,0227272727272727; ;TOTAL NACIONAL;478,11233603582
13135002226230008;MANABÍ;02;22623;0008;2;3;MANGO;2;200;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;200;MANGO;,0181818181818182; ;TOTAL NACIONAL;478,11233603582
13165002226260001;MANABÍ;02;22626;0001;1;1;PLATANO;16;16;RACIMO;15;FRUTA FRESCA; ; ; ; ;16;PLATANO;,109090909090909; ;TOTAL NACIONAL;57,2671645997445
13165002226260001;MANABÍ;02;22626;0001;1;2;MANGO;2;100;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;100;MANGO;,0113636363636364; ;TOTAL NACIONAL;57,2671645997445
13165002226260001;MANABÍ;02;22626;0001;1;3;NARANJA;3;100;UNIDAD;,5;FRUTA FRESCA; ; ; ; ;100;NARANJA;,0227272727272727; ;TOTAL NACIONAL;57,2671645997445
13165002226260002;MANABÍ;02;22626;0002;4;1;MANGO;1;50;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;50;MANGO;,00227272727272727; ;TOTAL NACIONAL;40,3945325459627
13165002226260002;MANABÍ;02;22626;0002;4;2;PAPAYA;1;10;UNIDAD;1,05;FRUTA FRESCA; ; ; ; ;10;PAPAYA;,00477272727272727; ;TOTAL NACIONAL;40,3945325459627
13165002226260002;MANABÍ;02;22626;0002;4;3;TAMARINDO;1;2;QUINTAL;100;FRUTA FRESCA; ; ; ; ;2;OTROS PERMANENTES;,0909090909090909; ;TOTAL NACIONAL;40,3945325459627
13165002226260004;MANABÍ;02;22626;0004;2;1;MANGO;8;200;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;200;MANGO;,0227272727272727; ;TOTAL NACIONAL;65,271384010061
13165002226260004;MANABÍ;02;22626;0004;2;2;NARANJA;1;450;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;450;NARANJA;,0511363636363636; ;TOTAL NACIONAL;65,271384010061
13165002226260004;MANABÍ;02;22626;0004;2;3;LIMON;1;200;UNIDAD;,01;FRUTA FRESCA; ; ; ; ;200;LIMON;,000909090909090909; ;TOTAL NACIONAL;65,271384010061
13165002226260004;MANABÍ;02;22626;0004;2;4;PLATANO;11;11;RACIMO;25;FRUTA FRESCA; ; ; ; ;11;PLATANO;,125; ;TOTAL NACIONAL;65,271384010061
13165002226260004;MANABÍ;02;22626;0004;2;5;AGUACATE;1;100;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;100;AGUACATE;,00681818181818182; ;TOTAL NACIONAL;65,271384010061
13165002226260005;MANABÍ;02;22626;0005;1;1;PLATANO;15;15;RACIMO;10;FRUTA FRESCA; ; ; ; ;15;PLATANO;,0681818181818182; ;TOTAL NACIONAL;80,5045620090272
13135002228310001;MANABÍ;02;22831;0001;1;1;NARANJA;1;150;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;150;NARANJA;,0136363636363636; ;TOTAL NACIONAL;33,7724780302311
13135002228310002;MANABÍ;02;22831;0002;1;1;MANGO;3;500;UNIDAD;,3;FRUTA FRESCA; ; ; ; ;500;MANGO;,0681818181818182; ;TOTAL NACIONAL;37,773018180972
13135002228310002;MANABÍ;02;22831;0002;1;2;ZAPOTE;1;80;UNIDAD;,5;FRUTA FRESCA; ; ; ; ;80;ZAPOTE;,0181818181818182; ;TOTAL NACIONAL;37,773018180972
13135002228310002;MANABÍ;02;22831;0002;1;3;MANDARINA;1;100;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;100;MANDARINA;,00454545454545455; ;TOTAL NACIONAL;37,773018180972
13135302228590001;MANABÍ;02;22859;0001;1;1;NARANJA;3;350;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;350;NARANJA;,0525; ;TOTAL NACIONAL;57,8105359223367
13135302228590002;MANABÍ;02;22859;0002;4;1;PLATANO;10;10;RACIMO;15;FRUTA FRESCA; ; ; ; ;10;PLATANO;,0681818181818182; ;TOTAL NACIONAL;525,128923097515
13135302228590002;MANABÍ;02;22859;0002;4;2;MANDARINA;2;200;UNIDAD;,3;FRUTA FRESCA; ; ; ; ;200;MANDARINA;,0272727272727273; ;TOTAL NACIONAL;525,128923097515
13135302228590002;MANABÍ;02;22859;0002;4;3;NARANJA;2;200;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;200;NARANJA;,03; ;TOTAL NACIONAL;525,128923097515
13135302228590002;MANABÍ;02;22859;0002;4;4;OTROS BANANOS;10;10;RACIMO;15;FRUTA FRESCA; ; ; ; ;10;BANANO DE EXPORTACION;,0681818181818182; ;TOTAL NACIONAL;525,128923097515
13135302228590004;MANABÍ;02;22859;0004;1;1;MANGO;1;200;UNIDAD;,3;FRUTA FRESCA; ; ; ; ;200;MANGO;,0272727272727273; ;TOTAL NACIONAL;139,065352181868
13185002230950001;MANABÍ;02;23095;0001;1;1;NARANJA;2;600;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;600;NARANJA;,0545454545454545; ;TOTAL NACIONAL;77,4383055069651
13185002230950001;MANABÍ;02;23095;0001;1;2;MANDARINA;3;400;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;400;MANDARINA;,0272727272727273; ;TOTAL NACIONAL;77,4383055069651
13185002232240001;MANABÍ;02;23224;0001;1;1;PLATANO;30;30;RACIMO;10;FRUTA FRESCA; ; ; ; ;30;PLATANO;,136363636363636; ;TOTAL NACIONAL;37,4146080138834
13185002232240001;MANABÍ;02;23224;0001;1;2;NARANJA;2;200;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;200;NARANJA;,0136363636363636; ;TOTAL NACIONAL;37,4146080138834
13185002232240001;MANABÍ;02;23224;0001;1;3;LIMON;2;400;UNIDAD;,03;FRUTA FRESCA; ; ; ; ;400;LIMON;,00545454545454545; ;TOTAL NACIONAL;37,4146080138834
13185002232240001;MANABÍ;02;23224;0001;1;4;PIÑA;20;20;UNIDAD;2;FRUTA FRESCA; ; ; ; ;20;PIÑA;,0181818181818182; ;TOTAL NACIONAL;37,4146080138834
13185002232240002;MANABÍ;02;23224;0002;1;1;NARANJA;6;12000;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;12000;NARANJA;,545454545454545; ;TOTAL NACIONAL;46,6192637907503
13185002232240002;MANABÍ;02;23224;0002;1;2;TORONJA;2;4000;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;4000;TORONJA;,181818181818182; ;TOTAL NACIONAL;46,6192637907503
13185002232240002;MANABÍ;02;23224;0002;1;3;LIMON;7;14000;UNIDAD;,05;FRUTA FRESCA; ; ; ; ;14000;LIMON;,318181818181818; ;TOTAL NACIONAL;46,6192637907503
13185002232240002;MANABÍ;02;23224;0002;1;4;AGUACATE;5;5000;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;5000;AGUACATE;,454545454545455; ;TOTAL NACIONAL;46,6192637907503
13185002232240004;MANABÍ;02;23224;0004;8;1;PLATANO;12;12;RACIMO;20;FRUTA FRESCA; ; ; ; ;12;PLATANO;,109090909090909; ;TOTAL NACIONAL;172,835622860594
13185002232240004;MANABÍ;02;23224;0004;8;2;OTROS BANANOS;2;2;RACIMO;15;FRUTA FRESCA; ; ; ; ;2;BANANO DE EXPORTACION;,0136363636363636; ;TOTAL NACIONAL;172,835622860594
13185002232240004;MANABÍ;02;23224;0004;8;3;NARANJA;2;300;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;300;NARANJA;,0272727272727273; ;TOTAL NACIONAL;172,835622860594
13185002232240005;MANABÍ;02;23224;0005;1;1;NARANJA;8;16000;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;16000;NARANJA;,727272727272727; ;TOTAL NACIONAL;58,4992295919728
13185002232240005;MANABÍ;02;23224;0005;1;2;LIMON;2;4000;UNIDAD;,05;FRUTA FRESCA; ; ; ; ;4000;LIMON;,0909090909090909; ;TOTAL NACIONAL;58,4992295919728
13185002232240006;MANABÍ;02;23224;0006;6;1;NARANJA;5;750;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;750;NARANJA;,0852272727272727; ;TOTAL NACIONAL;22,7136469889593
13185002232240006;MANABÍ;02;23224;0006;6;2;MANDARINA;2;300;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;300;MANDARINA;,0204545454545455; ;TOTAL NACIONAL;22,7136469889593
13185002232240006;MANABÍ;02;23224;0006;6;3;LIMON;2;500;UNIDAD;,05;FRUTA FRESCA; ; ; ; ;500;LIMON;,0113636363636364; ;TOTAL NACIONAL;22,7136469889593
13185002233610001;MANABÍ;02;23361;0001;1;1;MANGO;20;500;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;500;MANGO;,0227272727272727; ;TOTAL NACIONAL;4,70876236464994
13185002233610001;MANABÍ;02;23361;0001;1;2;NARANJA;20;700;UNIDAD;,05;FRUTA FRESCA; ; ; ; ;700;NARANJA;,0159090909090909; ;TOTAL NACIONAL;4,70876236464994
13065002233680001;MANABÍ;02;23368;0001;1;1;NARANJA;10;2000;UNIDAD;,3;FRUTA FRESCA; ; ; ; ;2000;NARANJA;,272727272727273; ;TOTAL NACIONAL;58,5628013153238
13065002233680001;MANABÍ;02;23368;0001;1;2;MANDARINA;10;1500;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;1500;MANDARINA;,136363636363636; ;TOTAL NACIONAL;58,5628013153238
13065002233680001;MANABÍ;02;23368;0001;1;3;LIMON;10;3000;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;3000;LIMON;,136363636363636; ;TOTAL NACIONAL;58,5628013153238
13065002233680004;MANABÍ;02;23368;0004;2;1;NARANJA;2;400;UNIDAD;,3;FRUTA FRESCA; ; ; ; ;400;NARANJA;,0545454545454545; ;TOTAL NACIONAL;3,56196827109351
13065002233680004;MANABÍ;02;23368;0004;2;2;MANDARINA;2;300;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;300;MANDARINA;,0272727272727273; ;TOTAL NACIONAL;3,56196827109351
13065002233680005;MANABÍ;02;23368;0005;1;1;NARANJA;10;2000;UNIDAD;,3;FRUTA FRESCA; ; ; ; ;2000;NARANJA;,272727272727273; ;TOTAL NACIONAL;58,8303323177594
13065002233680005;MANABÍ;02;23368;0005;2;2;MANDARINA;10;2500;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;2500;MANDARINA;,227272727272727; ;TOTAL NACIONAL;39,1802885497599
13065002233680005;MANABÍ;02;23368;0005;2;3;LIMON;2;2000;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;2000;LIMON;,0909090909090909; ;TOTAL NACIONAL;39,1802885497599
13065002233680005;MANABÍ;02;23368;0005;3;4;LIMA;2;2000;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;2000;LIMA;,0909090909090909; ;TOTAL NACIONAL;28,3600521393731
13065002233680005;MANABÍ;02;23368;0005;4;5;TORONJA;2;500;UNIDAD;,5;FRUTA FRESCA; ; ; ; ;500;TORONJA;,113636363636364; ;TOTAL NACIONAL;62,3333991565814
13065002233680005;MANABÍ;02;23368;0005;4;6;PAPAYA;5;250;UNIDAD;1;FRUTA FRESCA; ; ; ; ;250;PAPAYA;,113636363636364; ;TOTAL NACIONAL;62,3333991565814
13185002234480001;MANABÍ;02;23448;0001;4;1;PLATANO;20;20;RACIMO;20;FRUTA FRESCA; ; ; ; ;20;PLATANO;,181818181818182; ;TOTAL NACIONAL;803,269584495921
13185002234480001;MANABÍ;02;23448;0001;4;2;NARANJA;3;400;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;400;NARANJA;,06; ;TOTAL NACIONAL;803,269584495921
13185002234480001;MANABÍ;02;23448;0001;4;3;MANDARINA;2;200;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;200;MANDARINA;,0181818181818182; ;TOTAL NACIONAL;803,269584495921
13185002234480001;MANABÍ;02;23448;0001;4;4;TORONJA;2;200;UNIDAD;,5;FRUTA FRESCA; ; ; ; ;200;TORONJA;,0454545454545455; ;TOTAL NACIONAL;803,269584495921
13185002234480001;MANABÍ;02;23448;0001;4;5;MANGO;2;200;UNIDAD;,16;FRUTA FRESCA; ; ; ; ;200;MANGO;,0145454545454545; ;TOTAL NACIONAL;803,269584495921
13185002234480002;MANABÍ;02;23448;0002;4;1;NARANJA;5;400;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;400;NARANJA;,06; ;TOTAL NACIONAL;326,348997169276
13185002234480002;MANABÍ;02;23448;0002;4;2;MANGO;4;200;UNIDAD;,16;FRUTA FRESCA; ; ; ; ;200;MANGO;,0145454545454545; ;TOTAL NACIONAL;326,348997169276
13185002234480002;MANABÍ;02;23448;0002;4;3;MANDARINA;5;300;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;300;MANDARINA;,0272727272727273; ;TOTAL NACIONAL;326,348997169276
13185002234480002;MANABÍ;02;23448;0002;4;4;PLATANO;10;10;RACIMO;20;FRUTA FRESCA; ; ; ; ;10;PLATANO;,0909090909090909; ;TOTAL NACIONAL;326,348997169276
13185002234480002;MANABÍ;02;23448;0002;4;5;OTROS BANANOS;10;10;RACIMO;25;FRUTA FRESCA; ; ; ; ;10;BANANO DE EXPORTACION;,113636363636364; ;TOTAL NACIONAL;326,348997169276
13185002234480003;MANABÍ;02;23448;0003;5;1;NARANJA;5;500;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;500;NARANJA;,075; ;TOTAL NACIONAL;1043,38815558388
13185002234480003;MANABÍ;02;23448;0003;5;2;MANDARINA;5;500;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;500;MANDARINA;,0568181818181818; ;TOTAL NACIONAL;1043,38815558388
13185002234480003;MANABÍ;02;23448;0003;5;3;PLATANO;20;20;RACIMO;20;FRUTA FRESCA; ; ; ; ;20;PLATANO;,181818181818182; ;TOTAL NACIONAL;1043,38815558388
13185002234480004;MANABÍ;02;23448;0004;1;1;NARANJA;2;200;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;200;NARANJA;,03; ;TOTAL NACIONAL;42,6693083418567
13185002234480004;MANABÍ;02;23448;0004;3;2;MANDARINA;3;300;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;300;MANDARINA;,0340909090909091; ;TOTAL NACIONAL;3,96659959974039
13185002234480004;MANABÍ;02;23448;0004;3;3;MANGO;2;200;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;200;MANGO;,0181818181818182; ;TOTAL NACIONAL;3,96659959974039
13185002234480004;MANABÍ;02;23448;0004;4;4;NARANJA;3;300;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;300;NARANJA;,045; ;TOTAL NACIONAL;9,85237893893153
13185002234480004;MANABÍ;02;23448;0004;4;5;MANGO;2;200;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;200;MANGO;,0181818181818182; ;TOTAL NACIONAL;9,85237893893153
13185002234480004;MANABÍ;02;23448;0004;4;6;MANDARINA;3;300;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;300;MANDARINA;,0272727272727273; ;TOTAL NACIONAL;9,85237893893153
13185002234480004;MANABÍ;02;23448;0004;4;7;PLATANO;10;10;RACIMO;20;FRUTA FRESCA; ; ; ; ;10;PLATANO;,0909090909090909; ;TOTAL NACIONAL;9,85237893893153
13185002234480005;MANABÍ;02;23448;0005;3;1;NARANJA;6;600;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;600;NARANJA;,09; ;TOTAL NACIONAL;283,897095098476
13185002234480005;MANABÍ;02;23448;0005;3;2;MANGO;2;200;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;200;MANGO;,0181818181818182; ;TOTAL NACIONAL;283,897095098476
13185002234480007;MANABÍ;02;23448;0007;2;1;MANGO;2;300;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;300;MANGO;,045; ;TOTAL NACIONAL;7,04345321594284
13185002237400003;MANABÍ;02;23740;0003;1;1;CAIMITO;1;60;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;60;OTROS PERMANENTES;,00681818181818182; ;TOTAL NACIONAL;39,1172118082615
13185002237400003;MANABÍ;02;23740;0003;1;2;NARANJA;3;90;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;90;NARANJA;,0135; ;TOTAL NACIONAL;39,1172118082615
13185002237400003;MANABÍ;02;23740;0003;1;3;AGUACATE;1;30;UNIDAD;,11;FRUTA FRESCA; ; ; ; ;30;AGUACATE;,0015; ;TOTAL NACIONAL;39,1172118082615
13165102237430002;MANABÍ;02;23743;0002;1;1;OTROS BANANOS;8;8;RACIMO;20;FRUTA FRESCA; ; ; ; ;8;BANANO DE EXPORTACION;,0727272727272727; ;TOTAL NACIONAL;32,5850751515482
13165102237430002;MANABÍ;02;23743;0002;2;2;LIMON;1;200;UNIDAD;,16;FRUTA FRESCA; ; ; ; ;200;LIMON;,0145454545454545; ;TOTAL NACIONAL;226,47426443802
