Identificador;ual_prov;ual_estr;ual_segm;al_ncues;oe_superficie_ha;oe_k1101;oe_k1102;oe_k1103;oe_k1104;oe_trs;oe_trc;oe_tro;oe_znd;oe_tn;fact_exp_fin
01025001193930002; AZUAY;01;19393;0002;64,9; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,62044253934519
01025001194630001; AZUAY;01;19463;0001;34,72; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;17,2042286199089
01025001194820002; AZUAY;01;19482;0002;11,06; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;38,4400443925407
01025001195110001; AZUAY;01;19511;0001;38,36; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,5717105756839
01085301197970001; AZUAY;01;19797;0001;26,77; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;12,9683240279571
01085401200750001; AZUAY;01;20075;0001;26,77; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;22,3136890060636
01085401200790002; AZUAY;01;20079;0002;22,89; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;14,0502205875815
01095201201900001; AZUAY;01;20190;0001;4,53; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;14,4270703010224
01095201201900009; AZUAY;01;20190;0009;21,66; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,17494223398691
01095201201900011; AZUAY;01;20190;0011;1,03; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;29,0288601258142
01095201201900015; AZUAY;01;20190;0015;,44; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;71,5891934526424
01085401202790001; AZUAY;01;20279;0001;12,42; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;47,4123988800568
01065001202980001; AZUAY;01;20298;0001;10,97; ;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;49,0334003029858
01065001202980002; AZUAY;01;20298;0002;2,28; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;23,5468274085755
01025001203910001; AZUAY;01;20391;0001;51,52;1;16; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,85743525956783
01025001204130001; AZUAY;01;20413;0001;12,25; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;39,1881524199805
01025001204130003; AZUAY;01;20413;0003;5; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;12,2120967170795
01025001204160002; AZUAY;01;20416;0002;2,4; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;42,3690067487262
01025001204780001; AZUAY;01;20478;0001;26,86; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;22,2386752674325
01065001206320001; AZUAY;01;20632;0001;7,76; ;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;48,5510899149579
01065001206320003; AZUAY;01;20632;0003;8,27; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;23,690992527219
01025001206970001; AZUAY;01;20697;0001;9,35; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;51,2803005716843
01025001207190001; AZUAY;01;20719;0001;18,05; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;32,915888050088
01095201207510003; AZUAY;01;20751;0003;31; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,92589792252957
01095201207510004; AZUAY;01;20751;0004;2,05; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;37,8665650060874
01065001209140007; AZUAY;01;20914;0007;2; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,58839721710858
01065001209140009; AZUAY;01;20914;0009;,05; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;68,1235104173561
01065001209140012; AZUAY;01;20914;0012;,33; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;48,0546349648204
01075001209940001; AZUAY;01;20994;0001;81,76; ; ; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,31051629499068
01085401212710001; AZUAY;01;21271;0001;8,09; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;45,6099530409278
01085401212710002; AZUAY;01;21271;0002;4,91;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;45,1546412417029
01085401214030001; AZUAY;01;21403;0001;6,01; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;11,6526133095272
01085401214130002; AZUAY;01;21413;0002;10,43; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;25,1296381390526
01085401214130003; AZUAY;01;21413;0003;5,83; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,4886721324935
01085401214170001; AZUAY;01;21417;0001;10,31; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16,080101837385
01085401214170002; AZUAY;01;21417;0002;8,44; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;32,820167202248
01085401216580001; AZUAY;01;21658;0001;3,72; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;45,9548960793142
01085401216580004; AZUAY;01;21658;0004;3,97; ; ; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;40,1997219051468
01065201224700001; AZUAY;01;22470;0001;2,11; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;52,9013443874149
01065201224700003; AZUAY;01;22470;0003;92,05; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,13939769092526
01085101226330004; AZUAY;01;22633;0004;3,89; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;39,4366799564085
01065201227450001; AZUAY;01;22745;0001;12,78; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,23501597327576
01065201227450002; AZUAY;01;22745;0002;19,07; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,73230041874783
01065201227480001; AZUAY;01;22748;0001;19,07; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;31,2290000757182
01085101229180003; AZUAY;01;22918;0003;3,01; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;23,6236284233911
01085401230770002; AZUAY;01;23077;0002;4,89; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;38,7444132794889
01085401232090002; AZUAY;01;23209;0002;2,05; ; ; ;6;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;51,2807415639565
01085401232090003; AZUAY;01;23209;0003;1,05; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;61,6459602284094
01085401232090004; AZUAY;01;23209;0004;8,23; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;36,7903111716108
01085401232090006; AZUAY;01;23209;0006;,42; ; ; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;63,5239500206876
01085401232120001; AZUAY;01;23212;0001;7,37; ; ; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;50,8850614459304
01085401232120004; AZUAY;01;23212;0004;,88;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;51,2071614158242
01085001233310002; AZUAY;01;23331;0002;4,93; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;73,8960168904397
01045301233860001; AZUAY;01;23386;0001;7,71; ;1; ;8;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;35,9708143275381
01045301236710001; AZUAY;01;23671;0001;16,85; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,14242487676522
01045301236710002; AZUAY;01;23671;0002;45,01; ;8;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;11,9798369790181
01085001237390001; AZUAY;01;23739;0001;9,83; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;20,755276693242
01065001240730001; AZUAY;01;24073;0001;16,5; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;60,1552557014089
01085001240900001; AZUAY;01;24090;0001;5,96;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;92,9518136357316
01085001240900002; AZUAY;01;24090;0002;5,9;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;74,3243673706035
01045201250220001; AZUAY;01;25022;0001;18,47; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;32,2434776093095
01065001252170001; AZUAY;01;25217;0001;83; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,88144235690973
01085001257640001; AZUAY;01;25764;0001;9,71; ; ; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;60,3448424149348
01045001262490003; AZUAY;01;26249;0003;,65; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;77,6844972127992
01045001269710001; AZUAY;01;26971;0001;1; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;64,4172555678535
01045001269710002; AZUAY;01;26971;0002;6,72; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;44,5480999331276
01045201273910001; AZUAY;01;27391;0001;18,06; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;31,7048175248601
01045301275750003; AZUAY;01;27575;0003;4,32; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;68,4944172712936
01045301276490003; AZUAY;01;27649;0003;4,32; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,677025123195021
01045101277250001; AZUAY;01;27725;0001;3,18; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,55288268623115
01105101279050001; AZUAY;01;27905;0001;12,42; ; ; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;43,4734574089847
01045101283870001; AZUAY;01;28387;0001;11,49; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;33,8323595350592
01105001288900001; AZUAY;01;28890;0001;15; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,14141729399333
01045101289860001; AZUAY;01;28986;0001;4,96;1;1; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;30,9001539478152
01105001298880004; AZUAY;01;29888;0004;5,08; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,175847548654709
01015702000170003; AZUAY;02;00017;0003;270,3; ;7; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,23147244124142
01015702000480002; AZUAY;02;00048;0002;270,3; ;7; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,18246548164629
01085202001040001; AZUAY;02;00104;0001;50,67; ;2;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15,8036651620055
01155002001160001; AZUAY;02;00116;0001;578,69; ;5; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;0
01155002001290001; AZUAY;02;00129;0001;578,69; ;5; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,38541862046891
01015703000680001; AZUAY;03;00068;0001;32,01; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;60,1152020094372
01015103004380004; AZUAY;03;00438;0004;53,9; ;5; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;69,274065484966
01015103004380005; AZUAY;03;00438;0005;102,3; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;30,6494437297884
01017103006540003; AZUAY;03;00654;0003;29,82; ;10; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;57,7456584499888
01017103006540009; AZUAY;03;00654;0009;20,5; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;26,2781526946598
01017103006540017; AZUAY;03;00654;0017;36,02; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,17918426850981
01065003007920005; AZUAY;03;00792;0005;1,37; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;50,7693758423135
01065003007920006; AZUAY;03;00792;0006;16,71; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;133,470357141326
01065003007920011; AZUAY;03;00792;0011;6,68; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;18,4971871696698
01065003007920012; AZUAY;03;00792;0012;,52; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;229,090889819642
01065003007920016; AZUAY;03;00792;0016;2,62; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;132,602838750836
01065003007920017; AZUAY;03;00792;0017;6,55; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;91,6266335872498
01065203008890003; AZUAY;03;00889;0003;25,27; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,53458540026871
01065203008890005; AZUAY;03;00889;0005;8,07; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;161,44559894636
01065203008890009; AZUAY;03;00889;0009;19,95; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;64,9401170855495
01015704000460001; AZUAY;04;00046;0001;105,52; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;27,6046936951263
01015704000460002; AZUAY;04;00046;0002;253,3; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;31,0066878473212
01085204000890001; AZUAY;04;00089;0001;34,53; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;23,0835105454447
01085204000890002; AZUAY;04;00089;0002;131,32; ;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;30,1899341890728
01085204000890003; AZUAY;04;00089;0003;104,4; ;2;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;21,8189270130137
01085204000910001; AZUAY;04;00091;0001;216,54; ;3;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;27,6797053614646
01085204000910002; AZUAY;04;00091;0002;114,03; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;29,8159688961328
01016804000940001; AZUAY;04;00094;0001;75; ;7; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;32,280599451905
01016804000940003; AZUAY;04;00094;0003;123,8; ;4; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;63,5012187795749
01085304001500002; AZUAY;04;00150;0002;26,51; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;55,2745236818018
01085304001500007; AZUAY;04;00150;0007;7,79; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,31986933859605
01085304001500010; AZUAY;04;00150;0010;8,53; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,56851755605631
01085304001500012; AZUAY;04;00150;0012;28,01; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;68,6519511654644
01095204001670001; AZUAY;04;00167;0001;2550,8; ;30; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,23092561483543
01045104001820001; AZUAY;04;00182;0001;90; ;4; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;25,6874363894655
01045104001820002; AZUAY;04;00182;0002;8; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;76,9889690553638
01045104001820004; AZUAY;04;00182;0004;142,13; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;12,8159069261901
01015754000994062; AZUAY;54;00099;4062;15; ;5;7; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1
01015754000994106; AZUAY;54;00099;4106;7,05; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1
01155061000992381; AZUAY;61;00099;2381;1500; ;25;6; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1
01155061000992382; AZUAY;61;00099;2382;520;1;6;9; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1
01155061000992394; AZUAY;61;00099;2394;578,69; ;5; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1
01155061000992567; AZUAY;61;00099;2567;318; ;20; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1
01155061000992948; AZUAY;61;00099;2948;600; ;6; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1
01075061000993240; AZUAY;61;00099;3240;52;1;3;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1
01085062000991221; AZUAY;62;00099;1221;7; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1
01016864000991173; AZUAY;64;00099;1173;10; ;10; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1
02016001000860001;BOLÍVAR;01;00086;0001;9,8784; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;18,8895529234282
02016001000860003;BOLÍVAR;01;00086;0003;10; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,89267031332769
02016001000860004;BOLÍVAR;01;00086;0004;7,7616; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;23,4996145889334
02016001000860005;BOLÍVAR;01;00086;0005;1,1995; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;48,2756131163851
02016001000860006;BOLÍVAR;01;00086;0006;3,528;1; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10,2964647643275
02015101001010001;BOLÍVAR;01;00101;0001;7,056;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,54504633844486
02015101001010002;BOLÍVAR;01;00101;0002;2,2932; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;18,9197060335948
02015101001010003;BOLÍVAR;01;00101;0003;7,056; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,373213268106915
02015101001010004;BOLÍVAR;01;00101;0004;6,7738;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;21,6968189015668
02015101002060004;BOLÍVAR;01;00206;0004;6,35; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10,8975331067389
02015101002070002;BOLÍVAR;01;00207;0002;7,5; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;34,1208278912281
02015101002070003;BOLÍVAR;01;00207;0003;6,35; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,97760104273915
02015101003760002;BOLÍVAR;01;00376;0002;7; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;22,8378888867752
02015101003760004;BOLÍVAR;01;00376;0004;27; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,57523538641161
02015101004360001;BOLÍVAR;01;00436;0001;6,3857; ;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,1254278945071
02015101004360002;BOLÍVAR;01;00436;0002;2,55; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;66,0345914600229
02015101004360003;BOLÍVAR;01;00436;0003;9,05; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;26,0096583493468
02015101004360005;BOLÍVAR;01;00436;0005;2,8577;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;12,920150841062
02015101004360006;BOLÍVAR;01;00436;0006;1,05;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,17716840315632
02015101004400001;BOLÍVAR;01;00440;0001;14;1;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;14,3168370561008
02015101004400002;BOLÍVAR;01;00440;0002;4,01; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;27,7758124377684
02015101004400004;BOLÍVAR;01;00440;0004;4; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,34992921577666
02015101004620001;BOLÍVAR;01;00462;0001;2,8577;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;20,2685754668365
02015101004620002;BOLÍVAR;01;00462;0002;5,64; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;59,7577416747299
02015101004620003;BOLÍVAR;01;00462;0003;4,93;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,84242799548859
02015101004620005;BOLÍVAR;01;00462;0005;2,82;1;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,11981925128747
02015101004620006;BOLÍVAR;01;00462;0006;2,12;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;29,4639321287622
02015901006690002;BOLÍVAR;01;00669;0002;8; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,2118130125161
02015901007380002;BOLÍVAR;01;00738;0002;6; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;42,8360718916448
02015901007380004;BOLÍVAR;01;00738;0004;5,5; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;23,4734444803405
02015901007710003;BOLÍVAR;01;00771;0003;6; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,72964489832723
02015901007710005;BOLÍVAR;01;00771;0005;6,55; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;29,1322213585991
02015901008570001;BOLÍVAR;01;00857;0001;3,0341; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,62305190122274
02015901008570002;BOLÍVAR;01;00857;0002;5; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;51,3410055143393
02015901008570003;BOLÍVAR;01;00857;0003;11;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4,99846143540784
02015901008570004;BOLÍVAR;01;00857;0004;,75;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;18,9189077985329
02015901008570006;BOLÍVAR;01;00857;0006;2,55; ;2;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;43,9814696758945
02015901010140001;BOLÍVAR;01;01014;0001;4,01; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;43,9756967234808
02015101012200001;BOLÍVAR;01;01220;0001;11,2896; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,68257781219152
02015101012200002;BOLÍVAR;01;01220;0002;21,168; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;26,7469508809956
02015901012440001;BOLÍVAR;01;01244;0001;60; ;7; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,35365252182003
02015901012440002;BOLÍVAR;01;01244;0002;21; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,68639826762398
02015901012440003;BOLÍVAR;01;01244;0003;38; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,536939924148549
02015901012860001;BOLÍVAR;01;01286;0001;5;1;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;59,6243460137255
02015901012860002;BOLÍVAR;01;01286;0002;1,5;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;56,454345813895
02015901012860003;BOLÍVAR;01;01286;0003;3;1;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;31,8557038873913
02015901012860004;BOLÍVAR;01;01286;0004;4;1;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;32,72447529751
02015901014610001;BOLÍVAR;01;01461;0001;14; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;35,9671363789141
02015901014610002;BOLÍVAR;01;01461;0002;5; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;18,5366483780807
02015901017880001;BOLÍVAR;01;01788;0001;55,25; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10,2505326295991
02015901017880002;BOLÍVAR;01;01788;0002;32,02; ;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,34061005172806
02015901018260001;BOLÍVAR;01;01826;0001;30,01;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;20,3021746631684
02015901018670001;BOLÍVAR;01;01867;0001;20; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,48073727198439
02015901018670002;BOLÍVAR;01;01867;0002;25; ;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,37000429226098
02015901019370001;BOLÍVAR;01;01937;0001;60; ;5; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,80835742765072
02015901021210001;BOLÍVAR;01;02121;0001;5;2; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;63,7678215027123
02015901021210002;BOLÍVAR;01;02121;0002;23; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;25,4264030091882
02015901021500003;BOLÍVAR;01;02150;0003;10; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;43,181323906575
02016001021690001;BOLÍVAR;01;02169;0001;70,66; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,720779982663605
02016001021690002;BOLÍVAR;01;02169;0002;10; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;47,2453688666368
02016001021690003;BOLÍVAR;01;02169;0003;15; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;32,8042066996507
02015501024470002;BOLÍVAR;01;02447;0002;8,4672; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,20720650282611
02015501024710001;BOLÍVAR;01;02471;0001;18; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,84303989875365
02015501024710002;BOLÍVAR;01;02471;0002;18; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10,1179901499668
02015501024710004;BOLÍVAR;01;02471;0004;12; ;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,388670049576
02015901025760011;BOLÍVAR;01;02576;0011;1,05; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;49,1476397724292
02015901025760016;BOLÍVAR;01;02576;0016;,45; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;17,7665633826871
02015901025760017;BOLÍVAR;01;02576;0017;,36;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;52,7656401903261
02015901025770004;BOLÍVAR;01;02577;0004;1; ;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;37,6189303326982
02015901025770005;BOLÍVAR;01;02577;0005;5,15; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;38,3398649132751
02015901025770009;BOLÍVAR;01;02577;0009;,6; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;43,1339363751141
02015901025770011;BOLÍVAR;01;02577;0011;,25;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;63,4992921577666
02015901025770012;BOLÍVAR;01;02577;0012;,1; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;52,5324634482163
