Identificador;ual_prov;ual_estr;ual_segm;al_ncues;oe_superficie_ha;oe_k1101;oe_k1102;oe_k1103;oe_k1104;oe_trs;oe_trc;oe_tro;oe_znd;oe_tn;fact_exp_fin
13035461000992469;MANABÍ;61;00099;2469;300; ; ;4; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035361000992472;MANABÍ;61;00099;2472;673; ;3;9; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035061000992476;MANABÍ;61;00099;2476;170; ;3;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035361000992483;MANABÍ;61;00099;2483;580; ;1;4; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13055061000992489;MANABÍ;61;00099;2489;320; ;2;7; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13105061000992491;MANABÍ;61;00099;2491;860; ;10; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13015661000992494;MANABÍ;61;00099;2494;320; ;10; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045061000992523;MANABÍ;61;00099;2523;320; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035361000992524;MANABÍ;61;00099;2524;600; ;2;6; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035461000992530;MANABÍ;61;00099;2530;400; ;1;4; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13225061000992570;MANABÍ;61;00099;2570;200; ;4; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13185061000992574;MANABÍ;61;00099;2574;220; ;5; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13055261000992580;MANABÍ;61;00099;2580;190; ; ;10; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035461000992587;MANABÍ;61;00099;2587;450; ; ;3; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045061000992598;MANABÍ;61;00099;2598;75; ; ;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045161000992602;MANABÍ;61;00099;2602;406; ; ;3; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13225061000992603;MANABÍ;61;00099;2603;150; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045161000992605;MANABÍ;61;00099;2605;430;1;1;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045061000992621;MANABÍ;61;00099;2621;105; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035561000992622;MANABÍ;61;00099;2622;320; ; ;5; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045161000992634;MANABÍ;61;00099;2634;100; ; ;4; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13055061000992638;MANABÍ;61;00099;2638;162; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035461000992646;MANABÍ;61;00099;2646;820; ;1;8; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045161000992647;MANABÍ;61;00099;2647;381; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045061000992656;MANABÍ;61;00099;2656;315; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045161000992660;MANABÍ;61;00099;2660;30; ; ;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035461000992671;MANABÍ;61;00099;2671;190; ;2;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035061000992681;MANABÍ;61;00099;2681;125; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045061000992688;MANABÍ;61;00099;2688;40; ; ;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045061000992708;MANABÍ;61;00099;2708;360; ;1;5; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045061000992713;MANABÍ;61;00099;2713;225; ;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13105361000992714;MANABÍ;61;00099;2714;400; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13105261000992715;MANABÍ;61;00099;2715;3000; ;80; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045061000992730;MANABÍ;61;00099;2730;760; ;1;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13055061000992736;MANABÍ;61;00099;2736;260;1;3;4; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045061000992746;MANABÍ;61;00099;2746;130; ;5;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035261000992750;MANABÍ;61;00099;2750;75,4992; ; ;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045061000992772;MANABÍ;61;00099;2772;390; ; ;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035061000992774;MANABÍ;61;00099;2774;78; ; ;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045061000992787;MANABÍ;61;00099;2787;20; ; ;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13115161000992788;MANABÍ;61;00099;2788;400; ;2;3; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13165161000992792;MANABÍ;61;00099;2792;180; ;10; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035161000992801;MANABÍ;61;00099;2801;40; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045061000992808;MANABÍ;61;00099;2808;70;1; ;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045061000992811;MANABÍ;61;00099;2811;220; ;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13055161000992813;MANABÍ;61;00099;2813;211; ;4;3; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045061000992824;MANABÍ;61;00099;2824;110; ;1;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045061000992832;MANABÍ;61;00099;2832;190; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035061000992845;MANABÍ;61;00099;2845;210; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13055161000992866;MANABÍ;61;00099;2866;540; ;4;3; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035061000992867;MANABÍ;61;00099;2867;113; ; ;3; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035161000992881;MANABÍ;61;00099;2881;382; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035461000992893;MANABÍ;61;00099;2893;105; ;3;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13145761000992901;MANABÍ;61;00099;2901;350; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035361000992905;MANABÍ;61;00099;2905;84; ; ;4; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13055161000992915;MANABÍ;61;00099;2915;215; ;8;7; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035461000992922;MANABÍ;61;00099;2922;300; ;1;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13185061000992923;MANABÍ;61;00099;2923;300; ;10;5; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13105261000992924;MANABÍ;61;00099;2924;500; ;3; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13165361000992932;MANABÍ;61;00099;2932;325; ;30;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035461000992933;MANABÍ;61;00099;2933;280; ;3;7; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035461000992934;MANABÍ;61;00099;2934;220; ; ;5; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13055061000992940;MANABÍ;61;00099;2940;150; ;7;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045061000992946;MANABÍ;61;00099;2946;276; ;5;10; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035361000992958;MANABÍ;61;00099;2958;160;2;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13055161000993007;MANABÍ;61;00099;3007;200; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045261000993008;MANABÍ;61;00099;3008;120; ;3;3; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045061000993009;MANABÍ;61;00099;3009;90; ;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13105261000993017;MANABÍ;61;00099;3017;200; ;7; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035761000993028;MANABÍ;61;00099;3028;225;2; ;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045061000993036;MANABÍ;61;00099;3036;100; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13105361000993048;MANABÍ;61;00099;3048;257; ;5; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045061000993059;MANABÍ;61;00099;3059;250; ;2;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035461000993060;MANABÍ;61;00099;3060;315; ;1;4; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13055061000993066;MANABÍ;61;00099;3066;192; ;4;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045061000993068;MANABÍ;61;00099;3068;250; ; ;12; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13055061000993097;MANABÍ;61;00099;3097;99; ;1;3; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045061000993098;MANABÍ;61;00099;3098;230; ;1;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13055061000993099;MANABÍ;61;00099;3099;50; ;1;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13055061000993100;MANABÍ;61;00099;3100;50; ;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035461000993126;MANABÍ;61;00099;3126;16; ; ;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035061000993127;MANABÍ;61;00099;3127;141,1;1;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035061000993128;MANABÍ;61;00099;3128;125; ;3;5; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13055161000993129;MANABÍ;61;00099;3129;500; ;4;5; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045061000993144;MANABÍ;61;00099;3144;240; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045061000993157;MANABÍ;61;00099;3157;450; ;3;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13055261000993166;MANABÍ;61;00099;3166;430; ;2;4; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035461000993169;MANABÍ;61;00099;3169;360; ; ;3; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035761000993170;MANABÍ;61;00099;3170;180; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13145761000993171;MANABÍ;61;00099;3171;238;1;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13185061000993197;MANABÍ;61;00099;3197;300; ;2;3; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035461000993204;MANABÍ;61;00099;3204;80; ;2;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045061000993209;MANABÍ;61;00099;3209;180; ; ;3; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045261000993227;MANABÍ;61;00099;3227;216; ;1;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045061000993228;MANABÍ;61;00099;3228;230;6;40;25; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13145761000993230;MANABÍ;61;00099;3230;225; ;2;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13075061000993237;MANABÍ;61;00099;3237;150; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13055161000993246;MANABÍ;61;00099;3246;400; ;4;7; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13055161000993254;MANABÍ;61;00099;3254;400; ;2;7; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035461000993265;MANABÍ;61;00099;3265;43; ; ;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035061000993267;MANABÍ;61;00099;3267;410; ;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035061000993269;MANABÍ;61;00099;3269;113,4; ;5; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035661000993278;MANABÍ;61;00099;3278;224; ; ;3; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13055061000993287;MANABÍ;61;00099;3287;350; ;4;5; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045061000993291;MANABÍ;61;00099;3291;136; ;1;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035461000993296;MANABÍ;61;00099;3296;700; ;2;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045061000993298;MANABÍ;61;00099;3298;150; ;2;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13165161000993314;MANABÍ;61;00099;3314;300; ;7; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035461000993316;MANABÍ;61;00099;3316;120; ; ;3; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035361000993317;MANABÍ;61;00099;3317;151; ; ;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13045161000993319;MANABÍ;61;00099;3319;222; ;3;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13055262000990387;MANABÍ;62;00099;0387;12; ; ;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13185062000990558;MANABÍ;62;00099;0558;66; ;1;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035062000990566;MANABÍ;62;00099;0566;70; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035062000990894;MANABÍ;62;00099;0894;2; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13035064000990863;MANABÍ;64;00099;0863;50; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13025064000990871;MANABÍ;64;00099;0871;5; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13075064000990891;MANABÍ;64;00099;0891;20; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13075064000990893;MANABÍ;64;00099;0893;180; ;12; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13155064000990925;MANABÍ;64;00099;0925;110; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13135064000992071;MANABÍ;64;00099;2071;40; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
13135064000992079;MANABÍ;64;00099;2079;36; ; ;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
14045501005190001;MORONA SANTIAGO;01;00519;0001;100; ;3; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;5,84295575762737
14045501013320001;MORONA SANTIAGO;01;01332;0001;28; ;1; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;20,8676991343835
14045401019300001;MORONA SANTIAGO;01;01930;0001;30,01; ;1; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;19,4702455160214
14045501021120004;MORONA SANTIAGO;01;02112;0004;5,09; ;2; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;1,31464077093313
14045501021120007;MORONA SANTIAGO;01;02112;0007;4; ;1; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;,544528177712093
14045501021120008;MORONA SANTIAGO;01;02112;0008;3,26; ;1; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;,507413519171769
14045501021120012;MORONA SANTIAGO;01;02112;0012;15,07; ;2; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;,532934493267456
14115001022420001;MORONA SANTIAGO;01;02242;0001;69,51; ;4; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;8,24350002595868
14075101023130001;MORONA SANTIAGO;01;02313;0001;69; ;7; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;13,9545653248521
14015601024820001;MORONA SANTIAGO;01;02482;0001;150; ;3; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;6,49217306403042
14015601026300001;MORONA SANTIAGO;01;02630;0001;250,51; ;3; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;2,3324241577691
14015601027050001;MORONA SANTIAGO;01;02705;0001;54,03; ;2; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;10,814280506436
14015601030250001;MORONA SANTIAGO;01;03025;0001;150;1; ;1; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;3,47504383540668
14015301032350002;MORONA SANTIAGO;01;03235;0002;108,61; ;5; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;3,00274212041712
14015301032350003;MORONA SANTIAGO;01;03235;0003;334,06; ;4; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;,437929197823329
14015301032360001;MORONA SANTIAGO;01;03236;0001;108,61; ;5; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;0
14015301032360002;MORONA SANTIAGO;01;03236;0002;334,06; ;4; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;,70907449683953
14015301032420001;MORONA SANTIAGO;01;03242;0001;108,61; ;5; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;3,81568341192632
14015301032420002;MORONA SANTIAGO;01;03242;0002;334,06; ;4; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;,508514040571813
14015301033230002;MORONA SANTIAGO;01;03323;0002;5,92; ;1; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;22,4495396611092
14015001036360001;MORONA SANTIAGO;01;03636;0001;90; ;1; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;6,49217306403041
14015001037500001;MORONA SANTIAGO;01;03750;0001;90; ;1; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;6,49217306403041
14016401038010001;MORONA SANTIAGO;01;03801;0001;97,6; ;3; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;5,98663499756903
14016401038530001;MORONA SANTIAGO;01;03853;0001;97,6; ;3; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;5,92643605676014
14016401039610001;MORONA SANTIAGO;01;03961;0001;30,03; ;2; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;19,2227126260848
14016401041970001;MORONA SANTIAGO;01;04197;0001;40,76;2; ; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;9,71723489426809
14016401043280002;MORONA SANTIAGO;01;04328;0002;35,19; ;3; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;6,58349519152956
14016401043280003;MORONA SANTIAGO;01;04328;0003;33,03; ;2; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;5,98015033221693
14065501043820004;MORONA SANTIAGO;01;04382;0004;57,83; ;3; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;4,98492914983929
14065001046490001;MORONA SANTIAGO;01;04649;0001;36,9; ;2; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;6,65931573099054
14065001049130002;MORONA SANTIAGO;01;04913;0002;8,01; ;2; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;43,4748652910771
14065101049790002;MORONA SANTIAGO;01;04979;0002;9,02; ;2; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;58,5058514060727
14065101049830001;MORONA SANTIAGO;01;04983;0001;24,52; ;2; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;7,91028395028436
14065101052080001;MORONA SANTIAGO;01;05208;0001;12,04; ;1; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;48,5284544365954
14065201055900001;MORONA SANTIAGO;01;05590;0001;10; ;1; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;58,3906045378895
14055601058020001;MORONA SANTIAGO;01;05802;0001;60,02; ;1; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;4,9406280718536
14105201062790002;MORONA SANTIAGO;01;06279;0002;2,5; ;1; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;31,7863037727539
14055101065070001;MORONA SANTIAGO;01;06507;0001;90;1;2; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;7,92844150496514
14055001066610001;MORONA SANTIAGO;01;06661;0001;37,8; ;1; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;12,106047857827
14055001066610003;MORONA SANTIAGO;01;06661;0003;2,57; ;1; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;9,10703616051146
14055001069310001;MORONA SANTIAGO;01;06931;0001;25,28; ;1; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;2,52743394914156
14055001069310003;MORONA SANTIAGO;01;06931;0003;44,25; ;1; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;1,38936498753675
14055101069320001;MORONA SANTIAGO;01;06932;0001;23,2; ;1; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;24,1945793948315
14055101072510001;MORONA SANTIAGO;01;07251;0001;118,1; ; ;1; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;4,93224168689186
14055401073890001;MORONA SANTIAGO;01;07389;0001;114,3; ;2; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;5,09621822591364
14055401075300001;MORONA SANTIAGO;01;07530;0001;173,64; ; ;3; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;3,35462879072753
14055401076830002;MORONA SANTIAGO;01;07683;0002;173,64; ;2; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;2,35640308356671
14085001085150001;MORONA SANTIAGO;01;08515;0001;250,02; ;1; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;2,3264393152261
14085001085450001;MORONA SANTIAGO;01;08545;0001;250,02; ;1; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;2,29351141037501
14025401087350001;MORONA SANTIAGO;01;08735;0001;30,02; ; ;1; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;16,3098505717444
14025001088700001;MORONA SANTIAGO;01;08870;0001;105,03; ;1; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;5,5460129793576
14025501090480001;MORONA SANTIAGO;01;09048;0001;26,3; ;1; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;22,1482031643319
14025501090910001;MORONA SANTIAGO;01;09091;0001;22,7; ; ;1; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;25,6609786528227
14025501091950002;MORONA SANTIAGO;01;09195;0002;80,02; ; ;3; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;2,3552100564969
14025001094610001;MORONA SANTIAGO;01;09461;0001;269,72; ;1; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;2,15963867426193
14025701094880003;MORONA SANTIAGO;01;09488;0003;12,81; ;3; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;5,17775771752826
14075102004180001;MORONA SANTIAGO;02;00418;0001;55,06; ;2;2; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;52,5701124355532
14016202006110001;MORONA SANTIAGO;02;00611;0001;52,03; ;3; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;40,5333136838708
14016202006110002;MORONA SANTIAGO;02;00611;0002;15,52; ;4; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;49,8405760752853
14015702010050003;MORONA SANTIAGO;02;01005;0003;33,98; ;2; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;32,0874014994324
14095002012110004;MORONA SANTIAGO;02;01211;0004;7,53; ;1; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;14,0407458438724
14035702014210001;MORONA SANTIAGO;02;01421;0001;150,07; ;1; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;15,2687282232853
14125002015390003;MORONA SANTIAGO;02;01539;0003;1000; ;2; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;1,55588295419115
14125002016530001;MORONA SANTIAGO;02;01653;0001;306; ;1; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;7,4498835504195
14125002016570004;MORONA SANTIAGO;02;01657;0004;20,23; ;1; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;43,114983687143
14125002016950001;MORONA SANTIAGO;02;01695;0001;719; ;3; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;2,0138004045371
14125002016950002;MORONA SANTIAGO;02;01695;0002;306; ;1; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;2,01418601970874
14035102018090002;MORONA SANTIAGO;02;01809;0002;24,91; ;1; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;50,1922896757097
14085402019220002;MORONA SANTIAGO;02;01922;0002;58; ; ;1;1; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;27,2924980057321
14085402019220003;MORONA SANTIAGO;02;01922;0003;80; ;1; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;4,05672223309473
14085402019500001;MORONA SANTIAGO;02;01950;0001;40,01; ;1;1; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;57,6960005598104
14085402020610001;MORONA SANTIAGO;02;02061;0001;152,01; ;1; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;15,1859547555951
14085002020870001;MORONA SANTIAGO;02;02087;0001;401; ;2; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;5,75665082892273
14085402021060001;MORONA SANTIAGO;02;02106;0001;130; ;1;3; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;17,757053710754
14085402022920001;MORONA SANTIAGO;02;02292;0001;45,1; ;2; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;12,7659610751141
14085402022920002;MORONA SANTIAGO;02;02292;0002;37; ;2; ; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;28,5309594140543
14085302023960001;MORONA SANTIAGO;02;02396;0001;71,08; ; ;2; ; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;32,4763222059372
