Identificador;ual_prov;ual_estr;ual_segm;al_ncues;fp_numl;rc_clacul;fp_numt;fp_k704;fp_k705;fp_k706ha;fp_k707ha;fp_k708;fp_k709;fp_k710;fp_k711;fp_k712;fp_venmernac;fp_venmerint;fp_prepasuelo;fp_poda;fp_tutoreo;fp_despunte;fp_riego;fp_superf_regada_ha;fp_porc_surc;fp_porc_aspe;fp_porc_micr;fp_porc_gote;fp_porc_nebu;fp_porc_otro;fp_aferti;fp_forg;fp_cant1_fo;fp_umed1_fo;fp_cant2_fo;fp_umed2_fo;fp_cant3_fo;fp_umed3_fo;fp_fqui;fp_cantidad_npk_fq;fp_umed_npk_fq;fp_cantidad_nit_fq;fp_umed_nit_fq;fp_cantidad_fq;fp_umed_fq;fp_cantidad_pot_fq;fp_umed_pot_fq;fp_apliplagui;fp_porg;fp_cantidad_po;fp_umedida_po;fp_pqui;fp_cantidad_her_pq;fp_umed_her_pq;fp_color_her_pq;fp_cantidad_ins_pq;fp_umed_ins_pq;fp_color_ins_pq;fp_cantidad_fun_pq;fp_umed_fun_pq;fp_color_fun_pq;fp_cantidad_pq;fp_umed_pq;fp_color_pq;fp_totrabcont;fp_trabfami;fp_clacu;fp_full_tabaco;fp_tabaco;fp_Bonche;fp_Bouquet;fp_tn;fact_exp_fin
17045401057200004;PICHINCHA;01;05720;0004;1;ROSA;2;BAJO INVERNADERO;4;,25;,25;16000;150000;BONCHE;5580;25;100; ;1;1;1;1;SI;,25; ; ; ;100; ; ;SI;SI;5400;LIBRA; ; ; ; ;SI;100;KILOGRAMO;480;KILOGRAMO;12;KILOGRAMO;5,76;KILOGRAMO;SI;NO; ; ;SI; ; ; ;9,6;LITRO;AZUL;18;KILOGRAMO;AZUL; ; ; ; ; ;ROSA; ; ;5580; ;TOTAL NACIONAL;161,957651665551
17045401057200005;PICHINCHA;01;05720;0005;1;ROSA;1;BAJO INVERNADERO;2;,25;,25;15000;140000;BONCHE;5264;25;100; ;1;1;1;1;SI;,25; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;413,28;KILOGRAMO;24;KILOGRAMO;14,4;KILOGRAMO;SI;NO; ; ;SI; ; ; ; ; ; ;12;KILOGRAMO;AZUL; ; ; ;1; ;ROSA; ; ;5264; ;TOTAL NACIONAL;154,098564425342
17025601059830001;PICHINCHA;01;05983;0001;1;ROSA;2;BAJO INVERNADERO;20;12;12;750000;7500000;BONCHE;270000;25; ;100;1;1;1;1;SI;12; ; ; ;100; ; ;SI;SI; ; ;432000;KILOGRAMO; ; ;SI; ; ;1152;LITRO;576;KILOGRAMO;864;KILOGRAMO;SI;NO; ; ;SI; ; ; ;1440;LITRO;AMARILLO;864;KILOGRAMO;AZUL;155,52;KILOGRAMO;VERDE;4; ;ROSA; ; ;270000; ;TOTAL NACIONAL;17,8336137811621
17025601059830001;PICHINCHA;01;05983;0001;2;ROSA;3;BAJO INVERNADERO;10;12;12;750000;7500000;BONCHE;270000;25; ;100;1;1;1;1;SI;12; ; ; ;100; ; ;SI;SI; ; ;432000;KILOGRAMO; ; ;SI; ; ;1152;LITRO;576;KILOGRAMO;864;KILOGRAMO;SI;NO; ; ;SI; ; ; ;1440;LITRO;AMARILLO;864;KILOGRAMO;AZUL;155,52;KILOGRAMO;VERDE;0; ;ROSA; ; ;270000; ;TOTAL NACIONAL;8,85360944554667
17045401060490002;PICHINCHA;01;06049;0002;1;ROSA;1;BAJO INVERNADERO;2;,7;,7;200000;240000;BONCHE;8736;25;100; ;1;1;1;1;SI;,7; ; ;25;75; ; ;SI;SI;17500;LIBRA; ; ; ; ;SI; ; ; ; ;936;KILOGRAMO;576;KILOGRAMO;SI;NO; ; ;SI; ; ; ;1;LITRO;AMARILLO;96;LITRO;AMARILLO; ; ; ; ; ;ROSA; ; ;8736; ;TOTAL NACIONAL;27,598146972427
17045401060490007;PICHINCHA;01;06049;0007;1;ROSA;1;BAJO INVERNADERO;8;,4;,4;35000;240000;BONCHE;8928;25;100; ;1;1;1;1;SI;,4; ; ; ;100; ; ;SI;SI;16000;KILOGRAMO; ; ; ; ;SI;128;KILOGRAMO;768;KILOGRAMO;43,2;KILOGRAMO;480;KILOGRAMO;SI;NO; ; ;SI; ; ; ;8,64;LITRO;AZUL;13,44;KILOGRAMO;AZUL; ; ; ; ; ;ROSA; ; ;8928; ;TOTAL NACIONAL;70,6398480444201
17045401062940003;PICHINCHA;01;06294;0003;1;ROSA;1;BAJO INVERNADERO;8;3,2;3,2;260000;2707575;BONCHE;97473;25;10;90;1;1;1;1;SI;3,2; ; ; ;100; ; ;SI;SI;200;QUINTAL; ; ;200;LITRO;SI;39960;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;116,96;LITRO;AZUL;177,2;LITRO;AMARILLO;180,36;LITRO;AMARILLO;2;3;ROSA; ; ;97473; ;TOTAL NACIONAL;0
17045401063800001;PICHINCHA;01;06380;0001;1;ROSA;1;BAJO INVERNADERO;5;,16;,16;15000;90000;BONCHE;3492;25;100; ;1;1;1;1;SI;,16; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;60;KILOGRAMO;60;KILOGRAMO;60;KILOGRAMO;60;KILOGRAMO;SI;NO; ; ;SI;6;LITRO;AZUL;6;LITRO;AZUL;6;LITRO;ROJO; ; ; ; ; ;ROSA; ; ;3492; ;TOTAL NACIONAL;96,4235695696293
17045401063800002;PICHINCHA;01;06380;0002;1;ROSA;1;BAJO INVERNADERO;1;,16;,16;17000;90000;BONCHE;3492;25;100; ;1;1;1;1;SI;,16; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;30;KILOGRAMO;30;KILOGRAMO;30;KILOGRAMO;30;KILOGRAMO;SI;NO; ; ;SI;12;LITRO;AZUL;12;LITRO;AZUL;12;LITRO;AZUL; ; ; ; ; ;ROSA; ; ;3492; ;TOTAL NACIONAL;35,8435294476133
17045401063800003;PICHINCHA;01;06380;0003;1;ROSA;1;BAJO INVERNADERO;4;,1;,1;10000;96000;BONCHE;3725;25;100; ;1;1;1;1;SI;,1; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;31;KILOGRAMO;62;KILOGRAMO;62;KILOGRAMO;62;KILOGRAMO;SI;NO; ; ;SI;12;LITRO;AZUL;12;LITRO;AZUL;12;LITRO;AZUL; ; ; ; ; ;ROSA; ; ;3725; ;TOTAL NACIONAL;9,95970035048323
17045401063800003;PICHINCHA;01;06380;0003;2;ROSA;2;BAJO INVERNADERO;2;,1;,1;10000;96000;BONCHE;3725;25;100; ;1;1;1;1;SI;,1; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;31;KILOGRAMO;62;KILOGRAMO;62;KILOGRAMO;62;KILOGRAMO;SI;NO; ; ;SI;12;LITRO;AZUL;12;LITRO;AZUL;12;LITRO;AZUL; ; ; ; ; ;ROSA; ; ;3725; ;TOTAL NACIONAL;61,0601237173416
17045401063800004;PICHINCHA;01;06380;0004;1;ROSA;1;BAJO INVERNADERO;5;,25;,25;20000;192000;BONCHE;7450;25;100; ;1;1;1;1;SI;,25; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;62;KILOGRAMO;62;KILOGRAMO;62;KILOGRAMO;62;KILOGRAMO;SI;NO; ; ;SI;12;LITRO;AZUL;12;LITRO;AZUL;12;LITRO;AZUL;12;LITRO;VERDE; ; ;ROSA; ; ;7450; ;TOTAL NACIONAL;48,1450613020745
17045401063800005;PICHINCHA;01;06380;0005;1;ROSA;1;BAJO INVERNADERO;4;,1;,1;15000;90000;BONCHE;3492;25;100; ;1;1;1;1;SI;,1; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;750;KILOGRAMO;28,8;KILOGRAMO;20;KILOGRAMO;20;KILOGRAMO;SI;NO; ; ;SI;12;LITRO;AZUL;12;LITRO;AZUL;12;LITRO;AZUL; ; ; ; ; ;ROSA; ; ;3492; ;TOTAL NACIONAL;113,39737261792
17045401063800006;PICHINCHA;01;06380;0006;1;ROSA;1;BAJO INVERNADERO;5;,72;,72;60000;576000;BONCHE;22349;25;100; ;1;1;1;1;SI;,72; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;186;KILOGRAMO;186;KILOGRAMO;186;KILOGRAMO;186;KILOGRAMO;SI;NO; ; ;SI;18;LITRO;AZUL;18;LITRO;AZUL;18;LITRO;AZUL; ; ; ; ; ;ROSA; ; ;22349; ;TOTAL NACIONAL;35,7214742962593
17045401063800014;PICHINCHA;01;06380;0014;1;ROSA;1;BAJO INVERNADERO;8;,3;,3;30000;204000;BONCHE;7752;25;100; ;1;1;1;1;SI;,2; ; ; ;100; ; ;SI;SI;250;KILOGRAMO; ; ; ; ;SI; ; ;1200;KILOGRAMO;800;KILOGRAMO; ; ;SI;NO; ; ;SI;5;LITRO;AZUL;9;LITRO;AZUL;8;LITRO;AMARILLO; ; ; ; ; ;ROSA; ; ;7752; ;TOTAL NACIONAL;92,6100241739922
17045401063800015;PICHINCHA;01;06380;0015;1;ROSA;5;BAJO INVERNADERO;5;,4;,4;40000;272000;BONCHE;10554;25;100; ;1;1;1;1;SI;,4; ; ; ;100; ; ;SI;SI;20;QUINTAL; ; ; ; ;SI; ; ;576;KILOGRAMO;864;KILOGRAMO; ; ;SI;NO; ; ;SI;8;LITRO;AZUL;8;LITRO;AZUL;4;LITRO;AMARILLO; ; ; ;5;1;ROSA; ; ;10554; ;TOTAL NACIONAL;52,8580175463555
17045401066080001;PICHINCHA;01;06608;0001;1;PROTEAS;1;CAMPO ABIERTO;0;1,7; ;15300; ; ; ; ; ; ;1;1;2;1;SI;1,7; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;718,86;KILOGRAMO;1544,57;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;26,08;LITRO;AZUL;43,08;LITRO;AZUL;303,7;LITRO;AZUL; ; ; ; ; ;OTRAS FLORES PERMANENTES; ; ; ; ;TOTAL NACIONAL;68,6141409670209
17045401066080001;PICHINCHA;01;06608;0001;2;PROTEAS;2;CAMPO ABIERTO;5;1,34;1,34;12060;243636;BOUQUET;19897;12;4;96;1;1;2;1;SI;1,34; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;556,63;KILOGRAMO;1217,49;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;20,55;LITRO;AZUL;37,12;LITRO;AZUL;239,39;LITRO;AZUL; ; ; ; ; ;OTRAS FLORES PERMANENTES; ; ; ;19897;TOTAL NACIONAL;81,5401279791538
17045401066080001;PICHINCHA;01;06608;0001;3;PROTEAS;3;CAMPO ABIERTO;7;,66;,66;5940;120000;BOUQUET;100;12;4;96;1;1;2;1;SI;,66; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;279,09;KILOGRAMO;599,66;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;10,12;LITRO;AZUL;18,28;LITRO;AZUL;117,9;LITRO;AZUL; ; ; ; ; ;OTRAS FLORES PERMANENTES; ; ; ;100;TOTAL NACIONAL;85,9564156807896
17045401066080001;PICHINCHA;01;06608;0001;4;PROTEAS;4;CAMPO ABIERTO;15;1,32;,79;7110;143636;BOUQUET;11730;12;4;96;1;1;2;1;SI;1,32; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;334,06;KILOGRAMO;717,77;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;12,11;LITRO;AZUL;21,88;LITRO;AZUL;141,13;LITRO;AZUL; ; ; ; ; ;OTRAS FLORES PERMANENTES; ; ; ;11730;TOTAL NACIONAL;85,9317580744555
17045401066080001;PICHINCHA;01;06608;0001;5;PROTEAS;5;CAMPO ABIERTO;15;1,98;1,19;10710;325455;BOUQUET;26579;12;4;96;1;1;2;1;SI;1,98; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;503,2;KILOGRAMO;1081,2;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;18,25;LITRO;AZUL;32,96;LITRO;AZUL;212,59;LITRO;AZUL; ; ; ; ; ;OTRAS FLORES PERMANENTES; ; ; ;26579;TOTAL NACIONAL;38,7001131414226
17045401066080001;PICHINCHA;01;06608;0001;6;PROTEAS;7;CAMPO ABIERTO;2;,68;,48;4320;87272;BOUQUET;7127;12;4;96;1;1;2;1;SI;,48; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;202,97;KILOGRAMO;436,11;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;7,36;LITRO;AZUL;13,3;LITRO;AZUL;85,75;LITRO;AZUL; ; ; ; ; ;OTRAS FLORES PERMANENTES; ; ; ;7127;TOTAL NACIONAL;54,0772128915467
17045401066080001;PICHINCHA;01;06608;0001;7;PROTEAS;8;CAMPO ABIERTO;20;,46;,28;2520;50909;BOUQUET;4158;12;4;96;1;1;2;1;SI;,46; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;118,4;KILOGRAMO;254,4;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;4,3;LITRO;AZUL;7,76;LITRO;AZUL;50,02;LITRO;AZUL; ; ; ; ; ;OTRAS FLORES PERMANENTES; ; ; ;4158;TOTAL NACIONAL;40,6850504513204
17025601066460001;PICHINCHA;01;06646;0001;1;ROSA;4;BAJO INVERNADERO;4;,25;,25;25000;150000;BONCHE;5700;25;100; ;1;1;1;1;SI;,25; ; ; ;100; ; ;SI;SI;300;LIBRA; ; ; ; ;SI;45;KILOGRAMO;84;LIBRA; ; ;10;LIBRA;SI;NO; ; ;SI; ; ; ;,25;LITRO;AZUL;2;LITRO;AZUL;,1;KILOGRAMO;AZUL;1; ;ROSA; ; ;5700; ;TOTAL NACIONAL;84,364520615858
17025601066460007;PICHINCHA;01;06646;0007;1;ROSA;2;BAJO INVERNADERO;2;,07;,07;7000;48000;BONCHE;1805;25;100; ;1;1;1;1;SI;,07; ; ; ;100; ; ;SI;SI;1000;LIBRA; ; ; ; ;SI;40;LIBRA;60;LIBRA; ; ;8;LIBRA;SI;SI;20;LITRO;SI; ; ; ;6;LITRO;AZUL;6;LITRO;AZUL; ; ; ; ; ;ROSA; ; ;1805; ;TOTAL NACIONAL;114,150627266276
17025001089220002;PICHINCHA;01;08922;0002;1;ROSA;2;BAJO INVERNADERO;15;34;34;2545000;39040000;BOUQUET;3058133;12;0;100;1;1;1;1;SI;34; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;221994;KILOGRAMO;5699,48;KILOGRAMO; ; ;SI;SI;15031,58;LITRO;SI; ; ; ;585,8;KILOGRAMO;AZUL;805;KILOGRAMO;AZUL; ; ; ;40; ;ROSA; ; ; ;3058133;TOTAL NACIONAL;7,69205923262234
17025001089220002;PICHINCHA;01;08922;0002;2;ROSA;3;BAJO INVERNADERO;3;4;4;355000;4592940;BOUQUET;359780;12; ;100;1;1;1;1;SI;4; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;13058,47;KILOGRAMO;670,52;KILOGRAMO; ; ;SI;SI;1768,42;LITRO;SI; ; ; ;68,9;KILOGRAMO;AZUL;94,7;KILOGRAMO;AZUL; ; ; ;40; ;ROSA; ; ; ;359780;TOTAL NACIONAL;1,97729345193417
17045001089640001;PICHINCHA;01;08964;0001;1;ROSA;1;BAJO INVERNADERO;8;10,32;10,32;757746;5167368;BONCHE;189126;25; ;100;1;1;1;1;SI;10,32; ; ; ;100; ; ;SI;SI;1290;KILOGRAMO; ; ; ; ;SI;30093,12;KILOGRAMO;31238,64;KILOGRAMO;928,8;KILOGRAMO; ; ;SI;SI;56,76;LITRO;SI; ; ; ;59,03;LITRO;AMARILLO;305,88;LITRO;AMARILLO; ; ; ; ; ;ROSA; ; ;189126; ;TOTAL NACIONAL;0
17045001089640002;PICHINCHA;01;08964;0002;1;ROSA;1;BAJO INVERNADERO;7;10,3;10,3;802942;10438246;TABACO;38413;250; ;100;1;1;1;1;SI;10,3; ; ; ;100; ; ;SI;SI; ; ;306000;KILOGRAMO; ; ;SI;21522;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;57;LITRO;AMARILLO;232,8;KILOGRAMO;AZUL;330;LITRO;AZUL;40; ;ROSA; ;38413; ; ;TOTAL NACIONAL;28,4986991153892
17045001089640003;PICHINCHA;01;08964;0003;1;ROSA;1;BAJO INVERNADERO;21;,25;,25;13006;184450;BONCHE;6862;25; ;100;1;1;1;1;SI;,25; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;86,64;KILOGRAMO;93,18;KILOGRAMO;18,71;KILOGRAMO;913,14;KILOGRAMO;SI;SI;5,67;LITRO;SI; ; ; ;6,42;LITRO;AMARILLO;30,21;LITRO;AMARILLO; ; ; ; ; ;ROSA; ; ;6862; ;TOTAL NACIONAL;0
17045001089640003;PICHINCHA;01;08964;0003;2;ROSA;2;BAJO INVERNADERO;12;3,25;3,25;233100;2533350;BONCHE;94240;25; ;100;1;1;1;1;SI;3,25; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;1126,32;KILOGRAMO;1211,34;KILOGRAMO;243,29;KILOGRAMO;11870,82;KILOGRAMO;SI;SI;73,71;LITRO;SI; ; ; ;83,56;LITRO;AMARILLO;392,73;LITRO;AMARILLO; ; ; ; ; ;ROSA; ; ;94240; ;TOTAL NACIONAL;0
17045001089640003;PICHINCHA;01;08964;0003;3;ROSA;3;BAJO INVERNADERO;14;5,9;5,9;367481;4727650;BONCHE;175868;25; ;100;1;1;1;1;SI;5,9; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;2044,7;KILOGRAMO;2199,04;KILOGRAMO;441,67;KILOGRAMO;21550,1;KILOGRAMO;SI;SI;133,81;LITRO;SI; ; ; ;151,51;LITRO;AMARILLO;712,95;LITRO;AMARILLO; ; ; ; ; ;ROSA; ; ;175868; ;TOTAL NACIONAL;0
17025001092060001;PICHINCHA;01;09206;0001;1;ROSA;1;BAJO INVERNADERO;7;3,2;3,2;282404;2119000;FULL TABACO;4520;450; ;100;1;1;1;1;SI;3,2; ; ; ;100; ; ;SI;SI; ; ;14259,58;KILOGRAMO;2280,54;LITRO;SI; ; ;573,9;KILOGRAMO; ; ;111,08;KILOGRAMO;SI;NO; ; ;SI; ; ; ;15,74;LITRO;VERDE;8,33;KILOGRAMO;VERDE; ; ; ; ; ;ROSA;4520; ; ; ;TOTAL NACIONAL;57,8765185195258
17025001092060002;PICHINCHA;01;09206;0002;1;ROSA;1;BAJO INVERNADERO;19;3,04;3,04;194000;1891907;FULL TABACO;4036;450; ;100;1;1;1;1;SI;3,04; ; ; ;100; ; ;SI;SI; ; ;13546,6;KILOGRAMO;2166,52;LITRO;SI; ; ;545,21;KILOGRAMO; ; ;105,53;KILOGRAMO;SI;NO; ; ;SI; ; ; ;14,95;LITRO;VERDE;7,91;KILOGRAMO;VERDE; ; ; ; ; ;ROSA;4036; ; ; ;TOTAL NACIONAL;5,19483854710017
17045001092280005;PICHINCHA;01;09228;0005;1;ROSA;1;BAJO INVERNADERO;4;,43;,43;15000;36000;BONCHE;1397;25;100; ;1;1;1;1;SI;,43; ; ; ;100; ; ;SI;SI;500;KILOGRAMO; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;2,4;LITRO;AMARILLO; ; ; ; ; ; ; ; ;ROSA; ; ;1397; ;TOTAL NACIONAL;58,7681361309863
17045001092280006;PICHINCHA;01;09228;0006;1;ROSA;1;BAJO INVERNADERO;8;,28;,28;30000;81000;TABACO;1964;40;100; ;1;1;1;1;SI;,28; ; ; ;100; ; ;SI;SI;500;KILOGRAMO; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;2,4;LITRO;AMARILLO; ; ; ; ; ; ; ; ;ROSA; ;1964; ; ;TOTAL NACIONAL;74,4420180257874
17045001092280008;PICHINCHA;01;09228;0008;1;ROSA;1;BAJO INVERNADERO;4;,12;,12;13000;79300;BONCHE;3077;25;100; ;1;1;1;1;SI;,12; ; ; ;100; ; ;SI;SI;200;KILOGRAMO; ; ; ; ;SI;,25;QUINTAL;8;QUINTAL;,3;QUINTAL; ; ;SI;NO; ; ;SI;,6;LITRO;AZUL;,6;LITRO;AZUL;,6;LITRO;AMARILLO; ; ; ;1; ;ROSA; ; ;3077; ;TOTAL NACIONAL;66,45224907049
17045001092280008;PICHINCHA;01;09228;0008;2;ROSA;2;BAJO INVERNADERO;4;,27;,27;27000;183600;BONCHE;7123;25;100; ;1;1;1;1;SI;,27; ; ; ;100; ; ;SI;SI;400;KILOGRAMO; ; ; ; ;SI;1;QUINTAL;10;QUINTAL;,75;QUINTAL; ; ;SI;NO; ; ;SI;1,2;LITRO;AZUL;1,2;LITRO;AZUL;1,2;LITRO;AMARILLO; ; ; ;1; ;ROSA; ; ;7123; ;TOTAL NACIONAL;71,0270569656829
17045001092280010;PICHINCHA;01;09228;0010;1;ROSA;1;BAJO INVERNADERO;4;,3;,3;30000;204000;BONCHE;7915;25; ;100;1;1;1;1;SI;,3; ; ; ;100; ; ;SI;SI;250;LIBRA; ; ; ; ;SI;300;LIBRA;24;QUINTAL;1;QUINTAL; ; ;SI;NO; ; ;SI;10;LITRO;AZUL;15;LITRO;AZUL;10;LIBRA;AMARILLO; ; ; ;5; ;ROSA; ; ;7915; ;TOTAL NACIONAL;76,5095935420564
17045001092280011;PICHINCHA;01;09228;0011;1;ROSA;2;BAJO INVERNADERO;3;,34;,34;34000;231200;BONCHE;8878;25;100; ;1;1;1;1;SI;,34; ; ; ;100; ; ;SI;SI;350;LIBRA; ; ; ; ;SI;100;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;20;LITRO;AZUL;30;LITRO;AZUL;35;LIBRA;AMARILLO; ; ; ;8; ;ROSA; ; ;8878; ;TOTAL NACIONAL;58,0503872792487
17045001092280012;PICHINCHA;01;09228;0012;1;ROSA;1;BAJO INVERNADERO;4;,25;,25;25000;170000;BONCHE;6528;25;100; ;1;1;1;1;SI;,25; ; ; ;100; ; ;SI;SI; ; ;350;LIBRA; ; ;SI;50;KILOGRAMO;25;QUINTAL;50;QUINTAL;25;KILOGRAMO;SI;NO; ; ;SI;5;LITRO;AZUL;24;LITRO;AZUL;24;KILOGRAMO;AMARILLO; ; ; ;3; ;ROSA; ; ;6528; ;TOTAL NACIONAL;47,2337161719649
17045001092280013;PICHINCHA;01;09228;0013;1;ROSA;1;BAJO INVERNADERO;4;2,67;2,67;260000;2860000;FULL TABACO;9247;300;95;5;1;1;1;1;SI;2,67; ; ; ;100; ; ;SI;SI; ; ;1335;KILOGRAMO; ; ;SI;416;KILOGRAMO;1400;KILOGRAMO;950;KILOGRAMO;780;KILOGRAMO;SI;SI;104;LITRO;SI;20;LITRO;AZUL;234;LITRO;AZUL;182;LITRO;AMARILLO; ; ; ; ; ;ROSA;9247; ; ; ;TOTAL NACIONAL;0
17045001092280013;PICHINCHA;01;09228;0013;2;ROSA;3;BAJO INVERNADERO;4;1;1;100000;1100000;FULL TABACO;3557;300;95;5;1;1;1;1;SI;1; ; ; ;100; ; ;SI;SI; ; ;500;KILOGRAMO; ; ;SI;150;KILOGRAMO;500;KILOGRAMO;365;KILOGRAMO;300;KILOGRAMO;SI;SI;40;LITRO;SI;8;LITRO;AZUL;90;LITRO;AZUL;70;LITRO;AMARILLO; ; ; ; ; ;ROSA;3557; ; ; ;TOTAL NACIONAL;0
17045001092340003;PICHINCHA;01;09234;0003;1;ROSA;1;BAJO INVERNADERO;4;,35;,35;35000;105000;BONCHE;4200;25;100; ;1;1;1;1;SI;,35; ; ; ;100; ; ;SI;SI;30;QUINTAL; ; ; ; ;SI;200;KILOGRAMO;250;KILOGRAMO;120;KILOGRAMO;80;KILOGRAMO;SI;NO; ; ;SI;15;LITRO;AMARILLO;20;LITRO;AZUL;28;KILOGRAMO;AMARILLO; ; ; ; ; ;ROSA; ; ;4200; ;TOTAL NACIONAL;11,7230512152925
17045001092340003;PICHINCHA;01;09234;0003;2;ROSA;3;BAJO INVERNADERO;2;,25;,25;70000;192000;BONCHE;7460;25;100; ;1;1;1;1;SI;,25; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;62;KILOGRAMO;62;KILOGRAMO;62;KILOGRAMO;62;KILOGRAMO;SI;NO; ; ;SI;30;LITRO;AZUL;30;LITRO;AZUL;40;LITRO;AZUL; ; ; ; ; ;ROSA; ; ;7460; ;TOTAL NACIONAL;64,4481888762666
17045001092340007;PICHINCHA;01;09234;0007;1;ROSA;1;BAJO INVERNADERO;2;,17;,17;17000;51000;BONCHE;1979;25;100; ;1;1;1;2;SI;,1; ; ; ;100; ; ;SI;SI;40;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;ROSA; ; ;1979; ;TOTAL NACIONAL;64,2048696879625
17045001092340009;PICHINCHA;01;09234;0009;1;ROSA;1;BAJO INVERNADERO;2;,25;,25;20000;192000;BONCHE;7450;25;100; ;1;1;1;1;SI;,25; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;62;KILOGRAMO;62;KILOGRAMO;62;KILOGRAMO;62;KILOGRAMO;SI;NO; ; ;SI;12;LITRO;AZUL;12;LITRO;AZUL;40;LITRO;AZUL;60;LITRO;VERDE; ;2;ROSA; ; ;7450; ;TOTAL NACIONAL;70,2124989372494
17045001092340013;PICHINCHA;01;09234;0013;1;ROSA;1;BAJO INVERNADERO;2;,12;,12;12000;103200;BONCHE;4004;25;100; ;1;1;1;1;SI;,12; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;30;KILOGRAMO;30;KILOGRAMO;25;KILOGRAMO;SI;NO; ; ;SI;6;LITRO;AZUL;6;LITRO;AZUL;9;LITRO;AZUL;8;LITRO;VERDE;2; ;ROSA; ; ;4004; ;TOTAL NACIONAL;4,55896436150264
17045001092340023;PICHINCHA;01;09234;0023;1;ROSA;2;BAJO INVERNADERO;3;,19;,19;18000;105600;BONCHE;4013;25;100; ;1;1;1;1;SI;,19; ; ; ;100; ; ;SI;SI;800;LIBRA; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;SI;12;LITRO;SI; ; ; ;1;LITRO;AMARILLO;36;LITRO;AMARILLO; ; ; ;1; ;ROSA; ; ;4013; ;TOTAL NACIONAL;85,0811603177476
17025001094700001;PICHINCHA;01;09470;0001;1;ROSA;4;BAJO INVERNADERO;0;6; ;540000; ; ; ; ; ; ;1;1;1;1;SI;6; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;20510;KILOGRAMO; ; ;6750;KILOGRAMO;SI;NO; ; ;SI; ; ; ;63;KILOGRAMO;AMARILLO;168;KILOGRAMO;AMARILLO;1;LITRO;ROJO; ; ;ROSA; ; ; ; ;TOTAL NACIONAL;6,62135634411756
17025001095050001;PICHINCHA;01;09505;0001;1;ROSA;1;BAJO INVERNADERO;9;11;11;850000;11900000;BOUQUET;942083;12; ;100;1;1;1;1;SI;11; ; ; ;100; ; ;SI;SI; ; ;836880;KILOGRAMO; ; ;SI;52756;KILOGRAMO;59840,55;KILOGRAMO;4027,1;KILOGRAMO;4153,6;KILOGRAMO;SI;SI;345,4;LITRO;SI; ; ; ;198;KILOGRAMO;AZUL;216,8;KILOGRAMO;AZUL; ; ; ; ; ;ROSA; ; ; ;942083;TOTAL NACIONAL;0
