Identificador;ual_prov;ual_estr;ual_segm;al_ncues;ct_numl;rc_clacul;ct_numt;ct_k504;ct_k505;ct_prepa_suelo;ct_k506;ct_k507;ct_k508;ct_k509;ct_k510ha;ct_k511ha;ct_k512;ct_k516;ct_k517;ct_k518;ct_k520;ct_afecta_prod;ct_k522;ct_k523;ct_k524;ct_k526;ct_venmernac;ct_venmerint;ct_vencenacop;ct_rdproven1;ct_rdproven2;ct_rdproven3;ct_rdproven4;ct_rdproven5;ct_rdproven6;ct_sdrenaje;ct_psdrenaje;ct_presueuti;ct_riego;ct_superf_regada_ha;ct_porc_surc;ct_porc_aspe;ct_porc_micr;ct_porc_gote;ct_porc_nebu;ct_porc_otro;ct_aferti;ct_forg;ct_cant1_fo;ct_umed1_fo;ct_cant2_fo;ct_umed2_fo;ct_cant3_fo;ct_umed3_fo;ct_fqui;ct_cantidad_npk_fq;ct_umed_npk_fq;ct_cantidad_nit_fq;ct_umed_nit_fq;ct_cantidad_fq;ct_umed_fq;ct_cantidad_pot_fq;ct_umed_pot_fq;ct_apliplagui;ct_porg;ct_cantidad_po;ct_umed_po;ct_pqui;ct_cantidad_her_pq;ct_umed_her_pq;ct_color_her_pq;ct_cantidad_ins_pq;ct_umed_ins_pq;ct_color_ins_pq;ct_cantidad_fun_pq;ct_umed_fun_pq;ct_color_fun_pq;ct_cantidad_pq;ct_umed_pq;ct_color_pq;ct_trabocacont;ct_trabfami;ct_piensasem_int;ct_supersem_int;ct_supersemha_int;ct_messiem_int;ct_condcult_int;ct_codcultiv1_int;ct_codcultiv2_int;ct_prod;ct_nclavr;ct_trs;ct_trc;ct_tro;ct_znd;ct_tn;superdida;ct_sequia;ct_helada;ct_plagas;ct_enfermedades;ct_inundacion;ct_otra;ct_secomun;ct_semejorada;ct_secertificada;ct_sehibrinac;ct_sehibrinter;ct_sriego;su_fertilizada;su_plaguicidas;Ventas;ct_nuevacondicion;fact_exp_fin
01055201014050001; AZUAY;01;01405;0001;2;PAPA;2;1; ;2;1;5;25;10;,07;,07; ;6;QUINTAL;100;TUBERCULO FRESCO;6;5;QUINTAL;100;TUBERCULO FRESCO;100; ;2;,8; ; ; ;,2; ;2; ;3;NO; ; ; ; ; ; ; ;SI;SI;6;QUINTAL; ; ; ; ;SI;2;QUINTAL; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;,07;,07;OCTUBRE;1;PAPA; ;,272727272727273;PAPA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,07; ; ; ; ; ;,07; ;,227272727272727;SOLO;92,5388695331489
01055201016620002; AZUAY;01;01662;0002;1;PAPA;4;1; ;2;1;12;24;5;,04;,04; ;3,5;SACO;80;TUBERCULO FRESCO;6;1,5;SACO;80;TUBERCULO FRESCO;100; ;2;1,6; ; ; ;,4; ;2; ;4;NO; ; ; ; ; ; ; ;SI;SI;1;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;,04;,04;MARZO;1;PAPA; ;,127272727272727;PAPA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,04; ; ; ; ; ;,04; ;,0545454545454545;SOLO;289,539521349235
01055201016620002; AZUAY;01;01662;0002;2;PAPA;4;1; ;2;1;5;25;10;,04;,04; ;3,5;SACO;80;TUBERCULO FRESCO;6;1,5;SACO;80;TUBERCULO FRESCO;100; ;2;1,6; ; ; ;,4; ;2; ;4;NO; ; ; ; ; ; ; ;SI;SI;1;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;,04;,04;OCTUBRE;1;PAPA; ;,127272727272727;PAPA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,04; ; ; ; ; ;,04; ;,0545454545454545;SOLO;289,539521349235
01056201016780002; AZUAY;01;01678;0002;1;PAPA;3;1; ;2;1;10;24;3;,2;,2; ;15;SACA;140;TUBERCULO FRESCO;6;13;SACA;140;TUBERCULO FRESCO;100; ;2;1,5; ; ; ;,5; ;2; ;3;SI;,2; ; ; ; ; ;100;SI;SI;4;QUINTAL; ; ; ; ;SI;2;QUINTAL; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,01;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;,2;,2;ENERO;1;PAPA; ;,954545454545455;PAPA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,2; ; ; ; ;,2;,2;,2;,827272727272727;SOLO;64,179877855521
01056201016780002; AZUAY;01;01678;0002;2;PAPA;3;1; ;2;1;3;25;8;,2;,2; ;15;SACA;140;TUBERCULO FRESCO;6;13;SACA;140;TUBERCULO FRESCO;100; ;2;1,5; ; ; ;,5; ;2; ;3;SI;,2; ; ; ; ; ;100;SI;SI;4;QUINTAL; ; ; ; ;SI;2;QUINTAL; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,01;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;,2;,2;JUNIO;1;PAPA; ;,954545454545455;PAPA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,2; ; ; ; ;,2;,2;,2;,827272727272727;SOLO;64,179877855521
01056201019480001; AZUAY;01;01948;0001;1;PAPA;1;1; ;2;1;10;24;4;,11;,11; ;8;QUINTAL;100;TUBERCULO FRESCO;6;7;QUINTAL;100;TUBERCULO FRESCO;100; ;2;,8; ; ; ;,2; ;2; ;3;NO; ; ; ; ; ; ; ;SI;SI;2;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,01;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;,11;,11;OCTUBRE;1;PAPA; ;,363636363636364;PAPA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,11; ; ; ; ; ;,11;,11;,318181818181818;SOLO;74,9982026646729
01056201019480001; AZUAY;01;01948;0001;2;PAPA;1;1; ;2;1;4;25;10;,11;,11; ;7,5;QUINTAL;100;TUBERCULO FRESCO;6;6;QUINTAL;100;TUBERCULO FRESCO;100; ;2;1,3; ; ; ;,2; ;2; ;3;NO; ; ; ; ; ; ; ;SI;SI;3;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,01;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;,11;,11;ABRIL;1;PAPA; ;,340909090909091;PAPA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,11; ; ; ; ; ;,11;,11;,272727272727273;SOLO;74,9982026646729
01056201019480001; AZUAY;01;01948;0001;3;PAPA;3;1; ;2;1;10;24;4;,2;,2; ;13;QUINTAL;100;TUBERCULO FRESCO;6;11;QUINTAL;100;TUBERCULO FRESCO;100; ;2;1,5; ; ; ;,5; ;2; ;3;NO; ; ; ; ; ; ; ;SI;SI;6;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,02;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;,2;,2;OCTUBRE;1;PAPA; ;,590909090909091;PAPA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,2; ; ; ; ; ;,2;,2;,5;SOLO;61,160038721678
01056201019480001; AZUAY;01;01948;0001;4;PAPA;3;1; ;2;1;4;25;10;,2;,2; ;15;QUINTAL;100;TUBERCULO FRESCO;6;13;QUINTAL;100;TUBERCULO FRESCO;100; ;2;1,5; ; ; ;,5; ;2; ;3;NO; ; ; ; ; ; ; ;SI;SI;6;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,02;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;,2;,2;ABRIL;1;PAPA; ;,681818181818182;PAPA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,2; ; ; ; ; ;,2;,2;,590909090909091;SOLO;61,160038721678
01056201019480001; AZUAY;01;01948;0001;5;PAPA;4;1; ;2;1;10;24;4;,4;,4; ;25;QUINTAL;100;TUBERCULO FRESCO;6;22;QUINTAL;100;TUBERCULO FRESCO;100; ;2;1,5; ; ; ;1,5; ;2; ;3;NO; ; ; ; ; ; ; ;SI;SI;13;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,03;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;,4;,4;OCTUBRE;1;PAPA; ;1,13636363636364;PAPA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,4; ; ; ; ; ;,4;,4;1;SOLO;48,4169812777689
01056201019480001; AZUAY;01;01948;0001;6;PAPA;4;1; ;2;1;4;25;10;,4;,4; ;25;QUINTAL;100;TUBERCULO FRESCO;6;22;QUINTAL;100;TUBERCULO FRESCO;100; ;2;1,5; ; ; ;1,5; ;2; ;3;NO; ; ; ; ; ; ; ;SI;SI;13;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,03;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;,4;,4;ABRIL;1;PAPA; ;1,13636363636364;PAPA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,4; ; ; ; ; ;,4;,4;1;SOLO;48,4169812777689
01056201019480002; AZUAY;01;01948;0002;1;PAPA;1;1; ;2;1;10;24;4;,7;,7; ;50;QUINTAL;100;TUBERCULO FRESCO;6;47;QUINTAL;100;TUBERCULO FRESCO;100; ;2;2; ; ; ;1; ;2; ;3;NO; ; ; ; ; ; ; ;SI;SI;15;QUINTAL; ; ; ; ;SI; ; ;2,5;QUINTAL; ; ; ; ;SI;NO; ; ;SI; ; ; ;,02;LITRO;AMARILLO; ; ; ; ; ; ; ;3;1;,7;,7;OCTUBRE;1;PAPA; ;2,27272727272727;PAPA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,7; ; ; ; ; ;,7;,7;2,13636363636364;SOLO;39,736721538261
01056201019480002; AZUAY;01;01948;0002;2;PAPA;1;1; ;2;1;5;25;10;,7;,7; ;50;QUINTAL;100;TUBERCULO FRESCO;6;47;QUINTAL;100;TUBERCULO FRESCO;100; ;2;2; ; ; ;1; ;2; ;3;NO; ; ; ; ; ; ; ;SI;SI;15;QUINTAL; ; ; ; ;SI; ; ;2,5;QUINTAL; ; ; ; ;SI;NO; ; ;SI; ; ; ;,02;LITRO;AMARILLO; ; ; ; ; ; ; ;3;1;,7;,7;MAYO;1;PAPA; ;2,27272727272727;PAPA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,7; ; ; ; ; ;,7;,7;2,13636363636364;SOLO;39,736721538261
01056201019480003; AZUAY;01;01948;0003;1;PAPA;1;1; ;2;1;12;24;5;,2;,2; ;10;SACA;140;TUBERCULO FRESCO;2;9;SACA;140;TUBERCULO FRESCO;100; ;2;,3; ; ; ;,7; ;2; ;3;SI;,2; ; ; ; ; ;100;SI;SI;2;QUINTAL; ; ; ; ;SI;,75;QUINTAL; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,02;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;,2;,2;MAYO;1;PAPA; ;,636363636363636;PAPA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,2; ; ; ; ;,2;,2;,2;,572727272727273;SOLO;63,3834367652767
01056201019480003; AZUAY;01;01948;0003;2;PAPA;1;1; ;2;1;5;25;10;,2;,2; ;12;SACA;140;TUBERCULO FRESCO;6;11;SACA;140;TUBERCULO FRESCO;100; ;2;,3; ; ; ;,7; ;2; ;3;SI;,2; ; ; ; ; ;100;SI;SI;2;QUINTAL; ; ; ; ;SI;,75;QUINTAL; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,02;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;,2;,2;OCTUBRE;1;PAPA; ;,763636363636364;PAPA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,2; ; ; ; ;,2;,2;,2;,7;SOLO;63,3834367652767
01056201022750001; AZUAY;01;02275;0001;1;PAPA;1;1; ;2;1;11;24;3;,35;,35; ;30;QUINTAL;100;TUBERCULO FRESCO;6;26;QUINTAL;100;TUBERCULO FRESCO;100; ;2;1; ; ;1;2; ;2; ;3;NO; ; ; ; ; ; ; ;SI;SI;10;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,42;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;,35;,35;NOVIEMBRE;1;PAPA; ;1,36363636363636;PAPA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,35; ; ; ; ; ;,35;,35;1,18181818181818;SOLO;73,8367260747333
01056201022750001; AZUAY;01;02275;0001;2;PAPA;1;1; ;2;1;3;25;7;,35;,35; ;35;QUINTAL;100;TUBERCULO FRESCO;6;31;QUINTAL;100;TUBERCULO FRESCO;100; ;2;1; ; ;1;2; ;2; ;3;NO; ; ; ; ; ; ; ;SI;SI;10;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,42;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;,35;,35;MARZO;1;PAPA; ;1,59090909090909;PAPA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,35; ; ; ; ; ;,35;,35;1,40909090909091;SOLO;73,8367260747333
01056201022750001; AZUAY;01;02275;0001;3;PAPA;1;1; ;2;1;7;25;11;,35;,35; ;32;QUINTAL;100;TUBERCULO FRESCO;6;28;QUINTAL;100;TUBERCULO FRESCO;100; ;2;1; ; ;1;2; ;2; ;3;NO; ; ; ; ; ; ; ;SI;SI;10;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,42;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;,35;,35;JULIO;1;PAPA; ;1,45454545454545;PAPA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,35; ; ; ; ; ;,35;,35;1,27272727272727;SOLO;73,8367260747333
01056201022750001; AZUAY;01;02275;0001;4;MAIZ SUAVE SECO (MAZORCA);2;1; ;2;1;10;24;6;,16;,16; ;2;QUINTAL;100;MAZORCA;6; ; ; ; ; ; ; ;1,8; ; ; ;,2; ;2; ;3;NO; ; ; ; ; ; ; ;SI;SI;2;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;,16;,16;OCTUBRE;1;MAIZ SUAVE SECO (MAZORCA); ;,0590909090909091;MAIZ SUAVE SECO (GRANO SECO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,16; ; ; ; ; ;,16; ; ;SOLO;25,3035971379704
01056201022750001; AZUAY;01;02275;0001;5;ARVEJA TIERNA (VAINA);3;1; ;2;1;11;24;3;,15;,15; ;4;QUINTAL;100;VAINA;6;3;QUINTAL;100;VAINA;100; ;2;1; ; ; ; ; ;2; ;3;NO; ; ; ; ; ; ; ;SI;SI;5;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ; ; ; ; ; ; ;,07;LITRO;AZUL; ; ;1;,15;,15;MARZO;1;ARVEJA TIERNA (VAINA); ;,181818181818182;ARVEJA TIERNA (VAINA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,15; ; ; ; ; ;,15;,15;,136363636363636;SOLO;78,8144828887603
01056201022750001; AZUAY;01;02275;0001;6;ARVEJA TIERNA (VAINA);3;1; ;2;1;3;25;7;,15;,15; ;3,5;QUINTAL;100;VAINA;6;3;QUINTAL;100;VAINA;100; ;2;,5; ; ; ; ; ;2; ;3;NO; ; ; ; ; ; ; ;SI;SI;5;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ; ; ; ; ; ; ;,07;LITRO;AZUL; ; ;1;,15;,15;JULIO;1;ARVEJA TIERNA (VAINA); ;,159090909090909;ARVEJA TIERNA (VAINA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,15; ; ; ; ; ;,15;,15;,136363636363636;SOLO;78,8144828887603
01056201022750001; AZUAY;01;02275;0001;7;ARVEJA TIERNA (VAINA);3;1; ;2;1;7;25;11;,15;,15; ;4;QUINTAL;100;VAINA;6;3;QUINTAL;100;VAINA;100; ;2;1; ; ; ; ; ;2; ;3;NO; ; ; ; ; ; ; ;SI;SI;5;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ; ; ; ; ; ; ;,07;LITRO;AZUL; ; ;1;,15;,15;NOVIEMBRE;1;ARVEJA TIERNA (VAINA); ;,181818181818182;ARVEJA TIERNA (VAINA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,15; ; ; ; ; ;,15;,15;,136363636363636;SOLO;78,8144828887603
01056201022750001; AZUAY;01;02275;0001;8;MELLOCO;4;1; ;2;1;12;24;6;,2;,2; ;8;QUINTAL;100;TUBERCULO FRESCO;6;6;QUINTAL;100;TUBERCULO FRESCO;100; ;2;1; ; ; ;1; ;2; ;3;NO; ; ; ; ; ; ; ;SI;SI;7;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,2;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;,2;,2;JUNIO;1;MELLOCO; ;,363636363636364;OTROS TRANSITORIOS;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,2; ; ; ; ; ;,2;,2;,272727272727273;SOLO;18,2932562915491
01056201022750001; AZUAY;01;02275;0001;9;MELLOCO;4;1; ;2;1;6;25;12;,2;,2; ;9;QUINTAL;100;TUBERCULO FRESCO;6;7;QUINTAL;100;TUBERCULO FRESCO;100; ;2;1; ; ; ;1; ;2; ;3;NO; ; ; ; ; ; ; ;SI;SI;7;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,2;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;,2;,2;DICIEMBRE;1;MELLOCO; ;,409090909090909;OTROS TRANSITORIOS;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,2; ; ; ; ; ;,2;,2;,318181818181818;SOLO;18,2932562915491
01056201022750001; AZUAY;01;02275;0001;10;MAIZ SUAVE SECO (MAZORCA);5;1; ;2;1;11;24;7;,15;,15; ;2;QUINTAL;100;MAZORCA;6; ; ; ; ; ; ; ;1; ; ; ;1; ;2; ;3;NO; ; ; ; ; ; ; ;SI;SI;2;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;,15;,15;OCTUBRE;1;MAIZ SUAVE SECO (MAZORCA); ;,0590909090909091;MAIZ SUAVE SECO (GRANO SECO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,15; ; ; ; ; ;,15; ; ;SOLO;3,7609718150426
01056201022750003; AZUAY;01;02275;0003;1;PAPA;2;1; ;2;1;9;24;2;,2;,2; ;17;QUINTAL;100;TUBERCULO FRESCO;6;15;QUINTAL;100;TUBERCULO FRESCO;100; ;2;1; ; ; ;1; ;2; ;3;NO; ; ; ; ; ; ; ;SI;SI;6;QUINTAL; ; ; ; ;SI;1;QUINTAL; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,05;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;,2;,2;DICIEMBRE;1;PAPA; ;,772727272727273;PAPA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,2; ; ; ; ; ;,2;,2;,681818181818182;SOLO;93,3329402630056
01056201022750003; AZUAY;01;02275;0003;2;PAPA;2;1; ;2;1;2;25;7;,2;,2; ;19;QUINTAL;100;TUBERCULO FRESCO;6;17;QUINTAL;100;TUBERCULO FRESCO;100; ;2;1; ; ; ;1; ;2; ;3;NO; ; ; ; ; ; ; ;SI;SI;6;QUINTAL; ; ; ; ;SI;1;QUINTAL; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,05;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;,2;,2;MAYO;1;PAPA; ;,863636363636364;PAPA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,2; ; ; ; ; ;,2;,2;,772727272727273;SOLO;93,3329402630056
01056201022750003; AZUAY;01;02275;0003;3;PAPA;2;1; ;2;1;7;25;12;,2;,2; ;16;QUINTAL;100;TUBERCULO FRESCO;6;14;QUINTAL;100;TUBERCULO FRESCO;100; ;2;1; ; ; ;1; ;2; ;3;NO; ; ; ; ; ; ; ;SI;SI;6;QUINTAL; ; ; ; ;SI;1;QUINTAL; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,05;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;,2;,2;DICIEMBRE;1;PAPA; ;,727272727272727;PAPA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,2; ; ; ; ; ;,2;,2;,636363636363636;SOLO;93,3329402630056
01056201022750005; AZUAY;01;02275;0005;1;MAIZ SUAVE SECO (GRANO SECO);2;1; ;2;1;11;24;7;,35;,35; ;3;QUINTAL;100;GRANO SECO;6;2;QUINTAL;100;GRANO SECO;100; ;2;,5; ; ; ;,5; ;2; ;3;NO; ; ; ; ; ; ; ;SI;SI;4;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;,35;,35;OCTUBRE;1;MAIZ SUAVE SECO (GRANO SECO); ;,136363636363636;MAIZ SUAVE SECO (GRANO SECO);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,35; ; ; ; ; ;,35; ;,0909090909090909;SOLO;83,6737216834057
01056201022750005; AZUAY;01;02275;0005;2;PAPA;4;1; ;2;1;10;24;3;,1;,1; ;9;QUINTAL;100;TUBERCULO FRESCO;6;7;QUINTAL;100;TUBERCULO FRESCO;100; ;2;1; ; ; ;1; ;2; ;3;NO; ; ; ; ; ; ; ;SI;SI;2;QUINTAL; ; ; ; ;SI; ; ;,5;QUINTAL; ; ; ; ;SI;NO; ; ;SI; ; ; ;,04;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;,1;,1;MARZO;1;PAPA; ;,409090909090909;PAPA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,1; ; ; ; ; ;,1;,1;,318181818181818;SOLO;50,5242316623737
01056201022750005; AZUAY;01;02275;0005;3;PAPA;4;1; ;2;1;4;25;8;,1;,1; ;9;QUINTAL;100;TUBERCULO FRESCO;6;7;QUINTAL;100;TUBERCULO FRESCO;100; ;2;1; ; ; ;1; ;2; ;3;NO; ; ; ; ; ; ; ;SI;SI;2;QUINTAL; ; ; ; ;SI; ; ;,5;QUINTAL; ; ; ; ;SI;NO; ; ;SI; ; ; ;,04;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;,1;,1;AGOSTO;1;PAPA; ;,409090909090909;PAPA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,1; ; ; ; ; ;,1;,1;,318181818181818;SOLO;50,5242316623737
01056201022750005; AZUAY;01;02275;0005;4;PAPA;4;1; ;2;1;8;25;12;,1;,1; ;8;QUINTAL;100;TUBERCULO FRESCO;6;6;QUINTAL;100;TUBERCULO FRESCO;100; ;2;1; ; ; ;1; ;2; ;3;NO; ; ; ; ; ; ; ;SI;SI;2;QUINTAL; ; ; ; ;SI; ; ;,5;QUINTAL; ; ; ; ;SI;NO; ; ;SI; ; ; ;,04;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;,1;,1;DICIEMBRE;1;PAPA; ;,363636363636364;PAPA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,1; ; ; ; ; ;,1;,1;,272727272727273;SOLO;50,5242316623737
01056201022750005; AZUAY;01;02275;0005;5;ARVEJA TIERNA (VAINA);5;1; ;2;1;9;24;1;,15;,15; ;5;QUINTAL;100;VAINA;6;4;QUINTAL;100;VAINA;100; ;2;1; ; ; ; ; ;2; ;3;NO; ; ; ; ; ; ; ;SI;SI;2;QUINTAL; ; ; ; ;SI;,5;QUINTAL; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,02;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;,15;,15;ENERO;1;ARVEJA TIERNA (VAINA); ;,227272727272727;ARVEJA TIERNA (VAINA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,15; ; ; ; ; ;,15;,15;,181818181818182;SOLO;88,7146881077694
01056201022750005; AZUAY;01;02275;0005;6;ARVEJA TIERNA (VAINA);5;1; ;2;1;1;25;5;,15;,15; ;6;QUINTAL;100;VAINA;6;5;QUINTAL;100;VAINA;100; ;2;1; ; ; ; ; ;2; ;3;NO; ; ; ; ; ; ; ;SI;SI;2;QUINTAL; ; ; ; ;SI;,5;QUINTAL; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,02;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;,15;,15;MAYO;1;ARVEJA TIERNA (VAINA); ;,272727272727273;ARVEJA TIERNA (VAINA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,15; ; ; ; ; ;,15;,15;,227272727272727;SOLO;88,7146881077694
01056201022750005; AZUAY;01;02275;0005;7;ARVEJA TIERNA (VAINA);5;1; ;2;1;5;25;9;,15;,15; ;5;QUINTAL;100;VAINA;6;4;QUINTAL;100;VAINA;100; ;2;1; ; ; ; ; ;2; ;3;NO; ; ; ; ; ; ; ;SI;SI;2;QUINTAL; ; ; ; ;SI;,5;QUINTAL; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,02;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;,15;,15;SEPTIEMBRE;1;ARVEJA TIERNA (VAINA); ;,227272727272727;ARVEJA TIERNA (VAINA);REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,15; ; ; ; ; ;,15;,15;,181818181818182;SOLO;88,7146881077694
