Identificador;ual_prov;ual_estr;ual_segm;al_ncues;ct_numl;rc_clacul;ct_numt;ct_k504;ct_k505;ct_prepa_suelo;ct_k506;ct_k507;ct_k508;ct_k509;ct_k510ha;ct_k511ha;ct_k512;ct_k516;ct_k517;ct_k518;ct_k520;ct_afecta_prod;ct_k522;ct_k523;ct_k524;ct_k526;ct_venmernac;ct_venmerint;ct_vencenacop;ct_rdproven1;ct_rdproven2;ct_rdproven3;ct_rdproven4;ct_rdproven5;ct_rdproven6;ct_sdrenaje;ct_psdrenaje;ct_presueuti;ct_riego;ct_superf_regada_ha;ct_porc_surc;ct_porc_aspe;ct_porc_micr;ct_porc_gote;ct_porc_nebu;ct_porc_otro;ct_aferti;ct_forg;ct_cant1_fo;ct_umed1_fo;ct_cant2_fo;ct_umed2_fo;ct_cant3_fo;ct_umed3_fo;ct_fqui;ct_cantidad_npk_fq;ct_umed_npk_fq;ct_cantidad_nit_fq;ct_umed_nit_fq;ct_cantidad_fq;ct_umed_fq;ct_cantidad_pot_fq;ct_umed_pot_fq;ct_apliplagui;ct_porg;ct_cantidad_po;ct_umed_po;ct_pqui;ct_cantidad_her_pq;ct_umed_her_pq;ct_color_her_pq;ct_cantidad_ins_pq;ct_umed_ins_pq;ct_color_ins_pq;ct_cantidad_fun_pq;ct_umed_fun_pq;ct_color_fun_pq;ct_cantidad_pq;ct_umed_pq;ct_color_pq;ct_trabocacont;ct_trabfami;ct_piensasem_int;ct_supersem_int;ct_supersemha_int;ct_messiem_int;ct_condcult_int;ct_codcultiv1_int;ct_codcultiv2_int;ct_prod;ct_nclavr;ct_trs;ct_trc;ct_tro;ct_znd;ct_tn;superdida;ct_sequia;ct_helada;ct_plagas;ct_enfermedades;ct_inundacion;ct_otra;ct_secomun;ct_semejorada;ct_secertificada;ct_sehibrinac;ct_sehibrinter;ct_sriego;su_fertilizada;su_plaguicidas;Ventas;ct_nuevacondicion;fact_exp_fin
13125003017390010;MANABÍ;03;01739;0010;4;MAIZ DURO SECO (GRANO SECO);9;1; ;1;3;1;25;6;4;4; ;300;QUINTAL;100;GRANO SECO;3;300;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;500;KILOGRAMO;300;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;8;LITRO;AZUL;4;LITRO;VERDE;1,5;LITRO;AZUL; ; ; ; ; ;1;4;4;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;13,6363636363636;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;4; ; ; ;4;4;13,6363636363636;SOLO;40,1996820929235
13125003017390011;MANABÍ;03;01739;0011;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;3;1;25;6;8,82;8,82; ;1000;QUINTAL;100;GRANO SECO;3;1000;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;1400;KILOGRAMO;500;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;20;LITRO;AZUL;13;LITRO;VERDE; ; ; ; ; ; ; ; ;1;12,5;8,82;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;45,4545454545455;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;8,82; ; ; ;8,82;8,82;45,4545454545455;SOLO;57,2658621734834
13125003017390011;MANABÍ;03;01739;0011;2;MAIZ DURO SECO (GRANO SECO);2;1; ;1;3;1;25;6;2,4625;2,4625; ;280;QUINTAL;100;GRANO SECO;3;280;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;400;KILOGRAMO;150;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;7;LITRO;AZUL;3,5;LITRO;VERDE; ; ; ; ; ; ; ; ;1;3,49;2,4625;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;12,7272727272727;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;2,4625; ; ; ;2,4625;2,4625;12,7272727272727;SOLO;24,7084983859393
13125003017390011;MANABÍ;03;01739;0011;3;MAIZ DURO SECO (GRANO SECO);4;1; ;1;3;1;25;6;3,3163;3,3163; ;360;QUINTAL;100;GRANO SECO;3;360;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;500;KILOGRAMO;200;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;9;LITRO;AZUL;4,5;LITRO;VERDE; ; ; ; ; ; ; ; ;1;4,7;3,3163;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;16,3636363636364;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;3,3163; ; ; ;3,3163;3,3163;16,3636363636364;SOLO;119,451745365179
13125003017390012;MANABÍ;03;01739;0012;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;3;1;25;6;2,1097;2,1097; ;210;QUINTAL;100;GRANO SECO;3;210;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;450;KILOGRAMO;150;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;6;LITRO;AZUL;3;LITRO;VERDE;3;LIBRA;AZUL; ; ; ; ; ;1;2,99;2,1097;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;9,54545454545454;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;2,1097; ; ; ;2,1097;2,1097;9,54545454545454;SOLO;35,7108471555668
13125003017390012;MANABÍ;03;01739;0012;2;MAIZ DURO SECO (GRANO SECO);3;1; ;1;3;1;25;6;2,6107;2,6107; ;210;QUINTAL;100;GRANO SECO;3;210;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;1000;KILOGRAMO;200;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;8;LITRO;AZUL;4;LITRO;VERDE;4;LIBRA;AZUL; ; ; ; ; ;1;3,7;2,6107;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;9,54545454545454;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;2,6107; ; ; ;2,6107;2,6107;9,54545454545454;SOLO;37,1364307366336
13125003017390013;MANABÍ;03;01739;0013;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;3;1;25;6;3,9584;3,9584; ;350;QUINTAL;100;GRANO SECO;3;300;QUINTAL;100;GRANO SECO;100; ;2; ; ; ;50; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;550;KILOGRAMO;250;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;12;LITRO;AZUL;6;LITRO;VERDE;6;KILOGRAMO;AZUL; ; ; ; ;0;1;5,61;3,9584;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;15,9090909090909;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;3,9584; ; ; ;3,9584;3,9584;13,6363636363636;SOLO;77,6639702170833
13125003017390013;MANABÍ;03;01739;0013;2;MAIZ DURO SECO (GRANO SECO);4;1; ;1;3;1;25;6;3,8526;3,147;5;340;QUINTAL;100;GRANO SECO;3;340;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;600;KILOGRAMO;350;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;12;LITRO;AZUL;6;LITRO;VERDE;6;KILOGRAMO;AZUL; ; ; ; ; ;1;5,4;3,8102;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;15,4545454545455;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;,7056; ; ; ; ;,7056; ; ; ;3,8526; ; ; ;3,8526;3,8526;15,4545454545455;SOLO;61,3115206875807
13125003017390014;MANABÍ;03;01739;0014;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;3;1;25;6;5,6307;5,6307; ;640;QUINTAL;100;GRANO SECO;3;640;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;1000;KILOGRAMO;500;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;16;LITRO;AZUL;10;LITRO;VERDE;6;LIBRA;AZUL; ; ; ;15; ;1;7,98;5,6307;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;29,0909090909091;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;5,6307; ; ; ;5,6307;5,6307;29,0909090909091;SOLO;56,0921927909167
13125003017390015;MANABÍ;03;01739;0015;1;MAIZ DURO SECO (GRANO SECO);2;1; ;1;3;1;25;7;,7056;,7056; ;55;QUINTAL;100;GRANO SECO;2;15;QUINTAL;100;GRANO SECO;100; ;2; ;30; ;10; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;50;KILOGRAMO;350;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;1;LITRO;AMARILLO;,5;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;1;,7056;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;2,5;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,7056; ; ; ;,7056;,7056;,681818181818182;SOLO;47,7032921778667
13125003017390016;MANABÍ;03;01739;0016;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;3;1;25;6;4,99;4,99; ;500;QUINTAL;100;GRANO SECO;3;480;QUINTAL;100;GRANO SECO;100; ;2; ; ; ;20; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;1000;KILOGRAMO;250;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;10;LITRO;VERDE;5;LITRO;VERDE;4;LITRO;ROJO; ; ; ; ; ;1;4,99;4,99;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;22,7272727272727;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;4,99; ; ; ;4,99;4,99;21,8181818181818;SOLO;59,2457318983448
13125003017390017;MANABÍ;03;01739;0017;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;3;1;25;6;1,4112;1,4112; ;150;QUINTAL;100;GRANO SECO;3;140;QUINTAL;100;GRANO SECO;100; ;2; ; ; ;10; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;400;KILOGRAMO;100;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;6;LITRO;AZUL;4;LITRO;VERDE;1;LIBRA;AZUL; ; ; ; ; ;1;2;1,4112;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;6,81818181818182;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;1,4112; ; ; ;1,4112;1,4112;6,36363636363636;SOLO;134,742399542018
13125003017390018;MANABÍ;03;01739;0018;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;3;1;25;6;4,9392;4,9392; ;580;QUINTAL;100;GRANO SECO;3;550;QUINTAL;100;GRANO SECO;100; ;2; ; ; ;30; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;800;KILOGRAMO;200;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;14;LITRO;AZUL;7;LITRO;VERDE;7;LITRO;AZUL; ; ; ; ; ;1;7;4,9392;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;26,3636363636364;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;4,9392; ; ; ;4,9392;4,9392;25;SOLO;62,1362280969445
13125003017390018;MANABÍ;03;01739;0018;2;MAIZ DURO SECO (GRANO SECO);2;1; ;1;1;2;25;6;1,136;1,136; ;25;QUINTAL;100;GRANO SECO;3;20;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ;5; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;100;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;2;LITRO;AZUL;2;LITRO;VERDE;2;LITRO;AZUL; ; ; ; ; ;1;1,61;1,136;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;1,13636363636364;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;1,136; ; ; ; ; ;1,136;1,136;,909090909090909;SOLO;65,6051781812066
13125003017390019;MANABÍ;03;01739;0019;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;3;1;25;6;1,7217;1,4041;5;170;QUINTAL;100;GRANO SECO;3;170;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;200;KILOGRAMO;100;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;4;LITRO;VERDE;2;LITRO;VERDE;2;KILOGRAMO;AZUL; ; ; ; ; ;1;2,99;2,1097;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;7,72727272727273;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;,3176; ; ; ; ;,3176; ; ; ;1,7217; ; ; ;1,7217;1,7217;7,72727272727273;SOLO;64,034596586768
13125003017390020;MANABÍ;03;01739;0020;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;3;1;25;6;1,1572;1,1572; ;135;QUINTAL;100;GRANO SECO;3;125;QUINTAL;100;GRANO SECO;100; ;2; ; ; ;10; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;200;KILOGRAMO;50;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;2;LITRO;AZUL;1,5;LITRO;AMARILLO;,5;LITRO;AZUL; ; ; ; ; ;1;1,64;1,1572;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;6,13636363636364;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;1,1572; ; ; ;1,1572;1,1572;5,68181818181818;SOLO;44,362501956354
13125003017390020;MANABÍ;03;01739;0020;2;MAIZ DURO SECO (GRANO SECO);2;1; ;1;3;1;25;6;,9526;,9526; ;110;QUINTAL;100;GRANO SECO;3;110;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;200;KILOGRAMO;50;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;2;LITRO;AZUL;1,5;LITRO;AMARILLO;,5;LITRO;AZUL; ; ; ; ; ;1;1,35;,9526;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;5;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,9526; ; ; ;,9526;,9526;5;SOLO;80,2713877895583
13125003017390022;MANABÍ;03;01739;0022;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;3;1;25;6;2,1168;2,1168; ;250;QUINTAL;100;GRANO SECO;3;240;QUINTAL;100;GRANO SECO;100; ;2; ; ; ;10; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;400;KILOGRAMO;100;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;6;LITRO;AZUL;2;LITRO;VERDE;2;KILOGRAMO;AZUL; ; ; ; ; ;1;3;2,1168;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;11,3636363636364;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;2,1168; ; ; ;2,1168;2,1168;10,9090909090909;SOLO;60,5245980754968
13125003017390022;MANABÍ;03;01739;0022;2;MAIZ DURO SECO (GRANO SECO);2;1; ;1;1;1;25;6;,6985;,6985; ;25;QUINTAL;100;GRANO SECO;2;20;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ;5; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;150;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;2;LITRO;AZUL;1;LITRO;VERDE;,5;KILOGRAMO;AZUL; ; ; ; ; ;1;,99;,6985;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;1,13636363636364;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,6985; ; ; ; ; ;,6985;,6985;,909090909090909;SOLO;21,9129402991728
13125003017390023;MANABÍ;03;01739;0023;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;3;1;25;6;1,5523;1,5523; ;160;QUINTAL;100;GRANO SECO;3;160;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;400;KILOGRAMO;100;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;6;LITRO;AZUL;2,5;LITRO;VERDE;2;LITRO;VERDE; ; ; ; ; ;1;2,2;1,5523;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;7,27272727272727;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;1,5523; ; ; ;1,5523;1,5523;7,27272727272727;SOLO;61,8096553078
13125003017390023;MANABÍ;03;01739;0023;2;MAIZ DURO SECO (GRANO SECO);3;1; ;1;3;1;25;6;1,256;1,256; ;140;QUINTAL;100;GRANO SECO;3;140;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;200;KILOGRAMO;50;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;3;LITRO;AZUL;2;LITRO;VERDE;2;LITRO;VERDE; ; ; ; ; ;1;1,78;1,256;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;6,36363636363636;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;1,256; ; ; ;1,256;1,256;6,36363636363636;SOLO;16,156286430106
13125003017390024;MANABÍ;03;01739;0024;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;3;1;25;7;1,98;1,5;5;70;QUINTAL;100;GRANO SECO;2;40;QUINTAL;100;GRANO SECO;100; ;2; ; ;30; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;50;KILOGRAMO;350;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;6;LITRO;VERDE;1;LIBRA;AMARILLO;1;LITRO;AMARILLO; ; ; ; ; ;1;1,98;1,98;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;3,18181818181818;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;,48; ; ; ; ;,48; ; ; ;1,98; ; ; ;1,98;1,98;1,81818181818182;SOLO;36,6413074886119
13125003017390025;MANABÍ;03;01739;0025;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;3;1;25;7;1,5;1,5; ;100;QUINTAL;100;GRANO SECO;3;40;QUINTAL;100;GRANO SECO;100; ;2; ;50; ;10; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;,5;KILOGRAMO;250;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;2;LITRO;VERDE;1;LITRO;AMARILLO;,5;LITRO;AMARILLO; ; ; ; ;0;1;1,5;1,5;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;4,54545454545455;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;1,5; ; ; ;1,5;1,5;1,81818181818182;SOLO;27,2281809723579
13125003017390025;MANABÍ;03;01739;0025;2;MAIZ DURO SECO (GRANO SECO);2;1; ;1;1;1;25;3;,5;,5; ;20;QUINTAL;100;GRANO SECO;2;20;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;,5;KILOGRAMO;,5;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;,5;LITRO;VERDE;,5;LITRO;AMARILLO;,5;LITRO;AMARILLO; ; ; ; ; ;1;,5;,5;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;,909090909090909;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,5; ; ; ; ; ;,5;,5;,909090909090909;SOLO;30,9344775305827
13125003017390026;MANABÍ;03;01739;0026;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;3;1;25;6;5,6448;5,6448; ;640;QUINTAL;100;GRANO SECO;3;620;QUINTAL;100;GRANO SECO;100; ;2; ; ; ;20; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;800;KILOGRAMO;400;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;8;LITRO;ROJO;4;LITRO;AZUL;4;LIBRA;VERDE; ; ; ; ; ;1;8;5,6448;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;29,0909090909091;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;5,6448; ; ; ;5,6448;5,6448;28,1818181818182;SOLO;40,5112790844476
13125003017390026;MANABÍ;03;01739;0026;2;MANI;2;1; ;1;1;2;25;6;,6985;,6985; ;20;QUINTAL;100;GRANO DESCASCARADO;2; ; ; ; ; ; ; ; ; ; ; ;20; ;2; ;5;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;2;LITRO;ROJO;2;LITRO;VERDE;1;LIBRA;VERDE; ; ; ; ; ;1;,99;,6985;FEBRERO;1;MANI; ;,909090909090909;MANI; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,6985; ; ; ; ; ; ;,6985; ;SOLO;60,0669108453335
13125003017390027;MANABÍ;03;01739;0027;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;3;1;25;6;4,9251;4,9251; ;520;QUINTAL;100;GRANO SECO;3;510;QUINTAL;100;GRANO SECO;100; ;2; ; ; ;10; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;1000;KILOGRAMO;400;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;14;LITRO;AZUL;7;LITRO;AZUL;4;LITRO;AZUL; ; ; ; ; ;1;6,98;4,9251;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;23,6363636363636;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;4,9251; ; ; ;4,9251;4,9251;23,1818181818182;SOLO;63,8104615693474
13125003017390028;MANABÍ;03;01739;0028;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;3;1;25;6;3;3; ;240;QUINTAL;100;GRANO SECO;3;220;QUINTAL;100;GRANO SECO;100; ;2; ; ; ;20; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;400;KILOGRAMO;500;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;6;LITRO;VERDE;3;LITRO;VERDE;2;LITRO;AZUL; ; ; ; ; ;1;3;3;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;10,9090909090909;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;3; ; ; ;3;3;10;SOLO;34,9929366818253
13125003017390030;MANABÍ;03;01739;0030;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;3;1;25;6;1,3971;1,3971; ;160;QUINTAL;100;GRANO SECO;3;155;QUINTAL;100;GRANO SECO;100; ;2; ; ; ;5; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;200;KILOGRAMO;50;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;4;LITRO;AZUL;2;LITRO;VERDE;1;LITRO;AZUL; ; ; ;8;3;1;1,98;1,3971;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;7,27272727272727;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;1,3971; ; ; ;1,3971;1,3971;7,04545454545455;SOLO;32,4197928048087
13125003017390031;MANABÍ;03;01739;0031;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;3;1;25;6;6,3433;6,3433; ;800;QUINTAL;100;GRANO SECO;3;795;QUINTAL;100;GRANO SECO;100; ;2; ; ; ;5; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;1200;KILOGRAMO;600;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;6;LITRO;AMARILLO;5;LITRO;ROJO;4;KILOGRAMO;AZUL; ; ; ; ; ;1;8,99;6,3433;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;36,3636363636364;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;6,3433; ; ; ;6,3433;6,3433;36,1363636363636;SOLO;2,94613814444759
13125003017390032;MANABÍ;03;01739;0032;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;3;1;25;6;1,4041;1,4041; ;160;QUINTAL;100;GRANO SECO;3;150;QUINTAL;100;GRANO SECO;100; ;1; ; ; ;10; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;100;KILOGRAMO;100;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;4;LITRO;AMARILLO;2;LITRO;VERDE;1;LITRO;AZUL; ; ; ; ; ;1;1,99;1,4041;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;7,27272727272727;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;1,4041; ; ; ;1,4041;1,4041;6,81818181818182;SOLO;2,76655878329032
