Identificador;ual_prov;ual_estr;ual_segm;al_ncues;su_numl;rc_clacul;su_numt;su_k202ha;su_categoria;su_tenencia;ual_trs;ual_trc;ual_tro;ual_znd;ual_tn;us_k301ha;us_k302ha;us_k303ha;us_k304ha;us_k305ha;us_k306ha;us_k307ha;us_k308ha;us_k309ha;us_k310ha;us_transiha;us_montesha;supertotal;fact_exp_fin
17055101227260006;PICHINCHA;01;22726;0006;3;BOSQUES ARTIFICIALES;3;24;BOSQUES ARTIFICIALES;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;1,5261; ; ;1,5261;1,5261;65,0960807221126
17055101227269999;PICHINCHA;01;22726;9999;1;OTROS USOS;1;,25;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,2429; ; ;,2429;65,0960807221126
17055101227269999;PICHINCHA;01;22726;9999;2;OTROS USOS;2;,3;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,1503; ; ;,1503;65,0960807221126
17015201227640001;PICHINCHA;01;22764;0001;1;OTROS USOS;1;3;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,9553; ; ;,9553;65,0960807221126
17015201227640001;PICHINCHA;01;22764;0001;2;PASTO MIXTO;2;1;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,532; ; ; ; ; ; ; ;,532;65,0960807221126
17015201227640001;PICHINCHA;01;22764;0001;3;MAIZ SUAVE CHOCLO (CHOCLO);3;,2;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,1236; ; ; ; ; ; ; ; ;,1236; ;,1236;65,0960807221126
17015201227640001;PICHINCHA;01;22764;0001;4;BOSQUES ARTIFICIALES;4;2;BOSQUES ARTIFICIALES;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;1,4409; ; ;1,4409;1,4409;65,0960807221126
17015201227640001;PICHINCHA;01;22764;0001;5;KIKUYO;5;1,25;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,2085; ; ; ; ; ; ; ;1,2085;65,0960807221126
17015201227640001;PICHINCHA;01;22764;0001;6;BOSQUES ARTIFICIALES;6;12;BOSQUES ARTIFICIALES;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;2,3878; ; ;2,3878;2,3878;65,0960807221126
17015201227640001;PICHINCHA;01;22764;0001;7;PASTOS NATURALES;7;2;PASTO NATURAL;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,9746; ; ; ; ; ; ;,9746;65,0960807221126
17015201227640001;PICHINCHA;01;22764;0001;8;KIKUYO;8;8;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,0627; ; ; ; ; ; ; ;1,0627;65,0960807221126
17015201227640001;PICHINCHA;01;22764;0001;9;PASTO MIXTO;9;1,25;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,0013; ; ; ; ; ; ; ;,0013;65,0960807221126
17015201227640001;PICHINCHA;01;22764;0001;10;KIKUYO;10;,3;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,3133; ; ; ; ; ; ; ;,3133;65,0960807221126
17055101228200001;PICHINCHA;01;22820;0001;1;PASTO MIXTO;1;60;PASTO CULTIVADO;HERENCIA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;6,0196; ; ; ; ; ; ; ;6,0196;0
17055101228200001;PICHINCHA;01;22820;0001;2;BOSQUES ARTIFICIALES;2;4,5;BOSQUES ARTIFICIALES;HERENCIA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;2,9804; ; ;2,9804;2,9804;0
17035701228330001;PICHINCHA;01;22833;0001;1;MAIZ SUAVE CHOCLO (CHOCLO);1;,04;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,0444; ; ; ; ; ; ; ; ;,0444; ;,0444;95,2455213700011
17035701228330001;PICHINCHA;01;22833;0001;2;OTROS USOS;2;,04;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0522; ; ;,0522;95,2455213700011
17035701228330002;PICHINCHA;01;22833;0002;1;MAIZ SUAVE CHOCLO (CHOCLO);1;,05;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,0481; ; ; ; ; ; ; ; ;,0481; ;,0481;95,2455213700011
17035701228330002;PICHINCHA;01;22833;0002;2;OTROS USOS;2;,03;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0241; ; ;,0241;95,2455213700011
17035701228330003;PICHINCHA;01;22833;0003;1;OTROS USOS;1;,24;OTROS USOS;HERENCIA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,213; ; ;,213;95,2455213700011
17035701228330004;PICHINCHA;01;22833;0004;1;PASTOS NATURALES;1;,48;PASTO NATURAL;USUFRUCTO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,084; ; ; ; ; ; ;,084;95,2455213700011
17035701228330004;PICHINCHA;01;22833;0004;2;OTROS USOS;2;,17;OTROS USOS;USUFRUCTO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,1619; ; ;,1619;95,2455213700011
17035701228330005;PICHINCHA;01;22833;0005;1;MAIZ SUAVE CHOCLO (CHOCLO);1;,11;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,1307; ; ; ; ; ; ; ; ;,1307; ;,1307;95,2455213700011
17035701228330005;PICHINCHA;01;22833;0005;2;PASTOS NATURALES;2;,14;PASTO NATURAL;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,1355; ; ; ; ; ; ;,1355;95,2455213700011
17035701228330005;PICHINCHA;01;22833;0005;3;OTROS USOS;3;,02;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0163; ; ;,0163;95,2455213700011
17035701228330006;PICHINCHA;01;22833;0006;1;MAIZ SUAVE CHOCLO (CHOCLO);1;,2;TRANSITORIO;OTRO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,1042; ; ; ; ; ; ; ; ;,1042; ;,1042;95,2455213700011
17035701228330006;PICHINCHA;01;22833;0006;2;PASTOS NATURALES;2;,79;PASTO NATURAL;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,4019; ; ; ; ; ; ;,4019;95,2455213700011
17035701228330007;PICHINCHA;01;22833;0007;1;MAIZ SUAVE CHOCLO (CHOCLO);1;,05;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,0508; ; ; ; ; ; ; ; ;,0508; ;,0508;95,2455213700011
17035701228330007;PICHINCHA;01;22833;0007;2;PASTOS NATURALES;2;,77;PASTO NATURAL;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,8208; ; ; ; ; ; ;,8208;95,2455213700011
17035701228330007;PICHINCHA;01;22833;0007;3;OTROS USOS;3;,13;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,1232; ; ;,1232;95,2455213700011
17035701228330008;PICHINCHA;01;22833;0008;1;KIKUYO;1;14;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,4953; ; ; ; ; ; ; ;2,4953;95,2455213700011
17035701228330009;PICHINCHA;01;22833;0009;1;MAIZ SUAVE CHOCLO (CHOCLO);1;,16;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,1572; ; ; ; ; ; ; ; ;,1572; ;,1572;95,2455213700011
17035701228330009;PICHINCHA;01;22833;0009;2;PASTOS NATURALES;2;,34;PASTO NATURAL;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,3096; ; ; ; ; ; ;,3096;95,2455213700011
17035701228330010;PICHINCHA;01;22833;0010;1;OTROS USOS;1;,02;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0349; ; ;,0349;95,2455213700011
17035701228330011;PICHINCHA;01;22833;0011;1;OTROS USOS;1;1,37;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,1535; ; ;,1535;0
17035701228338888;PICHINCHA;01;22833;8888;1;OTROS USOS;1;2,6;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;2,6953; ; ;2,6953;0
17035701228338888;PICHINCHA;01;22833;8888;2;OTROS USOS;2;,11;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,1537; ; ;,1537;0
17035701228339999;PICHINCHA;01;22833;9999;1;OTROS USOS;1;,23;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,1654; ; ;,1654;95,2455213700011
17035701228339999;PICHINCHA;01;22833;9999;2;OTROS USOS;2;,23;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,4241; ; ;,4241;95,2455213700011
17035601228490001;PICHINCHA;01;22849;0001;1;KIKUYO;1;49;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,6953; ; ; ; ; ; ; ;,6953;65,0960807221126
17035601228490001;PICHINCHA;01;22849;0001;2;MONTES Y BOSQUES NATURALES;2;19;MONTES Y BOSQUES NATURALES;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;7,4168; ; ; ;7,4168;7,4168;65,0960807221126
17035601228490002;PICHINCHA;01;22849;0002;1;PASTO MIXTO;1;5;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,888; ; ; ; ; ; ; ;,888;65,0960807221126
17017601228820001;PICHINCHA;01;22882;0001;1;PASTO MIXTO;1;69;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9; ; ; ; ; ; ; ;9;65,0960807221126
17015201229240001;PICHINCHA;01;22924;0001;1;KIKUYO;1;7,95;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;8,4692; ; ; ; ; ; ; ;8,4692;65,0960807221126
17015201229240001;PICHINCHA;01;22924;0001;2;BOSQUES ARTIFICIALES;2;9;BOSQUES ARTIFICIALES;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;,5308; ; ;,5308;,5308;65,0960807221126
17017601230930001;PICHINCHA;01;23093;0001;1;MONTES Y BOSQUES NATURALES;1;2;MONTES Y BOSQUES NATURALES;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,2786; ; ; ;,2786;,2786;65,0960807221126
17017601230930002;PICHINCHA;01;23093;0002;1;PASTOS NATURALES;1;1;PASTO NATURAL;HERENCIA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;1,0205; ; ; ; ; ; ;1,0205;65,0960807221126
17017601230930002;PICHINCHA;01;23093;0002;2;MONTES Y BOSQUES NATURALES;2;,5;MONTES Y BOSQUES NATURALES;HERENCIA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,2364; ; ; ;,2364;,2364;65,0960807221126
17017601230930003;PICHINCHA;01;23093;0003;1;PASTOS NATURALES;1;1,25;PASTO NATURAL;HERENCIA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;1,2966; ; ; ; ; ; ;1,2966;65,0960807221126
17017601230930003;PICHINCHA;01;23093;0003;2;MONTES Y BOSQUES NATURALES;2;,25;MONTES Y BOSQUES NATURALES;HERENCIA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,1302; ; ; ;,1302;,1302;65,0960807221126
17017601230930004;PICHINCHA;01;23093;0004;1;PASTOS NATURALES;1;1,2;PASTO NATURAL;HERENCIA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;1,1395; ; ; ; ; ; ;1,1395;65,0960807221126
17017601230930004;PICHINCHA;01;23093;0004;2;MONTES Y BOSQUES NATURALES;2;,3;MONTES Y BOSQUES NATURALES;HERENCIA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,2961; ; ; ;,2961;,2961;65,0960807221126
17017601230930005;PICHINCHA;01;23093;0005;1;PASTO MIXTO;1;9,4;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,6923; ; ; ; ; ; ; ;1,6923;65,0960807221126
17017601230930005;PICHINCHA;01;23093;0005;2;PASTO MIXTO;2;2,5;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,7955; ; ; ; ; ; ; ;2,7955;65,0960807221126
17017601230939999;PICHINCHA;01;23093;9999;1;OTROS USOS;1;,25;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,1143; ; ;,1143;65,0960807221126
17035601231510001;PICHINCHA;01;23151;0001;1;PASTO MIXTO;1;13,75;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;7,7624; ; ; ; ; ; ; ;7,7624;65,0960807221126
17035601231510002;PICHINCHA;01;23151;0002;1;OTROS USOS;1;5;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,6533; ; ;,6533;0
17035601231510003;PICHINCHA;01;23151;0003;1;OTROS USOS;1;2;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,3816; ; ;,3816;65,0960807221126
17035601231519999;PICHINCHA;01;23151;9999;1;OTROS USOS;1;,25;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,2028; ; ;,2028;65,0960807221126
17035601231550001;PICHINCHA;01;23155;0001;1;RAIGRAS;1;13,68;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,2226; ; ; ; ; ; ; ;,2226;0
17035601231550001;PICHINCHA;01;23155;0001;2;RAIGRAS;2;40;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;6,6114; ; ; ; ; ; ; ;6,6114;0
17035601231550001;PICHINCHA;01;23155;0001;3;RAIGRAS;3;20;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,1182; ; ; ; ; ; ; ;,1182;0
17035601231558888;PICHINCHA;01;23155;8888;1;OTROS USOS;1;1,75;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;1,9049; ; ;1,9049;0
17035601231559999;PICHINCHA;01;23155;9999;1;OTROS USOS;1;,4;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,1429; ; ;,1429;82,5731457624295
17017601231870001;PICHINCHA;01;23187;0001;1;PASTO MIXTO;1;80;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;4,989; ; ; ; ; ; ; ;4,989;65,0960807221126
17017601231870001;PICHINCHA;01;23187;0001;2;MONTES Y BOSQUES NATURALES;2;54;MONTES Y BOSQUES NATURALES;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,4676; ; ; ;,4676;,4676;65,0960807221126
17017601231870002;PICHINCHA;01;23187;0002;1;PASTOS NATURALES;1;,08;PASTO NATURAL;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,0957; ; ; ; ; ; ;,0957;65,0960807221126
17017601231870002;PICHINCHA;01;23187;0002;2;OTROS USOS;2;,02;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0133; ; ;,0133;65,0960807221126
17017601231870002;PICHINCHA;01;23187;0002;3;PASTOS NATURALES;3;3,7;PASTO NATURAL;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,6715; ; ; ; ; ; ;,6715;65,0960807221126
17017601231870003;PICHINCHA;01;23187;0003;1;PASTOS NATURALES;1;,54;PASTO NATURAL;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,3606; ; ; ; ; ; ;,3606;65,0960807221126
17017601231870003;PICHINCHA;01;23187;0003;2;OTROS USOS;2;,06;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0841; ; ;,0841;65,0960807221126
17017601231870003;PICHINCHA;01;23187;0003;3;PASTOS NATURALES;3;3;PASTO NATURAL;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,2984; ; ; ; ; ; ;,2984;65,0960807221126
17017601231870004;PICHINCHA;01;23187;0004;1;PASTOS NATURALES;1;1,5;PASTO NATURAL;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,4622; ; ; ; ; ; ;,4622;65,0960807221126
17017601231870005;PICHINCHA;01;23187;0005;1;OTROS USOS;1;6;OTROS USOS;OTRO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,5593; ; ;,5593;65,0960807221126
17017601231870005;PICHINCHA;01;23187;0005;2;PAPA;2;,08;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,0902; ; ; ; ; ; ; ; ;,0902; ;,0902;65,0960807221126
17017601231870005;PICHINCHA;01;23187;0005;3;MAIZ SUAVE CHOCLO (CHOCLO);3;,04;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,061; ; ; ; ; ; ; ; ;,061; ;,061;65,0960807221126
17017601231870005;PICHINCHA;01;23187;0005;4;PASTOS NATURALES;4;,04;PASTO NATURAL;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,064; ; ; ; ; ; ;,064;65,0960807221126
17017601231870005;PICHINCHA;01;23187;0005;5;PAPA;5;,04;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,0528; ; ; ; ; ; ; ; ;,0528; ;,0528;65,0960807221126
17017601231870005;PICHINCHA;01;23187;0005;6;PASTOS NATURALES;6;,06;PASTO NATURAL;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,3917; ; ; ; ; ; ;,3917;65,0960807221126
17017601231879999;PICHINCHA;01;23187;9999;1;OTROS USOS;1;,25;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,3387; ; ;,3387;65,0960807221126
17017601232010001;PICHINCHA;01;23201;0001;1;MAIZ SUAVE CHOCLO (CHOCLO);1;5;TRANSITORIO;OTRO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;3,4159; ; ; ; ; ; ; ; ;3,4159; ;3,4159;65,0960807221126
17017601232010001;PICHINCHA;01;23201;0001;2;PASTOS NATURALES;2;6;PASTO NATURAL;OTRO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;1,7772; ; ; ; ; ; ;1,7772;65,0960807221126
17017601232010001;PICHINCHA;01;23201;0001;3;MAIZ SUAVE CHOCLO (CHOCLO);3;6;TRANSITORIO;OTRO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1,8733; ; ; ; ; ; ; ; ;1,8733; ;1,8733;65,0960807221126
17017601232010001;PICHINCHA;01;23201;0001;4;PASTOS NATURALES;4;3;PASTO NATURAL;OTRO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,1233; ; ; ; ; ; ;,1233;65,0960807221126
17017601232010001;PICHINCHA;01;23201;0001;5;MONTES Y BOSQUES NATURALES;5;325;MONTES Y BOSQUES NATURALES;OTRO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;1,2573; ; ; ;1,2573;1,2573;65,0960807221126
17017601232010001;PICHINCHA;01;23201;0001;6;OTROS USOS;6;15;OTROS USOS;OTRO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0401; ; ;,0401;65,0960807221126
17017601232019999;PICHINCHA;01;23201;9999;1;OTROS USOS;1;1,5;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,5129; ; ;,5129;65,0960807221126
17035601232150001;PICHINCHA;01;23215;0001;1;RAIGRAS;1;27;PASTO CULTIVADO;ARRENDATARIO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,2478; ; ; ; ; ; ; ;1,2478;65,0960807221126
17035601232150002;PICHINCHA;01;23215;0002;1;MONTES Y BOSQUES NATURALES;1;1,37;MONTES Y BOSQUES NATURALES;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;1,0845; ; ; ;1,0845;1,0845;65,0960807221126
17035601232150002;PICHINCHA;01;23215;0002;2;PASTOS NATURALES;2;21;PASTO NATURAL;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,2246; ; ; ; ; ; ;,2246;65,0960807221126
17035601232150003;PICHINCHA;01;23215;0003;1;OTROS USOS;1;2,3;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;2,6203; ; ;2,6203;65,0960807221126
17035601232150004;PICHINCHA;01;23215;0004;1;OTROS USOS;1;1,5;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,8918; ; ;,8918;65,0960807221126
17035601232150005;PICHINCHA;01;23215;0005;1;OTROS USOS;1;5;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;2,6082; ; ;2,6082;0
17035601232159999;PICHINCHA;01;23215;9999;1;OTROS USOS;1;,45;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,3228; ; ;,3228;65,0960807221126
17017601234820001;PICHINCHA;01;23482;0001;1;PASTOS NATURALES;1;1,5;PASTO NATURAL;OTRO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;1,287; ; ; ; ; ; ;1,287;65,0960807221126
17017601234820001;PICHINCHA;01;23482;0001;2;PASTOS NATURALES;2;1;PASTO NATURAL;OTRO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;1,0183; ; ; ; ; ; ;1,0183;65,0960807221126
17017601234820001;PICHINCHA;01;23482;0001;3;PASTOS NATURALES;3;2,5;PASTO NATURAL;OTRO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;1,228; ; ; ; ; ; ;1,228;65,0960807221126
17017601234820001;PICHINCHA;01;23482;0001;4;PASTOS NATURALES;4;3;PASTO NATURAL;OTRO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,1223; ; ; ; ; ; ;,1223;65,0960807221126
17017601234820001;PICHINCHA;01;23482;0001;5;MONTES Y BOSQUES NATURALES;5;325;MONTES Y BOSQUES NATURALES;OTRO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;5,2607; ; ; ;5,2607;5,2607;65,0960807221126
17017601234820001;PICHINCHA;01;23482;0001;6;OTROS USOS;6;15;OTROS USOS;OTRO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0836; ; ;,0836;65,0960807221126
17017601235180001;PICHINCHA;01;23518;0001;1;PASTOS NATURALES;1;9;PASTO NATURAL;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;3,7168; ; ; ; ; ; ;3,7168;65,0960807221126
17017601235180002;PICHINCHA;01;23518;0002;1;PASTOS NATURALES;1;4;PASTO NATURAL;ARRENDATARIO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,9224; ; ; ; ; ; ;,9224;65,0960807221126
17017601235180003;PICHINCHA;01;23518;0003;1;PASTOS NATURALES;1;8;PASTO NATURAL;ARRENDATARIO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,8722; ; ; ; ; ; ;,8722;65,0960807221126
17017601235180004;PICHINCHA;01;23518;0004;1;PASTO MIXTO;1;31,25;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;3,0143; ; ; ; ; ; ; ;3,0143;65,0960807221126
17017601235180004;PICHINCHA;01;23518;0004;2;OTROS USOS;2;,75;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,1966; ; ;,1966;65,0960807221126
17017601235189999;PICHINCHA;01;23518;9999;1;OTROS USOS;1;,27;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,2777; ; ;,2777;65,0960807221126
17035001235400001;PICHINCHA;01;23540;0001;1;RAIGRAS;1;50;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;4,6976; ; ; ; ; ; ; ;4,6976;114,785408796829
17035001235408888;PICHINCHA;01;23540;8888;1;OTROS USOS;1;4;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;3,8961; ; ;3,8961;0
