Identificador;ual_prov;ual_estr;ual_segm;al_ncues;su_numl;rc_clacul;su_numt;su_k202ha;su_categoria;su_tenencia;ual_trs;ual_trc;ual_tro;ual_znd;ual_tn;us_k301ha;us_k302ha;us_k303ha;us_k304ha;us_k305ha;us_k306ha;us_k307ha;us_k308ha;us_k309ha;us_k310ha;us_transiha;us_montesha;supertotal;fact_exp_fin
05055401165200001;COTOPAXI;01;16520;0001;2;BOSQUES ARTIFICIALES;2;250;BOSQUES ARTIFICIALES;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;3,6795; ; ;3,6795;3,6795;65,8015824392025
05035101166060001;COTOPAXI;01;16606;0001;1;DESCANSO;1;,82;DESCANSO;POSECIÓN;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;,248; ; ; ; ; ; ; ; ;,248;65,8015824392025
05035101166060001;COTOPAXI;01;16606;0001;2;OTROS USOS;2;,18;OTROS USOS;POSECIÓN;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0232; ; ;,0232;65,8015824392025
05035101166060002;COTOPAXI;01;16606;0002;1;YUCA;1;1;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,8634; ; ; ; ; ; ; ; ;,8634; ;,8634;65,8015824392025
05035101166060002;COTOPAXI;01;16606;0002;2;CACAO CCN51 O RAMILLA (ALMENDRA FRESCA);2;3;PERMANENTE O PERENNE;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,9074; ; ; ; ; ; ; ; ; ; ; ;1,9074;65,8015824392025
05035101166060002;COTOPAXI;01;16606;0002;3;BANANO DE EXPORTACION;3;4,2;PERMANENTE O PERENNE;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,5962; ; ; ; ; ; ; ; ; ; ; ;,5962;65,8015824392025
05035101166060002;COTOPAXI;01;16606;0002;4;OTROS USOS;4;,03;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0764; ; ;,0764;65,8015824392025
05035101166060003;COTOPAXI;01;16606;0003;1;DESCANSO;1;,47;DESCANSO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;,4333; ; ; ; ; ; ; ; ;,4333;65,8015824392025
05035101166060003;COTOPAXI;01;16606;0003;2;OTROS USOS;2;,03;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,013; ; ;,013;65,8015824392025
05035101166060004;COTOPAXI;01;16606;0004;1;YUCA;1;2,5;TRANSITORIO;POSECIÓN;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1,5168; ; ; ; ; ; ; ; ;1,5168; ;1,5168;65,8015824392025
05035101166060005;COTOPAXI;01;16606;0005;1;BANANO DE EXPORTACION;1;4;PERMANENTE O PERENNE;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,1339; ; ; ; ; ; ; ; ; ; ; ;3,1339;65,8015824392025
05035101166069999;COTOPAXI;01;16606;9999;1;OTROS USOS;1;,68;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,1883; ; ;,1883;65,8015824392025
05045001167810001;COTOPAXI;01;16781;0001;1;MAIZ SUAVE SECO (MAZORCA);1;,1;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,0813; ; ; ; ; ; ; ; ;,0813; ;,0813;65,8015824392025
05045001167810001;COTOPAXI;01;16781;0001;2;ALFALFA;2;,11;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,0348; ; ; ; ; ; ; ;,0348;65,8015824392025
05045001167810001;COTOPAXI;01;16781;0001;3;OTROS USOS;3;,3;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0223; ; ;,0223;65,8015824392025
05045001167810002;COTOPAXI;01;16781;0002;1;PASTOS NATURALES;1;,1;PASTO NATURAL;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,0953; ; ; ; ; ; ;,0953;65,8015824392025
05045001167810003;COTOPAXI;01;16781;0003;1;PÁRAMOS;1;6;PÁRAMOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ;4,0083; ; ; ; ; ;4,0083;65,8015824392025
05045001167810003;COTOPAXI;01;16781;0003;2;BOSQUES ARTIFICIALES;2;,1;BOSQUES ARTIFICIALES;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;,0809; ; ;,0809;,0809;65,8015824392025
05045001167810004;COTOPAXI;01;16781;0004;1;PASTOS NATURALES;1;1,25;PASTO NATURAL;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,6662; ; ; ; ; ; ;,6662;65,8015824392025
05045001167810005;COTOPAXI;01;16781;0005;1;ALFALFA;1;,5;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,4141; ; ; ; ; ; ; ;,4141;65,8015824392025
05045001167810005;COTOPAXI;01;16781;0005;2;AVENA;2;,3;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,3063; ; ; ; ; ; ; ; ;,3063; ;,3063;65,8015824392025
05045001167810005;COTOPAXI;01;16781;0005;3;DESCANSO;3;,28;DESCANSO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;,2253; ; ; ; ; ; ; ; ;,2253;65,8015824392025
05045001167810005;COTOPAXI;01;16781;0005;4;DESCANSO;4;,45;DESCANSO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;,3516; ; ; ; ; ; ; ; ;,3516;65,8015824392025
05045001167810005;COTOPAXI;01;16781;0005;5;ALFALFA;5;,3;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,1445; ; ; ; ; ; ; ;,1445;65,8015824392025
05045001167810006;COTOPAXI;01;16781;0006;1;ALFALFA;1;1,2;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,7306; ; ; ; ; ; ; ;,7306;65,8015824392025
05045001167810007;COTOPAXI;01;16781;0007;1;PASTOS NATURALES;1;,25;PASTO NATURAL;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,1459; ; ; ; ; ; ;,1459;65,8015824392025
05045001167810007;COTOPAXI;01;16781;0007;2;PASTOS NATURALES;2;,2;PASTO NATURAL;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,0671; ; ; ; ; ; ;,0671;65,8015824392025
05045001167810008;COTOPAXI;01;16781;0008;1;ALFALFA;1;,7;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,276; ; ; ; ; ; ; ;,276;65,8015824392025
05045001167810009;COTOPAXI;01;16781;0009;1;BOSQUES ARTIFICIALES;1;,26;BOSQUES ARTIFICIALES;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;,2672; ; ;,2672;,2672;65,8015824392025
05045001167810010;COTOPAXI;01;16781;0010;1;MAIZ SUAVE SECO (MAZORCA);1;,15;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,1355; ; ; ; ; ; ; ; ;,1355; ;,1355;65,8015824392025
05045001167810010;COTOPAXI;01;16781;0010;2;DESCANSO;2;,2;DESCANSO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;,0136; ; ; ; ; ; ; ; ;,0136;65,8015824392025
05045001167810011;COTOPAXI;01;16781;0011;1;PASTOS NATURALES;1;,26;PASTO NATURAL;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,3057; ; ; ; ; ; ;,3057;65,8015824392025
05045001167810012;COTOPAXI;01;16781;0012;1;ALFALFA;1;,12;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,0887; ; ; ; ; ; ; ;,0887;65,8015824392025
05045001167810013;COTOPAXI;01;16781;0013;1;PASTOS NATURALES;1;,3;PASTO NATURAL;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,1632; ; ; ; ; ; ;,1632;65,8015824392025
05045001167810014;COTOPAXI;01;16781;0014;1;OTROS USOS;1;,1;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,1109; ; ;,1109;65,8015824392025
05045001167810014;COTOPAXI;01;16781;0014;2;OTROS USOS;2;,01;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0178; ; ;,0178;65,8015824392025
05045001167810015;COTOPAXI;01;16781;0015;1;OTROS USOS;1;,17;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,151; ; ;,151;65,8015824392025
05045001167819999;COTOPAXI;01;16781;9999;1;OTROS USOS;1;,14;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,096; ; ;,096;65,8015824392025
05045701168030001;COTOPAXI;01;16803;0001;1;MONTES Y BOSQUES NATURALES;1;9;MONTES Y BOSQUES NATURALES;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;9; ; ; ;9;9;65,8015824392025
05045001168770001;COTOPAXI;01;16877;0001;1;MONTES Y BOSQUES NATURALES;1;1,39;MONTES Y BOSQUES NATURALES;HERENCIA;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,4165; ; ; ;,4165;,4165;65,8015824392025
05045001168770002;COTOPAXI;01;16877;0002;1;PASTOS NATURALES;1;2,5;PASTO NATURAL;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,6675; ; ; ; ; ; ;,6675;65,8015824392025
05045001168770002;COTOPAXI;01;16877;0002;2;ALFALFA;2;3;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,5896; ; ; ; ; ; ; ;2,5896;65,8015824392025
05045001168770003;COTOPAXI;01;16877;0003;1;MONTES Y BOSQUES NATURALES;1;2;MONTES Y BOSQUES NATURALES;COMUNERO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,0742; ; ; ;,0742;,0742;65,8015824392025
05045001168770003;COTOPAXI;01;16877;0003;2;PASTOS NATURALES;2;2,94;PASTO NATURAL;COMUNERO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;2,9472; ; ; ; ; ; ;2,9472;65,8015824392025
05045001168770003;COTOPAXI;01;16877;0003;3;MONTES Y BOSQUES NATURALES;3;4;MONTES Y BOSQUES NATURALES;COMUNERO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;2,0024; ; ; ;2,0024;2,0024;65,8015824392025
05045001168779999;COTOPAXI;01;16877;9999;1;OTROS USOS;1;1,3;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,2533; ; ;,2533;65,8015824392025
05045001168779999;COTOPAXI;01;16877;9999;2;OTROS USOS;2;,2;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0492; ; ;,0492;65,8015824392025
05015201169560001;COTOPAXI;01;16956;0001;1;ROSA;1;,3;PERMANENTE O PERENNE;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,2574; ; ; ; ; ; ; ; ; ; ; ;,2574;65,8015824392025
05015201169560001;COTOPAXI;01;16956;0001;2;OTROS USOS;2;,2;OTROS USOS;ARRENDATARIO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,2413; ; ;,2413;65,8015824392025
05015201169560002;COTOPAXI;01;16956;0002;1;OTROS USOS;1;3;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;1,46; ; ;1,46;65,8015824392025
05015201169560003;COTOPAXI;01;16956;0003;1;PASTOS NATURALES;1;29;PASTO NATURAL;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;3,6102; ; ; ; ; ; ;3,6102;65,8015824392025
05015201169560003;COTOPAXI;01;16956;0003;2;MONTES Y BOSQUES NATURALES;2;,64;MONTES Y BOSQUES NATURALES;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,117; ; ; ;,117;,117;65,8015824392025
05015201169560004;COTOPAXI;01;16956;0004;1;PASTO MIXTO;1;,63;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,5857; ; ; ; ; ; ; ;,5857;65,8015824392025
05015201169560004;COTOPAXI;01;16956;0004;2;TOMATE RIÑON;2;,1;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,0062; ; ; ; ; ; ; ; ;,0062; ;,0062;65,8015824392025
05015201169560004;COTOPAXI;01;16956;0004;3;TOMATE RIÑON;3;,1;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,0443; ; ; ; ; ; ; ; ;,0443; ;,0443;65,8015824392025
05015201169560005;COTOPAXI;01;16956;0005;1;PASTO MIXTO;1;1;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,1766; ; ; ; ; ; ; ;1,1766;65,8015824392025
05015201169560005;COTOPAXI;01;16956;0005;2;OTROS USOS;2;,03;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0637; ; ;,0637;65,8015824392025
05015201169560005;COTOPAXI;01;16956;0005;3;OTROS USOS;3;,01;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0338; ; ;,0338;65,8015824392025
05015201169560006;COTOPAXI;01;16956;0006;1;PASTO MIXTO;1;,7;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,3295; ; ; ; ; ; ; ;,3295;65,8015824392025
05015201169560006;COTOPAXI;01;16956;0006;2;PASTO MIXTO;2;,7;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,0107; ; ; ; ; ; ; ;,0107;65,8015824392025
05015201169560007;COTOPAXI;01;16956;0007;1;PASTO MIXTO;1;1,19;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,7953; ; ; ; ; ; ; ;,7953;65,8015824392025
05015201169560007;COTOPAXI;01;16956;0007;2;OTROS USOS;2;,01;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0158; ; ;,0158;65,8015824392025
05015201169569999;COTOPAXI;01;16956;9999;1;OTROS USOS;1;,25;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,2524; ; ;,2524;65,8015824392025
05035101170230001;COTOPAXI;01;17023;0001;1;CACAO CCN51 O RAMILLA (ALMENDRA SECA);1;2;PERMANENTE O PERENNE;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,2272; ; ; ; ; ; ; ; ; ; ; ;,2272;65,8015824392025
05035101170230001;COTOPAXI;01;17023;0001;2;PASTO MIXTO;2;3;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,8605; ; ; ; ; ; ; ;,8605;65,8015824392025
05035101170230001;COTOPAXI;01;17023;0001;3;OTROS USOS;3;,1;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0152; ; ;,0152;65,8015824392025
05035101170230002;COTOPAXI;01;17023;0002;1;SABOYA;1;1,49;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,741; ; ; ; ; ; ; ;,741;65,8015824392025
05035101170230002;COTOPAXI;01;17023;0002;2;CACAO CCN51 O RAMILLA (ALMENDRA FRESCA);2;,5;PERMANENTE O PERENNE;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,3688; ; ; ; ; ; ; ; ; ; ; ;,3688;65,8015824392025
05035101170230002;COTOPAXI;01;17023;0002;3;OTROS USOS;3;,01;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0113; ; ;,0113;65,8015824392025
05035101170230002;COTOPAXI;01;17023;0002;4;SABOYA;4;,5;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,6927; ; ; ; ; ; ; ;,6927;65,8015824392025
05035101170230003;COTOPAXI;01;17023;0003;1;CACAO CCN51 O RAMILLA (ALMENDRA FRESCA);1;3;PERMANENTE O PERENNE;ARRENDATARIO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,6091; ; ; ; ; ; ; ; ; ; ; ;1,6091;65,8015824392025
05035101170230004;COTOPAXI;01;17023;0004;1;OTROS USOS;1;,1;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0054; ; ;,0054;65,8015824392025
05035101170230005;COTOPAXI;01;17023;0005;1;YUCA;1;,41;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,4925; ; ; ; ; ; ; ; ;,4925; ;,4925;65,8015824392025
05035101170230005;COTOPAXI;01;17023;0005;2;MAIZ DURO SECO (GRANO SECO);2;,54;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,334; ; ; ; ; ; ; ; ;,334; ;,334;65,8015824392025
05035101170230005;COTOPAXI;01;17023;0005;3;OTROS USOS;3;,01;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0168; ; ;,0168;65,8015824392025
05035101170230005;COTOPAXI;01;17023;0005;4;OTROS USOS;4;,02;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0272; ; ;,0272;65,8015824392025
05035101170230005;COTOPAXI;01;17023;0005;5;OTROS USOS;5;,05;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0643; ; ;,0643;65,8015824392025
05035101170230005;COTOPAXI;01;17023;0005;6;OTROS USOS;6;,1;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,1172; ; ;,1172;65,8015824392025
05035101170230005;COTOPAXI;01;17023;0005;7;OTROS USOS;7;,02;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0333; ; ;,0333;65,8015824392025
05035101170230006;COTOPAXI;01;17023;0006;1;CACAO CCN51 O RAMILLA (ALMENDRA FRESCA);1;,98;PERMANENTE O PERENNE;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,1551; ; ; ; ; ; ; ; ; ; ; ;,1551;65,8015824392025
05035101170230006;COTOPAXI;01;17023;0006;2;OTROS USOS;2;,02;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0082; ; ;,0082;65,8015824392025
05035101170230007;COTOPAXI;01;17023;0007;1;CACAO CCN51 O RAMILLA (ALMENDRA FRESCA);1;3;PERMANENTE O PERENNE;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,8632; ; ; ; ; ; ; ; ; ; ; ;2,8632;65,8015824392025
05035101170230007;COTOPAXI;01;17023;0007;2;CACAO CCN51 O RAMILLA (ALMENDRA FRESCA);2;1;PERMANENTE O PERENNE;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,1144; ; ; ; ; ; ; ; ; ; ; ;,1144;65,8015824392025
05035101170239999;COTOPAXI;01;17023;9999;1;OTROS USOS;1;,98;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,2425; ; ;,2425;65,8015824392025
05055001171160001;COTOPAXI;01;17116;0001;1;PASTO MIXTO;1;60;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;8,5126; ; ; ; ; ; ; ;8,5126;65,8015824392025
05055001171160001;COTOPAXI;01;17116;0001;2;BOSQUES ARTIFICIALES;2;3;BOSQUES ARTIFICIALES;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;,4874; ; ;,4874;,4874;65,8015824392025
05035101172310001;COTOPAXI;01;17231;0001;1;PASTO MIXTO;1;7;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,8049; ; ; ; ; ; ; ;2,8049;65,8015824392025
05035101172310001;COTOPAXI;01;17231;0001;2;MONTES Y BOSQUES NATURALES;2;17,21;MONTES Y BOSQUES NATURALES;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;6,1951; ; ; ;6,1951;6,1951;65,8015824392025
05055401173550001;COTOPAXI;01;17355;0001;1;PASTO MIXTO;1;,39;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,1814; ; ; ; ; ; ; ;,1814;65,8015824392025
05055401173550001;COTOPAXI;01;17355;0001;2;PAPA;2;,2;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,1782; ; ; ; ; ; ; ; ;,1782; ;,1782;65,8015824392025
05055401173550002;COTOPAXI;01;17355;0002;1;HABA TIERNA (VAINA);1;,45;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,4397; ; ; ; ; ; ; ; ;,4397; ;,4397;65,8015824392025
05055401173550002;COTOPAXI;01;17355;0002;2;PASTO MIXTO;2;,69;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,4629; ; ; ; ; ; ; ;,4629;65,8015824392025
05055401173550002;COTOPAXI;01;17355;0002;3;PASTO MIXTO;3;,52;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,2969; ; ; ; ; ; ; ;,2969;65,8015824392025
05055401173550002;COTOPAXI;01;17355;0002;4;PASTO MIXTO;4;1,24;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,0926; ; ; ; ; ; ; ;,0926;65,8015824392025
05055401173550002;COTOPAXI;01;17355;0002;5;OTROS USOS;5;,01;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0072; ; ;,0072;65,8015824392025
05055401173550003;COTOPAXI;01;17355;0003;1;PASTO MIXTO;1;1;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,6655; ; ; ; ; ; ; ;,6655;65,8015824392025
05055401173550003;COTOPAXI;01;17355;0003;2;OTROS USOS;2;,01;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0057; ; ;,0057;65,8015824392025
05055401173550003;COTOPAXI;01;17355;0003;3;OTROS USOS;3;,01;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,0037; ; ;,0037;65,8015824392025
05055401173550004;COTOPAXI;01;17355;0004;1;PASTO MIXTO;1;1;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,3251; ; ; ; ; ; ; ;,3251;65,8015824392025
05055401173550004;COTOPAXI;01;17355;0004;2;PASTO MIXTO;2;1;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,0848; ; ; ; ; ; ; ;,0848;65,8015824392025
05055401173550005;COTOPAXI;01;17355;0005;1;PASTOS NATURALES;1;1;PASTO NATURAL;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ;,0384; ; ; ; ; ; ;,0384;65,8015824392025
05055401173550006;COTOPAXI;01;17355;0006;1;PASTO MIXTO;1;,5;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,2404; ; ; ; ; ; ; ;,2404;65,8015824392025
05055401173550006;COTOPAXI;01;17355;0006;2;BARBECHO O RASTROJO;2;,5;BARBECHO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;,2937; ; ; ; ; ; ; ;,2937; ;,2937;65,8015824392025
05055401173550007;COTOPAXI;01;17355;0007;1;PASTO MIXTO;1;,99;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,4252; ; ; ; ; ; ; ;,4252;65,8015824392025
05055401173550007;COTOPAXI;01;17355;0007;2;OTROS USOS;2;,01;OTROS USOS;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,016; ; ;,016;65,8015824392025
05055401173550008;COTOPAXI;01;17355;0008;1;BARBECHO O RASTROJO;1;,59;BARBECHO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;,6825; ; ; ; ; ; ; ;,6825; ;,6825;65,8015824392025
05055401173550008;COTOPAXI;01;17355;0008;2;HABA TIERNA (VAINA);2;,79;TRANSITORIO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;,1796; ; ; ; ; ; ; ; ;,1796; ;,1796;65,8015824392025
05055401173550009;COTOPAXI;01;17355;0009;1;PASTO MIXTO;1;,34;PASTO CULTIVADO;DUEÑO;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,2424; ; ; ; ; ; ; ;,2424;65,8015824392025
