Identificador;ual_prov;ual_estr;ual_segm;al_ncues;cg_vive_predio_pr;cg_terredensm;cg_dista_pre_viv;cg_k100;cg_k101;cg_se_define;cg_k102;cg_segsoccam;cg_dispo_comp;cg_dispo_tlfint;cg_dispo_internet;cg_superficie;cg_unidadmedida;sup_ha;edad_rango;instrucción;grupo1;Productor
09015004002010021;GUAYAS;04;00201;0021;SI;SI; ;HOMBRE;60;MESTIZO;SECUNDARIA;NO;NO;SI;NO;2;HECTÁREAS;2;entre 55 y 64 años;SECUNDARIA;De 2 hectáreas a menos de 3 hectáreas;1
09015004002010028;GUAYAS;04;00201;0028;SI;NO;2,6;HOMBRE;67;MESTIZO;PRIMARIA;SI;NO;SI;NO;9,5;HECTÁREAS;9,5;65 años y más;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
09015004002010031;GUAYAS;04;00201;0031;SI;SI; ;HOMBRE;62;MESTIZO;SECUNDARIA;SI;NO;SI;SI;4;HECTÁREAS;4;entre 55 y 64 años;SECUNDARIA;De 3 hectáreas a menos de 5 hectáreas;1
09015304002410008;GUAYAS;04;00241;0008;NO; ;6;HOMBRE;38;MESTIZO;SECUNDARIA;NO;NO;SI;NO;20;HECTÁREAS;20; entre 35 y 44años;SECUNDARIA;De 20 hectáreas a menos de 50 hectáreas;1
09015304002410013;GUAYAS;04;00241;0013;SI;SI; ;HOMBRE;84;MONTUBIO;PRIMARIA;NO;NO;NO;NO;3;HECTÁREAS;3;65 años y más;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09015304002410015;GUAYAS;04;00241;0015;NO; ;2,5;HOMBRE;60;MESTIZO;SECUNDARIA;NO;NO;SI;SI;2;HECTÁREAS;2;entre 55 y 64 años;SECUNDARIA;De 2 hectáreas a menos de 3 hectáreas;1
09025002070790004;GUAYAS;02;07079;0004;NO; ;1;HOMBRE;54;MONTUBIO;NINGUNA;SI;NO;NO;NO;11,3;HECTÁREAS;11,3; entre 45 y 54años;NINGUNA;De 10 hectáreas a menos de 20 hectáreas;1
09025002070790005;GUAYAS;02;07079;0005;NO; ;1;MUJER;67;MONTUBIO;PRIMARIA;NO;NO;NO;NO;4,2;HECTÁREAS;4,2;65 años y más;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09025002072360001;GUAYAS;02;07236;0001;NO; ;2;HOMBRE;70;MESTIZO;PRIMARIA;NO;NO;SI;SI;12,9;HECTÁREAS;12,9;65 años y más;PRIMARIA;De 10 hectáreas a menos de 20 hectáreas;1
09025002075340022;GUAYAS;02;07534;0022;SI;SI; ;HOMBRE;63;MESTIZO;PRIMARIA;NO;NO;NO;NO;1,35;HECTÁREAS;1,35;entre 55 y 64 años;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;1
09025002075340024;GUAYAS;02;07534;0024;SI;SI; ;HOMBRE;70;MONTUBIO;PRIMARIA;NO;NO;NO;NO;1,07;HECTÁREAS;1,07;65 años y más;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;1
09025002075340030;GUAYAS;02;07534;0030;NO; ;1;HOMBRE;34;MONTUBIO;SECUNDARIA;NO;NO;SI;NO;1,5;HECTÁREAS;1,5;entre 25 y 34 años;SECUNDARIA;De 1 hectárea a menos de 2 hectáreas;1
09025002075490001;GUAYAS;02;07549;0001;SI;NO;,3;HOMBRE;76;MESTIZO;PRIMARIA;SI;NO;NO;NO;3;HECTÁREAS;3;65 años y más;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09025002075490011;GUAYAS;02;07549;0011;SI;SI; ;HOMBRE;56;MONTUBIO;PRIMARIA;NO;NO;NO;NO;7;HECTÁREAS;7;entre 55 y 64 años;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
09025002075490013;GUAYAS;02;07549;0013;SI;SI; ;HOMBRE;60;MONTUBIO;PRIMARIA;NO;NO;NO;NO;,5;HECTÁREAS;,5;entre 55 y 64 años;PRIMARIA;Menor a 1 hectárea;1
09025002075490015;GUAYAS;02;07549;0015;NO; ;7;HOMBRE;65;MONTUBIO;PRIMARIA;NO;NO;SI;NO;4;HECTÁREAS;4;65 años y más;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09025002075490017;GUAYAS;02;07549;0017;SI;SI; ;HOMBRE;43;MONTUBIO;SECUNDARIA;NO;NO;NO;NO;2;HECTÁREAS;2; entre 35 y 44años;SECUNDARIA;De 2 hectáreas a menos de 3 hectáreas;1
09025002075490019;GUAYAS;02;07549;0019;SI;SI; ;HOMBRE;45;MESTIZO;SECUNDARIA;NO;NO;SI;SI;1,35;HECTÁREAS;1,35; entre 45 y 54años;SECUNDARIA;De 1 hectárea a menos de 2 hectáreas;1
09025002075490022;GUAYAS;02;07549;0022;NO; ;8;HOMBRE;34;MONTUBIO;PRIMARIA;NO;NO;NO;NO;,5;HECTÁREAS;,5;entre 25 y 34 años;PRIMARIA;Menor a 1 hectárea;1
09025002075490023;GUAYAS;02;07549;0023;SI;SI; ;HOMBRE;42;MONTUBIO;SECUNDARIA;NO;NO;SI;SI;,25;HECTÁREAS;,25; entre 35 y 44años;SECUNDARIA;Menor a 1 hectárea;1
09025002075490026;GUAYAS;02;07549;0026;SI;SI; ;HOMBRE;58;MONTUBIO;PRIMARIA;NO;NO;SI;SI;2,5;HECTÁREAS;2,5;entre 55 y 64 años;PRIMARIA;De 2 hectáreas a menos de 3 hectáreas;1
09025002075490028;GUAYAS;02;07549;0028;SI;SI; ;HOMBRE;67;MESTIZO;SECUNDARIA;NO;NO;SI;NO;,75;HECTÁREAS;,75;65 años y más;SECUNDARIA;Menor a 1 hectárea;1
09025002075490029;GUAYAS;02;07549;0029;SI;SI; ;HOMBRE;54;MONTUBIO;PRIMARIA;NO;NO;SI;NO;,9;HECTÁREAS;,9; entre 45 y 54años;PRIMARIA;Menor a 1 hectárea;1
09025002075490035;GUAYAS;02;07549;0035;SI;SI; ;HOMBRE;54;MONTUBIO;PRIMARIA;NO;NO;SI;SI;,8;HECTÁREAS;,8; entre 45 y 54años;PRIMARIA;Menor a 1 hectárea;1
09025002075490037;GUAYAS;02;07549;0037;SI;NO;1;HOMBRE;63;MESTIZO;PRIMARIA;NO;NO;NO;NO;1,35;HECTÁREAS;1,35;entre 55 y 64 años;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;1
09025003008030005;GUAYAS;03;00803;0005;SI;SI; ;MUJER;57;MONTUBIO;SECUNDARIA;SI;NO;NO;SI;,35;HECTÁREAS;,35;entre 55 y 64 años;SECUNDARIA;Menor a 1 hectárea;1
09025003008030012;GUAYAS;03;00803;0012;NO; ;18;HOMBRE;65;MESTIZO;SECUNDARIA;NO;NO;NO;NO;17,27;HECTÁREAS;17,27;65 años y más;SECUNDARIA;De 10 hectáreas a menos de 20 hectáreas;1
09035001002710002;GUAYAS;01;00271;0002;NO; ;2;HOMBRE;65;MESTIZO;PRIMARIA;NO;NO;NO;NO;7;HECTÁREAS;7;65 años y más;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
09035001002710003;GUAYAS;01;00271;0003;NO; ;1;HOMBRE;58;MESTIZO;PRIMARIA;NO;NO;NO;NO;7;HECTÁREAS;7;entre 55 y 64 años;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
09035001002710004;GUAYAS;01;00271;0004;NO; ;2;HOMBRE;68;MESTIZO;PRIMARIA;NO;NO;SI;NO;9;HECTÁREAS;9;65 años y más;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
09035002150970006;GUAYAS;02;15097;0006;NO; ;20;HOMBRE;63;MESTIZO;PRIMARIA;NO;NO;NO;NO;5;HECTÁREAS;5;entre 55 y 64 años;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
09035002150970007;GUAYAS;02;15097;0007;NO; ;10;HOMBRE;61;MESTIZO;PRIMARIA;NO;NO;NO;NO;4;HECTÁREAS;4;entre 55 y 64 años;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09035002150970008;GUAYAS;02;15097;0008;NO; ;7;MUJER;70;MESTIZO;PRIMARIA;NO;NO;NO;NO;9;HECTÁREAS;9;65 años y más;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
09045002020280002;GUAYAS;02;02028;0002;NO; ;1;HOMBRE;53;MONTUBIO;PRIMARIA;SI;NO;NO;NO;10;HECTÁREAS;10; entre 45 y 54años;PRIMARIA;De 10 hectáreas a menos de 20 hectáreas;1
09045002020280005;GUAYAS;02;02028;0005;NO; ;,5;HOMBRE;38;MONTUBIO;PRIMARIA;SI;NO;NO;NO;5;HECTÁREAS;5; entre 35 y 44años;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
09045002022570001;GUAYAS;02;02257;0001;NO; ;1;HOMBRE;42;MONTUBIO;SECUNDARIA;NO;NO;NO;NO;7;CUADRAS;4,9392; entre 35 y 44años;SECUNDARIA;De 3 hectáreas a menos de 5 hectáreas;1
09045002022570005;GUAYAS;02;02257;0005;SI;NO;,1;HOMBRE;80;MONTUBIO;PRIMARIA;NO;NO;NO;NO;4;HECTÁREAS;4;65 años y más;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09045002024060001;GUAYAS;02;02406;0001;SI;SI; ;HOMBRE;36;MESTIZO;SECUNDARIA;NO;NO;NO;NO;9,5;HECTÁREAS;9,5; entre 35 y 44años;SECUNDARIA;De 5 hectáreas a menos de 10 hectáreas;1
09045002024060002;GUAYAS;02;02406;0002;SI;SI; ;HOMBRE;39;MESTIZO;PRIMARIA;NO;NO;NO;NO;11,5;HECTÁREAS;11,5; entre 35 y 44años;PRIMARIA;De 10 hectáreas a menos de 20 hectáreas;1
09045002025160006;GUAYAS;02;02516;0006;SI;SI; ;MUJER;65;MONTUBIO;SUPERIOR;NO;SI;SI;SI;63;HECTÁREAS;63;65 años y más;SUPERIOR;De 50 hectáreas a menos de 100 hectáreas;1
09045002025160009;GUAYAS;02;02516;0009;NO; ;1;HOMBRE;42;MONTUBIO;PRIMARIA;SI;NO;SI;SI;26,5;HECTÁREAS;26,5; entre 35 y 44años;PRIMARIA;De 20 hectáreas a menos de 50 hectáreas;1
09045002027930001;GUAYAS;02;02793;0001;SI;SI; ;HOMBRE;40;MESTIZO;SECUNDARIA;NO;NO;NO;NO;28;HECTÁREAS;28; entre 35 y 44años;SECUNDARIA;De 20 hectáreas a menos de 50 hectáreas;1
09045002027930003;GUAYAS;02;02793;0003;SI;SI; ;HOMBRE;64;MESTIZO;PRIMARIA;NO;NO;NO;NO;16,5;HECTÁREAS;16,5;entre 55 y 64 años;PRIMARIA;De 10 hectáreas a menos de 20 hectáreas;1
09045002027930004;GUAYAS;02;02793;0004;NO; ;1;MUJER;50;MESTIZO;PRIMARIA;NO;NO;NO;NO;2,5;HECTÁREAS;2,5; entre 45 y 54años;PRIMARIA;De 2 hectáreas a menos de 3 hectáreas;1
09045002028350001;GUAYAS;02;02835;0001;SI;SI; ;HOMBRE;54;MESTIZO;SECUNDARIA;SI;NO;SI;SI;50;HECTÁREAS;50; entre 45 y 54años;SECUNDARIA;De 50 hectáreas a menos de 100 hectáreas;1
09045002028350002;GUAYAS;02;02835;0002;SI;SI; ;HOMBRE;80;MONTUBIO;PRIMARIA;NO;NO;SI;NO;50;HECTÁREAS;50;65 años y más;PRIMARIA;De 50 hectáreas a menos de 100 hectáreas;1
09045002029270001;GUAYAS;02;02927;0001;SI;SI; ;MUJER;24;MESTIZO;SECUNDARIA;NO;NO;SI;SI;,02;HECTÁREAS;,02; entre 15 y 24 años;SECUNDARIA;Menor a 1 hectárea;1
09045002029270004;GUAYAS;02;02927;0004;SI;SI; ;HOMBRE;26;MONTUBIO;PRIMARIA;NO;NO;NO;NO;,55;HECTÁREAS;,55;entre 25 y 34 años;PRIMARIA;Menor a 1 hectárea;1
09045002029270005;GUAYAS;02;02927;0005;NO; ;1;HOMBRE;53;MONTUBIO;PRIMARIA;NO;NO;NO;NO;1,55;HECTÁREAS;1,55; entre 45 y 54años;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;1
09045002029270006;GUAYAS;02;02927;0006;NO; ;2;HOMBRE;59;MONTUBIO;PRIMARIA;NO;NO;NO;NO;3,1;HECTÁREAS;3,1;entre 55 y 64 años;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09045002029270007;GUAYAS;02;02927;0007;NO; ;1;HOMBRE;62;MONTUBIO;PRIMARIA;NO;NO;NO;NO;3,01;HECTÁREAS;3,01;entre 55 y 64 años;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09045002029270011;GUAYAS;02;02927;0011;NO; ;,1;HOMBRE;60;MONTUBIO;PRIMARIA;SI;NO;NO;NO;4;HECTÁREAS;4;entre 55 y 64 años;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09045002029270015;GUAYAS;02;02927;0015;SI;SI; ;HOMBRE;71;MESTIZO;PRIMARIA;SI;NO;NO;NO;15;HECTÁREAS;15;65 años y más;PRIMARIA;De 10 hectáreas a menos de 20 hectáreas;1
09045002029270016;GUAYAS;02;02927;0016;NO; ;2;HOMBRE;55;MONTUBIO;PRIMARIA;NO;NO;NO;NO;2,12;HECTÁREAS;2,12;entre 55 y 64 años;PRIMARIA;De 2 hectáreas a menos de 3 hectáreas;1
09045003002380004;GUAYAS;03;00238;0004;SI;SI; ;HOMBRE;58;MONTUBIO;PRIMARIA;NO;NO;SI;SI;5,4;HECTÁREAS;5,4;entre 55 y 64 años;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
09045003002380005;GUAYAS;03;00238;0005;SI;SI; ;HOMBRE;57;MONTUBIO;PRIMARIA;SI;NO;NO;SI;5,3;HECTÁREAS;5,3;entre 55 y 64 años;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
09055002034190004;GUAYAS;02;03419;0004;SI;NO;,1;HOMBRE;44;MONTUBIO;SECUNDARIA;NO;NO;SI;SI;8;HECTÁREAS;8; entre 35 y 44años;SECUNDARIA;De 5 hectáreas a menos de 10 hectáreas;1
09055002034450002;GUAYAS;02;03445;0002;SI;SI; ;HOMBRE;51;MESTIZO;PRIMARIA;NO;NO;SI;SI;3,5;HECTÁREAS;3,5; entre 45 y 54años;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09055002034450003;GUAYAS;02;03445;0003;SI;SI; ;HOMBRE;45;MONTUBIO;SECUNDARIA;NO;NO;SI;NO;3,5;HECTÁREAS;3,5; entre 45 y 54años;SECUNDARIA;De 3 hectáreas a menos de 5 hectáreas;1
09055002034450005;GUAYAS;02;03445;0005;SI;SI; ;HOMBRE;68;MESTIZO;SECUNDARIA;NO;NO;SI;SI;2,5;HECTÁREAS;2,5;65 años y más;SECUNDARIA;De 2 hectáreas a menos de 3 hectáreas;1
09055002034450009;GUAYAS;02;03445;0009;NO; ;15;HOMBRE;55;MONTUBIO;PRIMARIA;SI;NO;NO;NO;1,9;HECTÁREAS;1,9;entre 55 y 64 años;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;1
09055002038090004;GUAYAS;02;03809;0004;SI;NO;,1;HOMBRE;61;MONTUBIO;PRIMARIA;NO;NO;SI;NO;2,1;HECTÁREAS;2,1;entre 55 y 64 años;PRIMARIA;De 2 hectáreas a menos de 3 hectáreas;1
09055002038330004;GUAYAS;02;03833;0004;NO; ;2;HOMBRE;55;MESTIZO;PRIMARIA;SI;NO;SI;NO;2;HECTÁREAS;2;entre 55 y 64 años;PRIMARIA;De 2 hectáreas a menos de 3 hectáreas;1
09055002038330012;GUAYAS;02;03833;0012;NO; ;2;MUJER;50;MESTIZO;PRIMARIA;NO;NO;SI;NO;8;HECTÁREAS;8; entre 45 y 54años;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
09055002039020001;GUAYAS;02;03902;0001;SI;SI; ;HOMBRE;61;MONTUBIO;PRIMARIA;NO;NO;SI;NO;1;HECTÁREAS;1;entre 55 y 64 años;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;1
09055002039020002;GUAYAS;02;03902;0002;SI;SI; ;HOMBRE;60;MONTUBIO;PRIMARIA;NO;NO;SI;NO;1;HECTÁREAS;1;entre 55 y 64 años;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;1
09055002039020004;GUAYAS;02;03902;0004;NO; ;6;HOMBRE;60;MESTIZO;PRIMARIA;NO;NO;SI;NO;1,12;HECTÁREAS;1,12;entre 55 y 64 años;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;1
09055002039020013;GUAYAS;02;03902;0013;SI;SI; ;HOMBRE;68;MESTIZO;PRIMARIA;NO;NO;SI;SI;,4;HECTÁREAS;,4;65 años y más;PRIMARIA;Menor a 1 hectárea;1
09055004000150006;GUAYAS;04;00015;0006;SI;SI; ;HOMBRE;70;MONTUBIO;PRIMARIA;SI;NO;SI;NO;7,25;HECTÁREAS;7,25;65 años y más;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
09055004000150008;GUAYAS;04;00015;0008;SI;SI; ;MUJER;69;MONTUBIO;PRIMARIA;NO;NO;SI;NO;6,5;HECTÁREAS;6,5;65 años y más;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
09055004000150018;GUAYAS;04;00015;0018;SI;SI; ;HOMBRE;76;MESTIZO;PRIMARIA;SI;NO;NO;NO;3;HECTÁREAS;3;65 años y más;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09055004000150019;GUAYAS;04;00015;0019;SI;SI; ;HOMBRE;32;MESTIZO;PRIMARIA;NO;NO;SI;NO;3;HECTÁREAS;3;entre 25 y 34 años;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09055004000150020;GUAYAS;04;00015;0020;SI;SI; ;HOMBRE;49;MONTUBIO;SECUNDARIA;SI;SI;SI;SI;17;HECTÁREAS;17; entre 45 y 54años;SECUNDARIA;De 10 hectáreas a menos de 20 hectáreas;1
09055004000150021;GUAYAS;04;00015;0021;SI;SI; ;HOMBRE;29;MESTIZO;PRIMARIA;SI;NO;SI;NO;1;HECTÁREAS;1;entre 25 y 34 años;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;1
09055102039280007;GUAYAS;02;03928;0007;NO; ;5;HOMBRE;60;MONTUBIO;PRIMARIA;SI;NO;SI;NO;8,01;HECTÁREAS;8,01;entre 55 y 64 años;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
09065002065710001;GUAYAS;02;06571;0001;NO; ;,1;HOMBRE;42;MESTIZO;PRIMARIA;SI;SI;SI;SI;5;CUADRAS;3,528; entre 35 y 44años;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09065002065710002;GUAYAS;02;06571;0002;SI;NO;,1;HOMBRE;65;MESTIZO;PRIMARIA;SI;NO;SI;NO;4;CUADRAS;2,8224;65 años y más;PRIMARIA;De 2 hectáreas a menos de 3 hectáreas;1
09065002065710007;GUAYAS;02;06571;0007;SI;SI; ;HOMBRE;76;MONTUBIO;PRIMARIA;SI;SI;SI;SI;5;CUADRAS;3,528;65 años y más;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09065002065710013;GUAYAS;02;06571;0013;NO; ;,5;HOMBRE;30;MESTIZO;PRIMARIA;NO;NO;SI;SI;5;CUADRAS;3,528;entre 25 y 34 años;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09065002065710014;GUAYAS;02;06571;0014;SI;SI; ;HOMBRE;60;MONTUBIO;PRIMARIA;SI;NO;SI;SI;2;CUADRAS;1,4112;entre 55 y 64 años;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;1
09065002069700006;GUAYAS;02;06970;0006;SI;SI; ;HOMBRE;55;MONTUBIO;PRIMARIA;NO;NO;NO;NO;5;HECTÁREAS;5;entre 55 y 64 años;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
09065002069700007;GUAYAS;02;06970;0007;NO; ;6;HOMBRE;44;MONTUBIO;NINGUNA;NO;NO;NO;NO;10;HECTÁREAS;10; entre 35 y 44años;NINGUNA;De 10 hectáreas a menos de 20 hectáreas;1
09065002069700008;GUAYAS;02;06970;0008;NO; ;3;HOMBRE;84;MONTUBIO;PRIMARIA;NO;NO;NO;NO;5;HECTÁREAS;5;65 años y más;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
09065202062870002;GUAYAS;02;06287;0002;NO; ;,5;HOMBRE;60;MESTIZO;SUPERIOR;NO;NO;SI;NO;20,15;HECTÁREAS;20,15;entre 55 y 64 años;SUPERIOR;De 20 hectáreas a menos de 50 hectáreas;1
09065202062870003;GUAYAS;02;06287;0003;SI;SI; ;HOMBRE;65;MESTIZO;SECUNDARIA;NO;NO;SI;NO;2,5;HECTÁREAS;2,5;65 años y más;SECUNDARIA;De 2 hectáreas a menos de 3 hectáreas;1
09065202062870004;GUAYAS;02;06287;0004;NO; ;,2;MUJER;58;MESTIZO;SECUNDARIA;NO;NO;NO;NO;5,1;HECTÁREAS;5,1;entre 55 y 64 años;SECUNDARIA;De 5 hectáreas a menos de 10 hectáreas;1
09065202062870005;GUAYAS;02;06287;0005;NO; ;40;MUJER;56;MESTIZO;SECUNDARIA;NO;NO;NO;NO;12,51;HECTÁREAS;12,51;entre 55 y 64 años;SECUNDARIA;De 10 hectáreas a menos de 20 hectáreas;1
09065202062870006;GUAYAS;02;06287;0006;NO; ;45;HOMBRE;60;MESTIZO;SECUNDARIA;NO;NO;NO;NO;,5;HECTÁREAS;,5;entre 55 y 64 años;SECUNDARIA;Menor a 1 hectárea;1
09065202062870007;GUAYAS;02;06287;0007;NO; ;1,6;MUJER;64;MESTIZO;SECUNDARIA;NO;NO;SI;SI;4;HECTÁREAS;4;entre 55 y 64 años;SECUNDARIA;De 3 hectáreas a menos de 5 hectáreas;1
09065202062870008;GUAYAS;02;06287;0008;NO; ;,5;HOMBRE;77;MESTIZO;SECUNDARIA;NO;SI;NO;NO;1;HECTÁREAS;1;65 años y más;SECUNDARIA;De 1 hectárea a menos de 2 hectáreas;1
09065202062870009;GUAYAS;02;06287;0009;SI;SI; ;HOMBRE;58;MESTIZO;SECUNDARIA;NO;NO;NO;NO;3;HECTÁREAS;3;entre 55 y 64 años;SECUNDARIA;De 3 hectáreas a menos de 5 hectáreas;1
09065202066220001;GUAYAS;02;06622;0001;NO; ;15;HOMBRE;68;MESTIZO;PRIMARIA;NO;NO;NO;NO;2,1;HECTÁREAS;2,1;65 años y más;PRIMARIA;De 2 hectáreas a menos de 3 hectáreas;1
09065202066220006;GUAYAS;02;06622;0006;NO; ;20;HOMBRE;50;MESTIZO;PRIMARIA;NO;NO;NO;NO;3,5;HECTÁREAS;3,5; entre 45 y 54años;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09065202066220007;GUAYAS;02;06622;0007;SI;SI; ;HOMBRE;51;MESTIZO;SECUNDARIA;NO;NO;SI;SI;7;HECTÁREAS;7; entre 45 y 54años;SECUNDARIA;De 5 hectáreas a menos de 10 hectáreas;1
09065202066220009;GUAYAS;02;06622;0009;NO; ;8;HOMBRE;56;MESTIZO;SECUNDARIA;NO;NO;NO;NO;7;HECTÁREAS;7;entre 55 y 64 años;SECUNDARIA;De 5 hectáreas a menos de 10 hectáreas;1
09065202066220010;GUAYAS;02;06622;0010;NO; ;,2;HOMBRE;58;MESTIZO;SECUNDARIA;NO;NO;NO;NO;7;HECTÁREAS;7;entre 55 y 64 años;SECUNDARIA;De 5 hectáreas a menos de 10 hectáreas;1
09065202066220013;GUAYAS;02;06622;0013;NO; ;,5;HOMBRE;75;MONTUBIO;PRIMARIA;SI;NO;NO;NO;4,2;HECTÁREAS;4,2;65 años y más;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09065202066220014;GUAYAS;02;06622;0014;NO; ;12;HOMBRE;50;MONTUBIO;SECUNDARIA;SI;NO;NO;NO;4,8;HECTÁREAS;4,8; entre 45 y 54años;SECUNDARIA;De 3 hectáreas a menos de 5 hectáreas;1
09065202066220015;GUAYAS;02;06622;0015;NO; ;10;HOMBRE;63;MESTIZO;PRIMARIA;SI;NO;NO;NO;1,4;HECTÁREAS;1,4;entre 55 y 64 años;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;1
09065202066220018;GUAYAS;02;06622;0018;NO; ;15;HOMBRE;75;MESTIZO;NINGUNA;NO;NO;NO;NO;1,4;HECTÁREAS;1,4;65 años y más;NINGUNA;De 1 hectárea a menos de 2 hectáreas;1
09065202066220020;GUAYAS;02;06622;0020;SI;SI; ;HOMBRE;62;MONTUBIO;PRIMARIA;NO;NO;NO;NO;2,25;HECTÁREAS;2,25;entre 55 y 64 años;PRIMARIA;De 2 hectáreas a menos de 3 hectáreas;1
09065202066220021;GUAYAS;02;06622;0021;SI;NO;,5;MUJER;65;MONTUBIO;SECUNDARIA;NO;NO;NO;NO;2;HECTÁREAS;2;65 años y más;SECUNDARIA;De 2 hectáreas a menos de 3 hectáreas;1
09065202066220022;GUAYAS;02;06622;0022;NO; ;8;HOMBRE;65;MONTUBIO;SECUNDARIA;SI;NO;NO;NO;5;HECTÁREAS;5;65 años y más;SECUNDARIA;De 5 hectáreas a menos de 10 hectáreas;1
09065202066960001;GUAYAS;02;06696;0001;SI;SI; ;HOMBRE;31;MESTIZO;SECUNDARIA;NO;NO;SI;SI;9;HECTÁREAS;9;entre 25 y 34 años;SECUNDARIA;De 5 hectáreas a menos de 10 hectáreas;1
09065202066960003;GUAYAS;02;06696;0003;NO; ;12;HOMBRE;58;MESTIZO;SECUNDARIA;NO;NO;NO;NO;7;HECTÁREAS;7;entre 55 y 64 años;SECUNDARIA;De 5 hectáreas a menos de 10 hectáreas;1
09065202066960006;GUAYAS;02;06696;0006;SI;NO;,5;HOMBRE;51;MESTIZO;SECUNDARIA;NO;NO;SI;SI;7;HECTÁREAS;7; entre 45 y 54años;SECUNDARIA;De 5 hectáreas a menos de 10 hectáreas;1
09065202066960007;GUAYAS;02;06696;0007;NO; ;20;HOMBRE;50;MESTIZO;PRIMARIA;NO;NO;NO;NO;3,5;HECTÁREAS;3,5; entre 45 y 54años;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09065202066960010;GUAYAS;02;06696;0010;SI;SI; ;MUJER;65;MONTUBIO;SECUNDARIA;NO;NO;NO;NO;2;HECTÁREAS;2;65 años y más;SECUNDARIA;De 2 hectáreas a menos de 3 hectáreas;1
09065202066960011;GUAYAS;02;06696;0011;NO; ;8;HOMBRE;65;MONTUBIO;SECUNDARIA;SI;NO;NO;NO;5;HECTÁREAS;5;65 años y más;SECUNDARIA;De 5 hectáreas a menos de 10 hectáreas;1
09065202066980001;GUAYAS;02;06698;0001;SI;SI; ;HOMBRE;51;MESTIZO;SECUNDARIA;NO;NO;SI;NO;15,55;HECTÁREAS;15,55; entre 45 y 54años;SECUNDARIA;De 10 hectáreas a menos de 20 hectáreas;1
09065202066980002;GUAYAS;02;06698;0002;SI;SI; ;HOMBRE;55;MESTIZO;PRIMARIA;NO;NO;SI;NO;4,82;HECTÁREAS;4,82;entre 55 y 64 años;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09065202066980003;GUAYAS;02;06698;0003;NO; ;1;HOMBRE;62;AFROECUATORIANO;PRIMARIA;SI;NO;SI;NO;2;HECTÁREAS;2;entre 55 y 64 años;PRIMARIA;De 2 hectáreas a menos de 3 hectáreas;1
09065202066980004;GUAYAS;02;06698;0004;NO; ;1;HOMBRE;47;MONTUBIO;PRIMARIA;SI;NO;SI;NO;2;HECTÁREAS;2; entre 45 y 54años;PRIMARIA;De 2 hectáreas a menos de 3 hectáreas;1
