Identificador;ual_prov;ual_estr;ual_segm;al_ncues;cp_numl;rc_clacul;cp_numt;cp_k404;cp_k409ha;cp_sdrenaje;cp_psdrenaje;cp_riego;cp_superf_regada_ha;cp_porc_surc;cp_porc_aspe;cp_porc_micr;cp_porc_gote;cp_porc_nebu;cp_porc_otro;cp_aferti;cp_forg;cp_cant1_fo;cp_umed1_fo;cp_cant2_fo;cp_umed2_fo;cp_cant3_fo;cp_umed3_fo;cp_fqui;cp_cantidad_npk_fq;cp_umed_npk_fq;cp_cantidad_nit_fq;cp_umed_nit_fq;cp_cantidad_fq;cp_umed_fq;cp_cantidad_pot_fq;cp_umed_pot_fq;cp_apliplagui;cp_porg;cp_cantidad_po;cp_umed_po;cp_pqui;cp_cantidad_her_pq;cp_umed_her_pq;cp_color_her_pq;cp_cantidad_ins_pq;cp_umed_ins_pq;cp_color_ins_pq;cp_cantidad_fun_pq;cp_umed_fun_pq;cp_color_fun_pq;cp_cantidad_pq;cp_umed_pq;cp_color_pq;cp_trabocacont;cp_trabfami;pc_nclavr;pc_trs;pc_trc;pc_tro;pc_znd;pc_tn;Brachiaria;Gramalote;Pasto_miel;Saboya;Otros_pastos;Pasto_mixto;Total;fact_exp_fin
19055002005600001;ZAMORA CHINCHIPE;02;00560;0001;1;PASTO MIXTO;1;1;4,8;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;4,8;4,8;62,3077545161958
19055002005600001;ZAMORA CHINCHIPE;02;00560;0001;2;PASTO MIXTO;2;1;8,5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;8,5;8,5;4,32197819345753
19055002005600002;ZAMORA CHINCHIPE;02;00560;0002;1;PASTO MIXTO;4;1;,65;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;,65;,65;59,3767546608955
19055002005600003;ZAMORA CHINCHIPE;02;00560;0003;1;PASTO MIXTO;1;1;15;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;15;15;19,7141851418986
19055002005600004;ZAMORA CHINCHIPE;02;00560;0004;1;MERKERON;1;1;28;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;28; ;28;7,68258165084165
19055101009440001;ZAMORA CHINCHIPE;01;00944;0001;1;PASTO MIXTO;1;1;,25;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;0; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;,25;,25;37,1306714776019
19055101009440002;ZAMORA CHINCHIPE;01;00944;0002;1;PASTO MIXTO;1;1;3;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;0; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;3;3;49,6034055980931
19055101009440003;ZAMORA CHINCHIPE;01;00944;0003;2;PASTO MIXTO;2;1;,42;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;,42;,42;80,5048073034495
19055101009440003;ZAMORA CHINCHIPE;01;00944;0003;4;PASTO MIXTO;4;1;,22;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;0; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;,22;,22;47,5438545805897
19055101009440004;ZAMORA CHINCHIPE;01;00944;0004;1;PASTO MIXTO;1;1;4,53;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;4,53;4,53;16,8405838937154
19055101009500001;ZAMORA CHINCHIPE;01;00950;0001;1;BRACHIARIA;1;1;50;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;752; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;50; ; ; ; ; ;50;8,66676778860786
19055101009500001;ZAMORA CHINCHIPE;01;00950;0001;2;BRACHIARIA;3;1;1;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;752; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;1; ; ; ; ; ;1;2,24641055673703
19055102004330001;ZAMORA CHINCHIPE;02;00433;0001;1;GRAMALOTE;1;1;25;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;754; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ;25; ; ; ; ;25;23,3974224251757
19055102004330001;ZAMORA CHINCHIPE;02;00433;0001;2;MERKERON;2;1;11;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;11; ;11;16,4554337403934
19055303003630001;ZAMORA CHINCHIPE;03;00363;0001;1;GRAMALOTE;2;1;23,98;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;754; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ;23,98; ; ; ; ;23,98;35,9482428200746
19055303003630002;ZAMORA CHINCHIPE;03;00363;0002;1;GRAMALOTE;1;1;13;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;754; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ;13; ; ; ; ;13;10,302420070403
19065102001040005;ZAMORA CHINCHIPE;02;00104;0005;1;BRACHIARIA;2;1;7;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;752; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;7; ; ; ; ; ;7;15,9913068566789
19065202004360001;ZAMORA CHINCHIPE;02;00436;0001;1;PASTO MIXTO;1;1;8;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;1; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;8;8;41,7386885674757
19065202004360002;ZAMORA CHINCHIPE;02;00436;0002;1;PASTO MIXTO;1;1;10;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ;1;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;10;10;51,1448659370005
19065202004360004;ZAMORA CHINCHIPE;02;00436;0004;1;PASTO MIXTO;1;1;8;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;8;8;48,3721853772476
19065203002300002;ZAMORA CHINCHIPE;03;00230;0002;3;BRACHIARIA;4;1;10;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;752; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;10; ; ; ; ; ;10;49,7622633808287
19065203002300003;ZAMORA CHINCHIPE;03;00230;0003;3;BRACHIARIA;5;1;4;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;752; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;4; ; ; ; ; ;4;76,7369946294511
19065302000010001;ZAMORA CHINCHIPE;02;00001;0001;1;GRAMALOTE;1;1;15;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;754; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ;15; ; ; ; ;15;25,0941239016148
19065302000010001;ZAMORA CHINCHIPE;02;00001;0001;2;GRAMALOTE;2;1;30;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;754; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ;30; ; ; ; ;30;36,2953602057969
19065302000010001;ZAMORA CHINCHIPE;02;00001;0001;3;GRAMALOTE;3;1;10;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;754; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ;10; ; ; ; ;10;32,2192789694304
19065302000010001;ZAMORA CHINCHIPE;02;00001;0001;4;GRAMALOTE;4;1;15;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;754; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ;15; ; ; ; ;15;16,8958137641113
19075002005830002;ZAMORA CHINCHIPE;02;00583;0002;1;PASTO MIXTO;1;1;,3;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;0; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;,3;,3;53,2427220911875
19075002005830004;ZAMORA CHINCHIPE;02;00583;0004;2;PASTO MIXTO;2;1;5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;5;5;34,357150314281
19075002005830004;ZAMORA CHINCHIPE;02;00583;0004;3;PASTO MIXTO;3;1;,04;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;,04;,04;135,539999839531
19075002005830005;ZAMORA CHINCHIPE;02;00583;0005;1;PASTO MIXTO;1;1;1,5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;1,5;1,5;1,34931701186641
19075002005830006;ZAMORA CHINCHIPE;02;00583;0006;1;RAIGRAS;1;1;,1;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;,1; ;,1;93,8328322022508
19075002005830006;ZAMORA CHINCHIPE;02;00583;0006;2;GRAMALOTE;3;1;,6;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;754; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ;,6; ; ; ; ;,6;82,4631773809502
19075002005830006;ZAMORA CHINCHIPE;02;00583;0006;3;GRAMALOTE;4;1;1,8;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;754; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ;1,8; ; ; ; ;1,8;64,2628816864637
19075002005830009;ZAMORA CHINCHIPE;02;00583;0009;1;PASTO MIXTO;1;1;1,43;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;1,43;1,43;85,1726393527319
19075002005830010;ZAMORA CHINCHIPE;02;00583;0010;1;PASTO MIXTO;1;1;,54;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;0; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;,54;,54;76,5104527857946
19075002005830012;ZAMORA CHINCHIPE;02;00583;0012;1;GRAMALOTE;1;1;10;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;754; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ;10; ; ; ; ;10;42,7065470241022
19075002005830016;ZAMORA CHINCHIPE;02;00583;0016;1;PASTO MIXTO;1;1;18;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;18;18;20,2183725586824
19075002005830016;ZAMORA CHINCHIPE;02;00583;0016;2;PASTO MIXTO;4;1;,4;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;,4;,4;56,0906657842662
19075002005830018;ZAMORA CHINCHIPE;02;00583;0018;1;BRACHIARIA;1;1;3,15;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;752; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;3,15; ; ; ; ; ;3,15;58,1944311253671
19085001019210001;ZAMORA CHINCHIPE;01;01921;0001;2;MERKERON;2;1;6;2; ;NO; ; ; ; ; ; ; ;SI;SI;30;QUINTAL; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,5;LITRO;AMARILLO; ; ; ; ; ; ; ; ;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;6; ;6;6,33050080960135
19085001019210002;ZAMORA CHINCHIPE;01;01921;0002;3;PASTO MIXTO;3;1;16;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;16;16;15,8946420302078
19085001019240001;ZAMORA CHINCHIPE;01;01924;0001;1;MERKERON;3;1;22;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;22; ;22;3,16393380575075
19085001019410001;ZAMORA CHINCHIPE;01;01941;0001;1;MERKERON;1;1;22;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;22; ;22;9,97338409195779
19085001019410001;ZAMORA CHINCHIPE;01;01941;0001;2;MERKERON;3;1;3,5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;3,5; ;3,5;20,5919435151736
19085001020190001;ZAMORA CHINCHIPE;01;02019;0001;1;PASTO MIXTO;1;1;15;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;15;15;35,4070349297967
19085001023890001;ZAMORA CHINCHIPE;01;02389;0001;3;MERKERON;3;1;10;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;10; ;10;45,5815866607791
19085001026880002;ZAMORA CHINCHIPE;01;02688;0002;1;PASTO MIXTO;2;1;16;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;16;16;4,44803070365578
19085003005930001;ZAMORA CHINCHIPE;03;00593;0001;1;MERKERON;1;1;30;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;6;2;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;30; ;30;33,9822224586926
19085003005930002;ZAMORA CHINCHIPE;03;00593;0002;1;PASTO MIXTO;1;1;11,92;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ;1;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;11,92;11,92;20,1317885115979
19085003005930003;ZAMORA CHINCHIPE;03;00593;0003;1;PASTO MIXTO;1;1;10;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ;2;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;10;10;44,5063617482276
19085003005930004;ZAMORA CHINCHIPE;03;00593;0004;1;MERKERON;1;1;2;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;3;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ;2;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;2; ;2;60,6705817138733
19085003005930005;ZAMORA CHINCHIPE;03;00593;0005;1;PASTO MIXTO;2;1;65;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;8; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;65;65;66,2171448680004
19085003005930006;ZAMORA CHINCHIPE;03;00593;0006;1;MERKERON;1;1;3,5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ;3;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;3,5; ;3,5;119,666629046001
19085003005930006;ZAMORA CHINCHIPE;03;00593;0006;2;MERKERON;2;1;14;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ;3;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;14; ;14;56,6261280218803
19085203006410002;ZAMORA CHINCHIPE;03;00641;0002;1;BRACHIARIA;2;1;30;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;752; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;30; ; ; ; ; ;30;52,2392867157504
19085203006410003;ZAMORA CHINCHIPE;03;00641;0003;1;BRACHIARIA;1;1;74;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;752; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL;74; ; ; ; ; ;74;30,3362094246614
19095004001130001;ZAMORA CHINCHIPE;04;00113;0001;1;PASTO MIXTO;1;1;64;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;64;64;20,1698867719126
19095004001130002;ZAMORA CHINCHIPE;04;00113;0002;2;PASTO MIXTO;2;1;20;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;20;20;19,924416344799
19095004001130003;ZAMORA CHINCHIPE;04;00113;0003;2;GRAMALOTE;2;1;30;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;754; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ;30; ; ; ; ;30;12,1532457826938
21015002012500001;SUCUMBÍOS;02;01250;0001;1;DALIS;3;1;,5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ;1;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;,5; ;,5;81,9976524967731
21015002012500009;SUCUMBÍOS;02;01250;0009;1;PASTO MIXTO;1;1;5,75;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ;5,75;5,75;27,0690455354201
21015002015270001;SUCUMBÍOS;02;01527;0001;1;DALIS;1;1;4;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;2; ;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;4; ;4;14,7695646713035
21015002015270001;SUCUMBÍOS;02;01527;0001;2;DALIS;3;1;5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;2; ;780; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ;5; ;5;10,6914490685205
21015002015270003;SUCUMBÍOS;02;01527;0003;1;SABOYA;1;1;,5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;3; ;767; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ;,5; ; ;,5;69,0014599164757
21015002015270003;SUCUMBÍOS;02;01527;0003;3;SABOYA;3;1;,5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;3; ;767; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ;,5; ; ;,5;78,0667843961314
